time	pH		Temp/°C		Cond/µS	
926		5.598		21.6		-5000	
927		5.598		21.5		-5012	
928		5.598		21.6		-5012	
929		5.599		21.6		-5000	
930		5.599		21.5		-5012	
931		5.599		21.5		-4987	
932		5.6		21.6		-5012	
933		5.6		21.6		-5012	
934		5.601		21.6		-5000	
935		5.601		21.5		-5000	
936		5.602		21.5		-5000	
937		5.602		21.5		-5024	
938		5.603		21.5		-5012	
939		5.603		21.5		-5012	
940		5.603		21.5		-5000	
941		5.603		21.6		-5012	
942		5.604		21.5		-5012	
943		5.605		21.6		-5000	
944		5.605		21.6		-4987	
945		5.605		21.5		-5000	
946		5.606		21.5		-5000	
947		5.606		21.6		-5000	
948		5.606		21.6		-5012	
949		5.607		21.6		-5012	
950		5.607		21.5		-5000	
951		5.607		21.5		-5012	
952		5.607		21.5		-5012	
953		5.607		21.5		-5000	
954		5.608		21.5		-5024	
955		5.608		21.6		-5012	
956		5.609		21.6		-5000	
957		5.609		21.6		-5012	
958		5.609		21.5		-5000	
959		5.61		21.5		-5000	
960		5.61		21.5		-5024	
961		5.61		21.6		-5012	
962		5.611		21.5		-5000	
963		5.612		21.5		-5000	
964		5.612		21.6		-5012	
965		5.613		21.6		-5012	
966		5.613		21.5		-5012	
967		5.613		21.5		-4987	
968		5.614		21.6		-5000	
969		5.614		21.5		-5012	
970		5.615		21.6		-4987	
971		5.615		21.5		-5000	
972		5.615		21.5		-5012	
973		5.616		21.6		-5024	
974		5.616		21.5		-5000	
975		5.617		21.5		-5000	
976		5.617		21.6		-5012	
977		5.617		21.6		-5000	
978		5.618		21.5		-5012	
979		5.618		21.6		-5012	
980		5.618		21.6		-5012	
981		5.618		21.6		-5000	
982		5.619		21.5		-4987	
983		5.62		21.6		-5024	
984		5.62		21.5		-5012	
985		5.62		21.6		-5000	
986		5.621		21.6		-5012	
987		5.621		21.6		-5024	
988		5.622		21.6		-5012	
989		5.622		21.6		-5012	
990		5.622		21.6		-5000	
991		5.623		21.6		-5012	
992		5.623		21.6		-5024	
993		5.623		21.6		-5012	
994		5.624		21.6		-5000	
995		5.624		21.6		-4987	
996		5.624		21.6		-5024	
997		5.626		21.6		-5012	
998		5.626		21.6		-5000	
999		5.626		21.6		-5012	
1000		5.626		21.5		-4987	
1001		5.626		21.6		-4987	
1002		5.627		21.6		-5012	
1003		5.628		21.5		-5012	
1004		5.628		21.6		-5012	
1005		5.628		21.6		-5012	
1006		5.629		21.6		-5012	
1007		5.629		21.6		-5000	
1008		5.63		21.5		-5012	
1009		5.63		21.6		-4987	
1010		5.63		21.6		-5000	
1011		5.63		21.6		-5012	
1012		5.63		21.6		-5024	
1013		5.631		21.6		-5012	
1014		5.632		21.6		-5012	
1015		5.632		21.5		-5012	
1016		5.632		21.6		-5000	
1017		5.633		21.5		-5012	
1018		5.634		21.5		-5012	
1019		5.634		21.6		-5000	
1020		5.634		21.5		-5012	
1021		5.634		21.5		-5024	
1022		5.635		21.6		-5024	
1023		5.636		21.6		-5012	
1024		5.636		21.5		-5012	
1025		5.636		21.5		-5012	
1026		5.636		21.6		-5024	
1027		5.637		21.5		-5000	
1028		5.638		21.5		-4975	
1029		5.638		21.5		-5012	
1030		5.638		21.5		-5012	
1031		5.638		21.5		-5000	
1032		5.638		21.5		-5000	
1033		5.639		21.5		-5000	
1034		5.64		21.6		-5000	
1035		5.64		21.5		-5000	
1036		5.64		21.6		-5000	
1037		5.641		21.6		-5012	
1038		5.641		21.5		-5000	
1039		5.642		21.5		-5000	
1040		5.642		21.5		-4987	
1041		5.642		21.6		-4987	
1042		5.643		21.6		-5012	
1043		5.643		21.5		-5000	
1044		5.644		21.5		-4987	
1045		5.644		21.5		-4987	
1046		5.645		21.5		-5000	
1047		5.645		21.5		-5012	
1048		5.645		21.6		-4987	
1049		5.646		21.5		-5012	
1050		5.647		21.5		-4987	
1051		5.647		21.5		-5000	
1052		5.647		21.5		-5012	
1053		5.647		21.5		-5000	
1054		5.648		21.5		-5024	
1055		5.648		21.6		-5012	
1056		5.649		21.6		-5024	
1057		5.649		21.5		-5012	
1058		5.649		21.5		-5012	
1059		5.65		21.6		-5000	
1060		5.65		21.6		-5012	
1061		5.651		21.5		-5000	
1062		5.651		21.6		-5024	
1063		5.652		21.6		-5012	
1064		5.652		21.6		-5012	
1065		5.653		21.5		-5000	
1066		5.653		21.6		-5012	
1067		5.654		21.6		-5012	
1068		5.654		21.6		-5012	
1069		5.655		21.5		-5024	
1070		5.655		21.6		-5024	
1071		5.655		21.6		-5024	
1072		5.656		21.6		-5024	
1073		5.656		21.6		-4987	
1074		5.657		21.6		-5000	
1075		5.657		21.6		-5012	
1076		5.657		21.6		-5012	
1077		5.658		21.5		-5012	
1078		5.659		21.6		-5024	
1079		5.659		21.6		-5000	
1080		5.659		21.6		-5024	
1081		5.659		21.6		-5012	
1082		5.66		21.6		-5000	
1083		5.661		21.6		-5012	
1084		5.661		21.6		-5000	
1085		5.661		21.6		-5000	
1086		5.661		21.6		-4987	
1087		5.662		21.6		-5000	
1088		5.663		21.6		-5000	
1089		5.663		21.6		-4987	
1090		5.663		21.6		-4987	
1091		5.664		21.6		-5000	
1092		5.665		21.6		-5024	
1093		5.665		21.6		-5000	
1094		5.665		21.6		-5000	
1095		5.665		21.6		-4987	
1096		5.666		21.6		-5012	
1097		5.667		21.6		-5000	
1098		5.667		21.6		-5024	
1099		5.667		21.6		-5024	
1100		5.668		21.6		-5000	
1101		5.668		21.6		-5000	
1102		5.668		21.6		-5012	
1103		5.668		21.6		-5012	
1104		5.669		21.6		-4987	
1105		5.67		21.6		-5000	
1106		5.67		21.6		-5000	
1107		5.67		21.7		-5024	
1108		5.67		21.6		-5012	
1109		5.671		21.7		-5000	
1110		5.672		21.6		-5012	
1111		5.672		21.6		-4987	
1112		5.672		21.6		-5000	
1113		5.673		21.6		-5012	
1114		5.673		21.6		-5049	
1115		5.674		21.6		-4987	
1116		5.674		21.6		-5000	
1117		5.674		21.6		-5024	
1118		5.674		21.6		-5012	
1119		5.675		21.6		-4987	
1120		5.676		21.7		-5000	
1121		5.676		21.6		-5012	
1122		5.676		21.6		-5012	
1123		5.677		21.7		-5012	
1124		5.677		21.6		-5000	
1125		5.678		21.6		-5000	
1126		5.678		21.6		-5012	
1127		5.678		21.6		-5000	
1128		5.678		21.7		-5000	
1129		5.679		21.6		-5000	
1130		5.68		21.7		-5012	
1131		5.68		21.7		-5012	
1132		5.68		21.6		-5012	
1133		5.681		21.6		-5000	
1134		5.681		21.6		-5012	
1135		5.682		21.6		-5000	
1136		5.682		21.6		-4987	
1137		5.683		21.6		-5012	
1138		5.683		21.6		-5000	
1139		5.684		21.6		-4987	
1140		5.684		21.6		-5000	
1141		5.684		21.6		-5000	
1142		5.685		21.6		-5000	
1143		5.686		21.6		-5012	
1144		5.686		21.6		-5012	
1145		5.686		21.6		-5012	
1146		5.687		21.6		-5000	
1147		5.688		21.5		-5012	
1148		5.688		21.6		-5000	
1149		5.688		21.6		-5000	
1150		5.689		21.6		-5012	
1151		5.689		21.6		-5012	
1152		5.689		21.7		-4987	
1153		5.689		21.6		-5024	
1154		5.69		21.6		-5000	
1155		5.691		21.6		-5000	
1156		5.691		21.6		-5024	
1157		5.692		21.6		-5012	
1158		5.693		21.7		-5000	
1159		5.693		21.7		-5012	
1160		5.693		21.6		-5012	
1161		5.693		21.6		-5000	
1162		5.694		21.6		-5012	
1163		5.695		21.6		-5012	
1164		5.695		21.6		-4987	
1165		5.695		21.6		-4987	
1166		5.696		21.6		-5000	
1167		5.696		21.7		-5012	
1168		5.697		21.6		-5012	
1169		5.697		21.6		-5024	
1170		5.697		21.6		-4987	
1171		5.698		21.6		-5024	
1172		5.698		21.6		-5012	
1173		5.698		21.6		-5012	
1174		5.699		21.7		-5012	
1175		5.699		21.6		-5024	
1176		5.699		21.6		-5012	
1177		5.7		21.6		-5012	
1178		5.7		21.6		-5012	
1179		5.7		21.6		-5024	
1180		5.701		21.6		-5012	
1181		5.701		21.7		-5012	
1182		5.701		21.6		-5012	
1183		5.702		21.6		-5000	
1184		5.702		21.7		-5000	
1185		5.702		21.7		-5012	
1186		5.703		21.7		-5012	
1187		5.703		21.6		-5012	
1188		5.703		21.6		-4987	
1189		5.704		21.6		-5012	
1190		5.704		21.6		-5012	
1191		5.704		21.6		-5012	
1192		5.704		21.6		-5000	
1193		5.705		21.6		-5012	
1194		5.705		21.6		-5024	
1195		5.705		21.6		-5012	
1196		5.705		21.6		-5012	
1197		5.706		21.6		-5000	
1198		5.706		21.6		-5012	
1199		5.707		21.7		-5000	
1200		5.707		21.6		-5024	
1201		5.707		21.6		-5012	
1202		5.707		21.6		-5012	
1203		5.708		21.7		-4987	
1204		5.708		21.6		-5024	
1205		5.709		21.6		-4987	
1206		5.709		21.7		-5000	
1207		5.71		21.7		-4987	
1208		5.71		21.6		-5000	
1209		5.71		21.6		-5000	
1210		5.711		21.6		-5000	
1211		5.711		21.7		-5000	
1212		5.711		21.7		-5000	
1213		5.712		21.7		-5000	
1214		5.712		21.6		-5024	
1215		5.712		21.6		-5012	
1216		5.713		21.7		-5000	
1217		5.713		21.6		-5012	
1218		5.713		21.6		-5000	
1219		5.713		21.6		-5000	
1220		5.714		21.7		-5012	
1221		5.714		21.6		-5000	
1222		5.714		21.7		-5000	
1223		5.715		21.6		-5024	
1224		5.716		21.7		-5012	
1225		5.716		21.6		-5000	
1226		5.716		21.6		-5000	
1227		5.716		21.7		-5012	
1228		5.716		21.6		-5000	
1229		5.717		21.6		-5012	
1230		5.718		21.7		-5012	
1231		5.718		21.6		-5012	
1232		5.718		21.7		-5000	
1233		5.718		21.6		-5012	
1234		5.719		21.6		-5012	
1235		5.719		21.7		-5024	
1236		5.719		21.7		-5012	
1237		5.72		21.6		-5000	
1238		5.72		21.6		-5012	
1239		5.72		21.7		-5012	
1240		5.721		21.6		-5012	
1241		5.722		21.6		-5024	
1242		5.722		21.6		-5000	
1243		5.722		21.6		-5012	
1244		5.722		21.6		-4987	
1245		5.722		21.6		-5000	
1246		5.723		21.6		-5000	
1247		5.723		21.6		-5000	
1248		5.724		21.6		-5000	
1249		5.724		21.6		-5012	
1250		5.724		21.6		-5012	
1251		5.725		21.6		-5012	
1252		5.725		21.6		-5012	
1253		5.725		21.6		-5012	
1254		5.726		21.6		-5012	
1255		5.726		21.6		-5012	
1256		5.726		21.5		-5000	
1257		5.726		21.7		-5000	
1258		5.727		21.6		-5012	
1259		5.728		21.6		-5000	
1260		5.728		21.6		-5012	
1261		5.728		21.5		-5000	
1262		5.728		21.6		-5012	
1263		5.729		21.5		-5000	
1264		5.73		21.5		-4987	
1265		5.73		21.5		-5000	
1266		5.73		21.6		-4987	
1267		5.73		21.6		-5000	
1268		5.731		21.5		-5012	
1269		5.732		21.6		-4987	
1270		5.732		21.6		-5024	
1271		5.732		21.5		-5000	
1272		5.732		21.6		-5012	
1273		5.733		21.6		-5012	
1274		5.734		21.5		-4987	
1275		5.734		21.5		-5012	
1276		5.734		21.6		-5012	
1277		5.734		21.6		-5012	
1278		5.735		21.6		-5012	
1279		5.735		21.5		-5012	
1280		5.736		21.6		-5024	
1281		5.736		21.5		-5000	
1282		5.736		21.5		-5012	
1283		5.737		21.5		-4987	
1284		5.737		21.5		-5000	
1285		5.737		21.6		-5012	
1286		5.737		21.5		-5012	
1287		5.738		21.6		-5024	
1288		5.739		21.5		-5012	
1289		5.739		21.5		-4987	
1290		5.739		21.6		-5012	
1291		5.739		21.5		-5012	
1292		5.74		21.5		-5000	
1293		5.741		21.6		-4987	
1294		5.741		21.6		-5000	
1295		5.741		21.5		-5000	
1296		5.742		21.5		-5012	
1297		5.743		21.6		-5012	
1298		5.743		21.6		-5000	
1299		5.743		21.5		-4987	
1300		5.743		21.6		-5012	
1301		5.744		21.6		-5000	
1302		5.745		21.6		-5000	
1303		5.745		21.6		-5012	
1304		5.745		21.6		-5000	
1305		5.745		21.6		-5012	
1306		5.746		21.6		-5012	
1307		5.746		21.6		-5000	
1308		5.747		21.6		-5000	
1309		5.747		21.6		-5000	
1310		5.747		21.7		-5024	
1311		5.747		21.6		-5000	
1312		5.748		21.6		-5012	
1313		5.749		21.7		-5000	
1314		5.749		21.6		-5012	
1315		5.749		21.6		-5012	
1316		5.75		21.6		-5012	
1317		5.75		21.6		-5000	
1318		5.751		21.6		-5024	
1319		5.751		21.6		-5012	
1320		5.751		21.6		-5000	
1321		5.751		21.6		-5024	
1322		5.752		21.7		-5012	
1323		5.753		21.6		-5000	
1324		5.753		21.6		-5000	
1325		5.753		21.7		-5000	
1326		5.753		21.6		-5012	
1327		5.754		21.7		-5000	
1328		5.755		21.6		-5024	
1329		5.755		21.7		-5024	
1330		5.755		21.6		-5000	
1331		5.755		21.7		-5012	
1332		5.756		21.6		-5012	
1333		5.757		21.6		-5049	
1334		5.757		21.7		-5012	
1335		5.757		21.6		-5000	
1336		5.757		21.6		-5012	
1337		5.758		21.7		-4987	
1338		5.758		21.7		-5012	
1339		5.759		21.7		-5012	
1340		5.759		21.6		-5000	
1341		5.759		21.6		-5012	
1342		5.759		21.7		-5000	
1343		5.76		21.7		-5012	
1344		5.76		21.6		-5012	
1345		5.76		21.6		-5012	
1346		5.761		21.6		-4987	
1347		5.761		21.6		-4987	
1348		5.762		21.6		-5012	
1349		5.762		21.6		-5012	
1350		5.762		21.6		-5000	
1351		5.762		21.6		-5012	
1352		5.763		21.6		-5012	
1353		5.763		21.6		-5012	
1354		5.764		21.6		-5024	
1355		5.764		21.6		-5012	
1356		5.764		21.6		-5012	
1357		5.765		21.6		-5012	
1358		5.766		21.6		-5000	
1359		5.766		21.6		-5012	
1360		5.766		21.6		-5000	
1361		5.767		21.6		-5012	
1362		5.767		21.6		-5012	
1363		5.768		21.6		-5012	
1364		5.768		21.5		-5000	
1365		5.768		21.6		-5012	
1366		5.768		21.6		-5024	
1367		5.769		21.6		-5000	
1368		5.77		21.6		-5012	
1369		5.77		21.6		-5012	
1370		5.77		21.6		-5000	
1371		5.77		21.5		-5000	
1372		5.771		21.6		-5012	
1373		5.771		21.6		-5000	
1374		5.772		21.6		-5000	
1375		5.772		21.6		-5012	
1376		5.773		21.6		-5012	
1377		5.773		21.6		-5000	
1378		5.774		21.5		-5000	
1379		5.774		21.5		-5000	
1380		5.774		21.6		-5000	
1381		5.774		21.5		-5012	
1382		5.775		21.6		-5024	
1383		5.775		21.6		-4987	
1384		5.776		21.6		-5012	
1385		5.776		21.6		-5012	
1386		5.776		21.5		-5012	
1387		5.777		21.6		-5000	
1388		5.777		21.5		-5000	
1389		5.778		21.5		-5012	
1390		5.778		21.5		-5024	
1391		5.778		21.6		-5012	
1392		5.778		21.6		-5012	
1393		5.779		21.5		-5000	
1394		5.78		21.5		-5012	
1395		5.78		21.6		-5012	
1396		5.78		21.6		-5024	
1397		5.781		21.5		-5000	
1398		5.781		21.6		-5000	
1399		5.781		21.5		-5012	
1400		5.781		21.5		-5012	
1401		5.781		21.5		-5000	
1402		5.781		21.6		-5012	
1403		5.782		21.5		-5000	
1404		5.783		21.5		-5012	
1405		5.783		21.6		-5000	
1406		5.783		21.6		-5024	
1407		5.784		21.5		-5000	
1408		5.784		21.5		-5012	
1409		5.784		21.6		-5012	
1410		5.785		21.5		-5012	
1411		5.785		21.5		-5000	
1412		5.786		21.6		-5012	
1413		5.787		21.6		-5000	
1414		5.787		21.6		-5012	
1415		5.787		21.6		-4987	
1416		5.787		21.5		-4987	
1417		5.787		21.6		-5012	
1418		5.788		21.5		-5000	
1419		5.788		21.6		-5012	
1420		5.789		21.6		-5000	
1421		5.789		21.5		-5012	
1422		5.789		21.5		-5012	
1423		5.789		21.6		-5024	
1424		5.791		21.5		-5000	
1425		5.791		21.6		-5012	
1426		5.791		21.5		-5012	
1427		5.791		21.6		-5024	
1428		5.791		21.6		-5012	
1429		5.792		21.7		-5024	
1430		5.793		21.6		-5000	
1431		5.793		21.6		-5000	
1432		5.793		21.6		-5024	
1433		5.793		21.6		-5012	
1434		5.793		21.6		-5012	
1435		5.795		21.6		-5000	
1436		5.795		21.7		-5024	
1437		5.795		21.6		-5012	
1438		5.795		21.6		-5000	
1439		5.795		21.6		-5000	
1440		5.796		21.6		-4987	
1441		5.796		21.6		-5000	
1442		5.797		21.6		-5012	
1443		5.797		21.6		-5000	
1444		5.797		21.6		-5012	
1445		5.798		21.6		-5012	
1446		5.799		21.6		-5012	
1447		5.799		21.6		-5012	
1448		5.799		21.6		-5000	
1449		5.799		21.6		-5000	
1450		5.799		21.6		-5024	
1451		5.8		21.6		-5012	
1452		5.8		21.5		-5000	
1453		5.801		21.6		-5012	
1454		5.801		21.5		-5012	
1455		5.801		21.6		-5012	
1456		5.801		21.6		-5012	
1457		5.802		21.5		-5012	
1458		5.802		21.6		-5012	
1459		5.802		21.5		-5000	
1460		5.803		21.6		-5000	
1461		5.803		21.6		-5012	
1462		5.803		21.6		-5012	
1463		5.804		21.5		-5012	
1464		5.804		21.6		-5012	
1465		5.804		21.5		-5024	
1466		5.805		21.5		-5000	
1467		5.806		21.6		-5012	
1468		5.806		21.5		-5000	
1469		5.806		21.6		-5000	
1470		5.807		21.6		-5012	
1471		5.807		21.5		-5000	
1472		5.807		21.5		-5012	
1473		5.808		21.5		-5000	
1474		5.808		21.5		-5012	
1475		5.808		21.5		-5000	
1476		5.808		21.5		-5000	
1477		5.809		21.6		-5012	
1478		5.809		21.6		-5024	
1479		5.809		21.5		-5012	
1480		5.81		21.5		-5012	
1481		5.81		21.5		-4987	
1482		5.81		21.5		-5012	
1483		5.81		21.5		-5012	
1484		5.811		21.5		-5000	
1485		5.811		21.5		-5024	
1486		5.812		21.5		-5012	
1487		5.812		21.5		-5012	
1488		5.812		21.5		-5000	
1489		5.813		21.5		-5000	
1490		5.813		21.5		-5012	
1491		5.814		21.6		-5000	
1492		5.814		21.6		-4987	
1493		5.815		21.5		-5012	
1494		5.815		21.5		-5000	
1495		5.815		21.5		-4987	
1496		5.816		21.5		-5000	
1497		5.816		21.5		-5000	
1498		5.816		21.5		-5000	
1499		5.817		21.5		-5000	
1500		5.817		21.5		-5012	
1501		5.818		21.5		-5012	
1502		5.818		21.5		-5000	
1503		5.818		21.5		-5024	
1504		5.818		21.5		-5000	
1505		5.819		21.6		-5012	
1506		5.819		21.5		-4987	
1507		5.82		21.5		-4987	
1508		5.82		21.5		-5012	
1509		5.82		21.5		-5012	
1510		5.821		21.5		-5000	
1511		5.821		21.5		-5000	
1512		5.821		21.5		-4987	
1513		5.821		21.5		-5000	
1514		5.822		21.6		-5000	
1515		5.822		21.6		-4987	
1516		5.822		21.6		-5024	
1517		5.823		21.5		-5000	
1518		5.824		21.5		-5012	
1519		5.824		21.6		-5000	
1520		5.824		21.5		-5000	
1521		5.824		21.6		-5012	
1522		5.825		21.6		-5012	
1523		5.825		21.5		-4987	
1524		5.826		21.6		-5000	
1525		5.826		21.5		-5000	
1526		5.826		21.5		-5000	
1527		5.826		21.5		-5012	
1528		5.827		21.5		-4987	
1529		5.827		21.6		-5000	
1530		5.827		21.6		-5000	
1531		5.828		21.5		-5000	
1532		5.828		21.6		-5012	
1533		5.828		21.6		-4987	
1534		5.829		21.6		-5012	
1535		5.829		21.5		-5024	
1536		5.829		21.6		-5012	
1537		5.83		21.5		-4987	
1538		5.83		21.6		-5012	
1539		5.831		21.5		-5012	
1540		5.831		21.6		-5012	
1541		5.831		21.6		-5012	
1542		5.831		21.6		-4987	
1543		5.832		21.5		-5000	
1544		5.832		21.5		-5000	
1545		5.832		21.6		-5012	
1546		5.833		21.5		-5000	
1547		5.833		21.6		-5012	
1548		5.833		21.6		-5000	
1549		5.833		21.6		-5000	
1550		5.834		21.5		-5000	
1551		5.834		21.6		-5000	
1552		5.835		21.6		-5000	
1553		5.835		21.6		-5000	
1554		5.835		21.6		-5012	
1555		5.836		21.5		-5000	
1556		5.836		21.5		-5000	
1557		5.836		21.5		-5024	
1558		5.837		21.5		-5000	
1559		5.837		21.5		-5024	
1560		5.837		21.6		-5024	
1561		5.838		21.5		-5012	
1562		5.839		21.5		-5024	
1563		5.839		21.6		-5024	
1564		5.839		21.5		-5000	
1565		5.839		21.6		-5012	
1566		5.84		21.6		-5000	
1567		5.84		21.6		-5000	
1568		5.84		21.6		-5000	
1569		5.841		21.5		-5012	
1570		5.841		21.6		-5024	
1571		5.841		21.5		-5012	
1572		5.842		21.5		-5012	
1573		5.842		21.6		-5012	
1574		5.842		21.6		-4987	
1575		5.842		21.5		-5000	
1576		5.843		21.5		-5012	
1577		5.843		21.5		-5012	
1578		5.843		21.5		-5024	
1579		5.844		21.5		-5000	
1580		5.844		21.5		-5000	
1581		5.844		21.5		-5012	
1582		5.845		21.6		-5012	
1583		5.845		21.6		-5012	
1584		5.845		21.5		-5000	
1585		5.846		21.5		-5012	
1586		5.846		21.5		-4987	
1587		5.846		21.5		-5024	
1588		5.847		21.6		-5012	
1589		5.847		21.5		-5024	
1590		5.847		21.5		-5000	
1591		5.848		21.5		-5012	
1592		5.848		21.6		-5012	
1593		5.848		21.5		-5012	
1594		5.848		21.5		-5012	
1595		5.849		21.5		-5012	
1596		5.849		21.5		-5024	
1597		5.85		21.5		-5024	
1598		5.85		21.5		-5000	
1599		5.85		21.5		-5012	
1600		5.851		21.5		-5000	
1601		5.851		21.5		-5024	
1602		5.851		21.5		-5012	
1603		5.851		21.5		-5012	
1604		5.852		21.5		-5024	
1605		5.852		21.5		-5024	
1606		5.852		21.5		-5024	
1607		5.853		21.5		-5000	
1608		5.853		21.5		-5012	
1609		5.853		21.5		-5024	
1610		5.853		21.5		-5024	
1611		5.854		21.5		-5012	
1612		5.854		21.5		-5012	
1613		5.854		21.4		-5012	
1614		5.855		21.5		-5012	
1615		5.855		21.5		-5024	
1616		5.855		21.5		-5000	
1617		5.856		21.5		-5012	
1618		5.856		21.5		-5012	
1619		5.856		21.5		-5012	
1620		5.857		21.5		-5000	
1621		5.857		21.5		-5012	
1622		5.857		21.5		-5000	
1623		5.858		21.6		-5012	
1624		5.858		21.5		-5024	
1625		5.858		21.5		-5000	
1626		5.859		21.6		-4987	
1627		5.859		21.5		-5012	
1628		5.859		21.5		-5000	
1629		5.86		21.6		-5012	
1630		5.86		21.5		-5012	
1631		5.861		21.5		-5000	
1632		5.861		21.6		-5012	
1633		5.861		21.5		-5000	
1634		5.862		21.5		-5000	
1635		5.862		21.5		-5012	
1636		5.862		21.6		-5000	
1637		5.863		21.6		-5000	
1638		5.863		21.6		-5000	
1639		5.863		21.6		-5000	
1640		5.863		21.6		-5012	
1641		5.864		21.6		-5012	
1642		5.864		21.5		-5012	
1643		5.865		21.5		-5000	
1644		5.865		21.6		-5024	
1645		5.865		21.6		-5024	
1646		5.865		21.5		-4987	
1647		5.866		21.6		-5012	
1648		5.866		21.5		-5000	
1649		5.866		21.6		-5012	
1650		5.867		21.6		-5000	
1651		5.867		21.6		-5012	
1652		5.867		21.6		-5012	
1653		5.868		21.6		-5000	
1654		5.868		21.6		-5000	
1655		5.868		21.6		-4987	
1656		5.868		21.5		-5012	
1657		5.869		21.5		-5000	
1658		5.869		21.6		-5012	
1659		5.869		21.6		-5000	
1660		5.869		21.7		-5012	
1661		5.87		21.6		-5012	
1662		5.87		21.6		-5000	
1663		5.87		21.6		-5000	
1664		5.871		21.5		-5000	
1665		5.871		21.6		-5012	
1666		5.871		21.6		-5000	
1667		5.872		21.6		-5012	
1668		5.872		21.6		-5012	
1669		5.872		21.6		-5000	
1670		5.872		21.6		-5012	
1671		5.873		21.6		-5012	
1672		5.873		21.6		-5012	
1673		5.874		21.5		-5012	
1674		5.874		21.6		-5024	
1675		5.874		21.6		-5024	
1676		5.875		21.6		-5000	
1677		5.875		21.6		-5012	
1678		5.875		21.6		-5012	
1679		5.876		21.5		-5000	
1680		5.876		21.6		-5012	
1681		5.876		21.6		-5000	
1682		5.877		21.6		-5012	
1683		5.877		21.5		-5012	
1684		5.877		21.5		-5012	
1685		5.878		21.5		-5000	
1686		5.878		21.5		-5000	
1687		5.878		21.5		-5012	
1688		5.879		21.5		-5000	
1689		5.879		21.5		-4987	
1690		5.879		21.6		-5024	
1691		5.88		21.5		-5000	
1692		5.88		21.6		-5012	
1693		5.88		21.5		-5012	
1694		5.881		21.6		-5012	
1695		5.881		21.6		-5012	
1696		5.881		21.6		-5000	
1697		5.882		21.6		-5024	
1698		5.882		21.5		-5012	
1699		5.882		21.5		-5000	
1700		5.883		21.6		-5012	
1701		5.883		21.5		-5024	
1702		5.883		21.5		-4987	
1703		5.884		21.5		-5000	
1704		5.884		21.6		-5000	
1705		5.884		21.5		-4987	
1706		5.884		21.5		-5000	
1707		5.885		21.5		-5012	
1708		5.885		21.5		-5012	
1709		5.885		21.5		-5024	
1710		5.885		21.5		-4987	
1711		5.886		21.5		-5012	
1712		5.886		21.5		-5012	
1713		5.886		21.5		-5012	
1714		5.886		21.5		-5000	
1715		5.887		21.5		-5012	
1716		5.887		21.5		-5012	
1717		5.887		21.5		-5012	
1718		5.888		21.6		-4987	
1719		5.888		21.5		-5012	
1720		5.888		21.5		-5012	
1721		5.888		21.5		-4987	
1722		5.889		21.5		-5000	
1723		5.889		21.5		-5012	
1724		5.889		21.5		-5012	
1725		5.89		21.5		-5012	
1726		5.89		21.5		-5012	
1727		5.89		21.5		-5012	
1728		5.891		21.5		-5000	
1729		5.891		21.6		-5000	
1730		5.892		21.5		-5000	
1731		5.892		21.6		-5012	
1732		5.892		21.5		-5000	
1733		5.892		21.6		-5012	
1734		5.893		21.5		-5000	
1735		5.893		21.6		-4987	
1736		5.893		21.5		-4987	
1737		5.893		21.5		-5024	
1738		5.894		21.5		-5024	
1739		5.894		21.5		-5012	
1740		5.895		21.5		-5012	
1741		5.895		21.5		-4987	
1742		5.895		21.5		-5012	
1743		5.896		21.5		-5012	
1744		5.896		21.6		-5012	
1745		5.896		21.6		-5000	
1746		5.897		21.5		-5012	
1747		5.897		21.6		-5024	
1748		5.897		21.6		-5012	
1749		5.897		21.6		-5000	
1750		5.898		21.6		-5012	
1751		5.898		21.6		-5012	
1752		5.898		21.6		-5012	
1753		5.898		21.6		-5012	
1754		5.899		21.6		-5024	
1755		5.899		21.6		-5012	
1756		5.899		21.6		-5000	
1757		5.9		21.6		-5012	
1758		5.9		21.6		-5012	
1759		5.9		21.6		-5012	
1760		5.9		21.6		-5000	
1761		5.901		21.6		-5000	
1762		5.901		21.6		-5012	
1763		5.901		21.6		-4987	
1764		5.902		21.6		-4987	
1765		5.902		21.6		-5000	
1766		5.902		21.6		-5000	
1767		5.903		21.6		-5012	
1768		5.903		21.6		-5000	
1769		5.903		21.6		-5000	
1770		5.904		21.6		-5000	
1771		5.904		21.6		-5012	
1772		5.904		21.6		-5012	
1773		5.905		21.6		-5024	
1774		5.905		21.6		-5000	
1775		5.905		21.6		-5000	
1776		5.905		21.6		-5012	
1777		5.906		21.7		-5012	
1778		5.906		21.6		-5012	
1779		5.906		21.6		-4987	
1780		5.907		21.6		-5012	
1781		5.907		21.6		-5000	
1782		5.907		21.7		-5012	
1783		5.908		21.6		-5012	
1784		5.908		21.6		-5012	
1785		5.908		21.6		-5000	
1786		5.908		21.6		-5012	
1787		5.909		21.6		-4987	
1788		5.909		21.6		-5024	
1789		5.909		21.6		-5024	
1790		5.91		21.6		-5000	
1791		5.91		21.6		-5012	
1792		5.91		21.6		-5000	
1793		5.911		21.6		-5012	
1794		5.911		21.6		-4987	
1795		5.911		21.6		-5012	
1796		5.911		21.6		-5000	
1797		5.912		21.6		-5000	
1798		5.912		21.6		-5012	
1799		5.912		21.6		-5024	
1800		5.912		21.6		-5012	
1801		5.913		21.6		-5024	
1802		5.913		21.6		-5012	
1803		5.913		21.7		-5012	
