time	pH		Temp/°C		Cond/µS	
1804		5.914		21.6		-5000	
1805		5.914		21.6		-5000	
1806		5.914		21.6		-5024	
1807		5.915		21.6		-5012	
1808		5.915		21.6		-5024	
1809		5.915		21.6		-5012	
1810		5.915		21.6		-5000	
1811		5.916		21.7		-5000	
1812		5.916		21.6		-5012	
1813		5.916		21.6		-5012	
1814		5.916		21.6		-5012	
1815		5.916		21.7		-5012	
1816		5.917		21.6		-5000	
1817		5.917		21.6		-5000	
1818		5.917		21.6		-5000	
1819		5.917		21.6		-5000	
1820		5.917		21.7		-5012	
1821		5.887		21.7		-5000	
1822		5.875		21.7		-5000	
1823		5.871		21.6		-5012	
1824		5.865		21.6		-5024	
1825		5.859		21.6		-5000	
1826		5.854		21.6		-5012	
1827		5.849		21.6		-5012	
1828		5.843		21.6		-5000	
1829		5.839		21.7		-5000	
1830		5.834		21.6		-4987	
1831		5.83		21.6		-5000	
1832		5.827		21.6		-5000	
1833		5.823		21.6		-5000	
1834		5.82		21.6		-5000	
1835		5.816		21.6		-5012	
1836		5.814		21.6		-5000	
1837		5.811		21.6		-5000	
1838		5.808		21.6		-5000	
1839		5.806		21.7		-5000	
1840		5.804		21.7		-5000	
1841		5.803		21.6		-5000	
1842		5.801		21.6		-5024	
1843		5.8		21.7		-5000	
1844		5.8		21.6		-5000	
1845		5.798		21.7		-5012	
1846		5.798		21.6		-5012	
1847		5.798		21.6		-5012	
1848		5.798		21.7		-5012	
1849		5.799		21.6		-5000	
1850		5.799		21.6		-5012	
1851		5.8		21.6		-5012	
1852		5.801		21.7		-5000	
1853		5.799		21.7		-5012	
1854		5.8		21.7		-5024	
1855		5.802		21.6		-5000	
1856		5.808		21.6		-4987	
1857		5.81		21.7		-5000	
1858		5.812		21.6		-5012	
1859		5.814		21.7		-5012	
1860		5.816		21.6		-5012	
1861		5.818		21.7		-5024	
1862		5.821		21.7		-5012	
1863		5.823		21.7		-5012	
1864		5.826		21.6		-5024	
1865		5.828		21.7		-5024	
1866		5.831		21.7		-5012	
1867		5.833		21.6		-5000	
1868		5.836		21.6		-5012	
1869		5.838		21.6		-5024	
1870		5.841		21.6		-5012	
1871		5.843		21.7		-5024	
1872		5.846		21.6		-5012	
1873		5.849		21.6		-5024	
1874		5.851		21.6		-5000	
1875		5.853		21.6		-5012	
1876		5.856		21.7		-5012	
1877		5.858		21.6		-5000	
1878		5.861		21.6		-5000	
1879		5.863		21.6		-5024	
1880		5.866		21.7		-5000	
1881		5.868		21.7		-5000	
1882		5.87		21.7		-5000	
1883		5.873		21.6		-5012	
1884		5.875		21.6		-5012	
1885		5.878		21.6		-5000	
1886		5.881		21.6		-5012	
1887		5.883		21.6		-5024	
1888		5.885		21.6		-5000	
1889		5.887		21.6		-5000	
1890		5.89		21.6		-5012	
1891		5.893		21.6		-4975	
1892		5.895		21.5		-5012	
1893		5.897		21.6		-5000	
1894		5.9		21.5		-5000	
1895		5.902		21.6		-5000	
1896		5.904		21.6		-5000	
1897		5.907		21.6		-5000	
1898		5.91		21.6		-4987	
1899		5.912		21.6		-5012	
1900		5.914		21.5		-5012	
1901		5.916		21.6		-4987	
1902		5.919		21.6		-5012	
1903		5.921		21.6		-5012	
1904		5.923		21.5		-5000	
1905		5.925		21.5		-5012	
1906		5.928		21.6		-4987	
1907		5.93		21.5		-5000	
1908		5.933		21.5		-5012	
1909		5.935		21.6		-5000	
1910		5.937		21.5		-5000	
1911		5.939		21.5		-5024	
1912		5.942		21.6		-4987	
1913		5.944		21.6		-5012	
1914		5.946		21.6		-5012	
1915		5.948		21.6		-4987	
1916		5.95		21.5		-5000	
1917		5.952		21.6		-5000	
1918		5.954		21.5		-5000	
1919		5.956		21.6		-5000	
1920		5.959		21.6		-4987	
1921		5.961		21.6		-5012	
1922		5.963		21.5		-5012	
1923		5.965		21.5		-5000	
1924		5.967		21.5		-5000	
1925		5.969		21.6		-5012	
1926		5.971		21.5		-5000	
1927		5.973		21.6		-5000	
1928		5.975		21.6		-5000	
1929		5.977		21.6		-5012	
1930		5.979		21.6		-5012	
1931		5.98		21.6		-5012	
1932		5.982		21.6		-5012	
1933		5.984		21.6		-4987	
1934		5.986		21.6		-5012	
1935		5.988		21.6		-5000	
1936		5.99		21.6		-5000	
1937		5.991		21.6		-5000	
1938		5.993		21.6		-4987	
1939		5.995		21.6		-5000	
1940		5.996		21.6		-5012	
1941		5.998		21.6		-5000	
1942		6		21.6		-5012	
1943		6.002		21.6		-5000	
1944		6.004		21.6		-5012	
1945		6.005		21.6		-5012	
1946		6.007		21.6		-5012	
1947		6.008		21.6		-5012	
1948		6.01		21.6		-5000	
1949		6.012		21.6		-5012	
1950		6.014		21.5		-5012	
1951		6.015		21.6		-5012	
1952		6.017		21.6		-5024	
1953		6.018		21.5		-5012	
1954		6.02		21.6		-5012	
1955		6.021		21.5		-5012	
1956		6.023		21.6		-5012	
1957		6.024		21.6		-5000	
1958		6.026		21.6		-5012	
1959		6.027		21.5		-5000	
1960		6.029		21.6		-5024	
1961		6.03		21.5		-5012	
1962		6.032		21.5		-5000	
1963		6.033		21.6		-4987	
1964		6.035		21.5		-5000	
1965		6.036		21.5		-4987	
1966		6.038		21.5		-5012	
1967		6.039		21.5		-5024	
1968		6.04		21.5		-5012	
1969		6.042		21.6		-5000	
1970		6.043		21.5		-5012	
1971		6.045		21.6		-4987	
1972		6.046		21.5		-5000	
1973		6.047		21.6		-5012	
1974		6.048		21.6		-5000	
1975		6.05		21.5		-5012	
1976		6.051		21.6		-5000	
1977		6.052		21.5		-5000	
1978		6.054		21.5		-5012	
1979		6.055		21.5		-5024	
1980		6.056		21.6		-5000	
1981		6.057		21.6		-5000	
1982		6.058		21.5		-5000	
1983		6.06		21.5		-5012	
1984		6.061		21.5		-5000	
1985		6.063		21.5		-5012	
1986		6.064		21.5		-5000	
1987		6.065		21.6		-5012	
1988		6.065		21.6		-5012	
1989		6.067		21.6		-4987	
1990		6.068		21.5		-4987	
1991		6.069		21.5		-5012	
1992		6.071		21.5		-5024	
1993		6.072		21.5		-5000	
1994		6.073		21.5		-5012	
1995		6.074		21.6		-5000	
1996		6.075		21.5		-5012	
1997		6.076		21.6		-5000	
1998		6.077		21.5		-5012	
1999		6.079		21.5		-5012	
2000		6.079		21.5		-5012	
2001		6.081		21.5		-5012	
2002		6.081		21.5		-5012	
2003		6.083		21.5		-5012	
2004		6.084		21.5		-5012	
2005		6.085		21.5		-5024	
2006		6.086		21.5		-5000	
2007		6.087		21.5		-5000	
2008		6.088		21.5		-5000	
2009		6.089		21.5		-5012	
2010		6.09		21.6		-5012	
2011		6.092		21.5		-5024	
2012		6.092		21.5		-5012	
2013		6.093		21.5		-5000	
2014		6.094		21.5		-5012	
2015		6.095		21.5		-5024	
2016		6.096		21.5		-5024	
2017		6.097		21.5		-5012	
2018		6.098		21.5		-5024	
2019		6.099		21.5		-5012	
2020		6.1		21.5		-5012	
2021		6.1		21.5		-5012	
2022		6.101		21.6		-5024	
2023		6.102		21.5		-5024	
2024		6.103		21.5		-4987	
2025		6.104		21.5		-5024	
2026		6.105		21.5		-5012	
2027		6.106		21.5		-5000	
2028		6.106		21.5		-5012	
2029		6.108		21.5		-5000	
2030		6.108		21.5		-5012	
2031		6.109		21.5		-5012	
2032		6.11		21.5		-5000	
2033		6.111		21.5		-5000	
2034		6.112		21.5		-5000	
2035		6.112		21.5		-5000	
2036		6.113		21.5		-4987	
2037		6.113		21.5		-5000	
2038		6.115		21.5		-4987	
2039		6.115		21.6		-5024	
2040		6.116		21.5		-5012	
2041		6.117		21.5		-5012	
2042		6.117		21.5		-5012	
2043		6.118		21.5		-5012	
2044		6.119		21.5		-5012	
2045		6.119		21.6		-5000	
2046		6.12		21.6		-4975	
2047		6.121		21.5		-5012	
2048		6.121		21.5		-5000	
2049		6.122		21.5		-5012	
2050		6.123		21.6		-5000	
2051		6.124		21.6		-4987	
2052		6.124		21.5		-5012	
2053		6.125		21.6		-5012	
2054		6.125		21.6		-4987	
2055		6.126		21.6		-5012	
2056		6.127		21.5		-4987	
2057		6.127		21.6		-5000	
2058		6.127		21.6		-5012	
2059		6.128		21.6		-5000	
2060		6.129		21.6		-4987	
2061		6.129		21.6		-5000	
2062		6.13		21.6		-5000	
2063		6.131		21.6		-4987	
2064		6.131		21.6		-5000	
2065		6.132		21.5		-5000	
2066		6.132		21.6		-5000	
2067		6.133		21.6		-4987	
2068		6.133		21.7		-5000	
2069		6.133		21.6		-5012	
2070		6.134		21.6		-4987	
2071		6.135		21.6		-5000	
2072		6.135		21.6		-4987	
2073		6.135		21.6		-5012	
2074		6.136		21.6		-5000	
2075		6.136		21.6		-5012	
2076		6.136		21.6		-5000	
2077		6.136		21.6		-4987	
2078		6.137		21.6		-5012	
2079		6.138		21.6		-5012	
2080		6.138		21.6		-5012	
2081		6.138		21.6		-5000	
2082		6.139		21.6		-5012	
2083		6.14		21.6		-5000	
2084		6.14		21.7		-4987	
2085		6.14		21.7		-5000	
2086		6.14		21.6		-4987	
2087		6.141		21.6		-5012	
2088		6.141		21.6		-5000	
2089		6.142		21.7		-4987	
2090		6.142		21.7		-5012	
2091		6.142		21.6		-5012	
2092		6.143		21.6		-5012	
2093		6.143		21.6		-4987	
2094		6.144		21.7		-5012	
2095		6.144		21.6		-5012	
2096		6.144		21.6		-5012	
2097		6.144		21.6		-5000	
2098		6.144		21.6		-5000	
2099		6.145		21.6		-5000	
2100		6.145		21.6		-4987	
2101		6.145		21.6		-5000	
2102		6.145		21.6		-5024	
2103		6.145		21.5		-5012	
2104		6.146		21.6		-5012	
2105		6.146		21.6		-5012	
2106		6.146		21.6		-5024	
2107		6.146		21.6		-5012	
2108		6.147		21.6		-5000	
2109		6.147		21.6		-5012	
2110		6.147		21.6		-5024	
2111		6.148		21.6		-5012	
2112		6.148		21.6		-5012	
2113		6.148		21.6		-5012	
2114		6.148		21.6		-5000	
2115		6.148		21.6		-5012	
2116		6.149		21.6		-5012	
2117		6.149		21.6		-5012	
2118		6.149		21.6		-5012	
2119		6.149		21.5		-5012	
2120		6.15		21.5		-5012	
2121		6.15		21.5		-5012	
2122		6.15		21.5		-5000	
2123		6.15		21.6		-5000	
2124		6.15		21.6		-5012	
2125		6.15		21.5		-5000	
2126		6.151		21.5		-5000	
2127		6.151		21.5		-5024	
2128		6.151		21.5		-5024	
2129		6.151		21.5		-5024	
2130		6.151		21.5		-5000	
2131		6.151		21.5		-5012	
2132		6.151		21.5		-5000	
2133		6.151		21.5		-5000	
2134		6.151		21.5		-5024	
2135		6.152		21.5		-5012	
2136		6.152		21.6		-5012	
2137		6.152		21.5		-5024	
2138		6.152		21.5		-4987	
2139		6.152		21.5		-5012	
2140		6.153		21.6		-5012	
2141		6.153		21.5		-5012	
2142		6.153		21.5		-5012	
2143		6.153		21.5		-5000	
2144		6.153		21.5		-5000	
2145		6.153		21.5		-5012	
2146		6.153		21.5		-5000	
2147		6.153		21.5		-5000	
2148		6.153		21.5		-4987	
2149		6.154		21.5		-5024	
2150		6.154		21.5		-5024	
2151		6.154		21.5		-5012	
2152		6.154		21.6		-5012	
2153		6.154		21.5		-5012	
2154		6.154		21.5		-4987	
2155		6.155		21.6		-5012	
2156		6.155		21.5		-5000	
2157		6.155		21.6		-5012	
2158		6.155		21.5		-5000	
2159		6.155		21.5		-5000	
2160		6.155		21.5		-5012	
2161		6.156		21.5		-4987	
2162		6.156		21.6		-5000	
2163		6.156		21.5		-5012	
2164		6.156		21.5		-5012	
2165		6.156		21.6		-5024	
2166		6.156		21.6		-4987	
2167		6.156		21.6		-5000	
2168		6.156		21.6		-5000	
2169		6.156		21.6		-4987	
2170		6.156		21.6		-5000	
2171		6.157		21.6		-5000	
2172		6.157		21.6		-5024	
2173		6.157		21.5		-5024	
2174		6.157		21.6		-5012	
2175		6.157		21.6		-5000	
2176		6.157		21.6		-5012	
2177		6.157		21.6		-5000	
2178		6.157		21.6		-5000	
2179		6.157		21.6		-5000	
2180		6.158		21.6		-4987	
2181		6.158		21.6		-5000	
2182		6.158		21.6		-5012	
2183		6.158		21.6		-5012	
2184		6.158		21.6		-5000	
2185		6.158		21.6		-5000	
2186		6.158		21.6		-5012	
2187		6.159		21.6		-4987	
2188		6.159		21.7		-5000	
2189		6.159		21.6		-5012	
2190		6.159		21.6		-5012	
2191		6.159		21.6		-5012	
2192		6.159		21.6		-5012	
2193		6.159		21.6		-5012	
2194		6.16		21.6		-5012	
2195		6.16		21.6		-5012	
2196		6.16		21.7		-5012	
2197		6.16		21.6		-5024	
2198		6.16		21.6		-5000	
2199		6.16		21.7		-4987	
2200		6.16		21.6		-5000	
2201		6.16		21.6		-5000	
2202		6.161		21.6		-4987	
2203		6.161		21.6		-5012	
2204		6.161		21.6		-5012	
2205		6.161		21.6		-5012	
2206		6.161		21.7		-5000	
2207		6.161		21.6		-4987	
2208		6.161		21.6		-5012	
2209		6.161		21.6		-5024	
2210		6.161		21.6		-5012	
2211		6.162		21.6		-5012	
2212		6.162		21.6		-5012	
2213		6.162		21.5		-4987	
2214		6.162		21.6		-5012	
2215		6.162		21.6		-5000	
2216		6.162		21.5		-5000	
2217		6.162		21.6		-5024	
2218		6.162		21.6		-5024	
2219		6.162		21.6		-5000	
2220		6.162		21.6		-5024	
2221		6.163		21.6		-5012	
2222		6.163		21.6		-5012	
2223		6.163		21.6		-5024	
2224		6.163		21.5		-5000	
2225		6.163		21.6		-4987	
2226		6.164		21.6		-5012	
2227		6.164		21.5		-5000	
2228		6.164		21.6		-5000	
2229		6.164		21.6		-5000	
2230		6.164		21.6		-5024	
2231		6.164		21.6		-5000	
2232		6.164		21.6		-5000	
2233		6.164		21.5		-5012	
2234		6.165		21.6		-5000	
2235		6.165		21.6		-5012	
2236		6.165		21.5		-5012	
2237		6.165		21.5		-5000	
2238		6.165		21.6		-5012	
2239		6.165		21.6		-5000	
2240		6.166		21.5		-5012	
2241		6.166		21.5		-5012	
2242		6.166		21.5		-4987	
2243		6.166		21.6		-5000	
2244		6.166		21.5		-5000	
2245		6.166		21.5		-5012	
2246		6.166		21.5		-5024	
2247		6.166		21.5		-5012	
2248		6.166		21.5		-5000	
2249		6.166		21.6		-5012	
2250		6.166		21.5		-5012	
2251		6.166		21.6		-5000	
2252		6.166		21.5		-5012	
2253		6.167		21.6		-5000	
2254		6.167		21.5		-5000	
2255		6.167		21.5		-4987	
2256		6.168		21.6		-5012	
2257		6.168		21.5		-5012	
2258		6.168		21.5		-5012	
2259		6.168		21.5		-5012	
2260		6.168		21.6		-5012	
2261		6.168		21.6		-5024	
2262		6.168		21.5		-5000	
2263		6.168		21.5		-5012	
2264		6.169		21.6		-4987	
2265		6.169		21.5		-5012	
2266		6.169		21.6		-5012	
2267		6.169		21.5		-5024	
2268		6.169		21.6		-4987	
2269		6.169		21.5		-5012	
2270		6.169		21.6		-5000	
2271		6.17		21.6		-5012	
2272		6.17		21.6		-5000	
2273		6.17		21.6		-5000	
2274		6.17		21.6		-5012	
2275		6.17		21.6		-5000	
2276		6.17		21.5		-5000	
2277		6.171		21.6		-5012	
2278		6.171		21.6		-5000	
2279		6.171		21.6		-5000	
2280		6.171		21.6		-5000	
2281		6.171		21.6		-5000	
2282		6.171		21.5		-4987	
2283		6.171		21.6		-4987	
2284		6.171		21.6		-5012	
2285		6.171		21.5		-5012	
2286		6.172		21.5		-5000	
2287		6.172		21.6		-5024	
2288		6.172		21.6		-5012	
2289		6.172		21.6		-5012	
2290		6.172		21.6		-5012	
2291		6.172		21.6		-5000	
2292		6.172		21.6		-4987	
2293		6.173		21.6		-5000	
2294		6.173		21.6		-5012	
2295		6.173		21.6		-5000	
2296		6.173		21.5		-5000	
2297		6.173		21.6		-5000	
2298		6.173		21.6		-5000	
2299		6.174		21.6		-5012	
2300		6.174		21.6		-5024	
2301		6.174		21.6		-5000	
2302		6.174		21.6		-4987	
2303		6.174		21.5		-5012	
2304		6.174		21.6		-5000	
2305		6.175		21.6		-5012	
2306		6.175		21.6		-5024	
2307		6.175		21.6		-5012	
2308		6.175		21.6		-5000	
2309		6.175		21.6		-5012	
2310		6.175		21.6		-4987	
2311		6.175		21.6		-5000	
2312		6.175		21.6		-5012	
2313		6.175		21.6		-5012	
2314		6.175		21.6		-5012	
2315		6.176		21.6		-5012	
2316		6.176		21.6		-5012	
2317		6.176		21.6		-5012	
2318		6.176		21.5		-5012	
2319		6.176		21.6		-5024	
2320		6.176		21.6		-5000	
2321		6.177		21.6		-5000	
2322		6.177		21.6		-4987	
2323		6.177		21.6		-4987	
2324		6.177		21.7		-5000	
2325		6.177		21.6		-5012	
2326		6.177		21.6		-5024	
2327		6.177		21.6		-5000	
2328		6.177		21.7		-5000	
2329		6.177		21.6		-4987	
2330		6.177		21.6		-5012	
2331		6.178		21.6		-5012	
2332		6.178		21.6		-5012	
2333		6.178		21.7		-5012	
2334		6.178		21.6		-5012	
2335		6.178		21.6		-5012	
2336		6.178		21.6		-5012	
2337		6.179		21.6		-5000	
2338		6.179		21.6		-5012	
2339		6.179		21.6		-5012	
2340		6.179		21.6		-5000	
2341		6.179		21.6		-4987	
2342		6.179		21.6		-5012	
2343		6.179		21.6		-5012	
2344		6.179		21.6		-5000	
2345		6.179		21.6		-5012	
2346		6.18		21.6		-5000	
2347		6.18		21.6		-5012	
2348		6.18		21.6		-5012	
2349		6.18		21.5		-5012	
2350		6.18		21.6		-5000	
2351		6.181		21.6		-5000	
2352		6.181		21.6		-5000	
2353		6.181		21.6		-5000	
2354		6.181		21.6		-5000	
2355		6.181		21.6		-5012	
2356		6.181		21.6		-5000	
2357		6.181		21.5		-5012	
2358		6.181		21.5		-5000	
2359		6.181		21.6		-5012	
2360		6.181		21.6		-5000	
2361		6.181		21.6		-5000	
2362		6.181		21.6		-5012	
2363		6.181		21.6		-5000	
2364		6.182		21.6		-5012	
2365		6.182		21.6		-5000	
2366		6.182		21.6		-5000	
2367		6.182		21.5		-5012	
2368		6.182		21.5		-5012	
2369		6.183		21.6		-5024	
2370		6.183		21.6		-5012	
2371		6.183		21.5		-5012	
2372		6.183		21.5		-5012	
2373		6.183		21.6		-5024	
2374		6.183		21.6		-5012	
2375		6.183		21.6		-5012	
2376		6.183		21.6		-5012	
2377		6.183		21.6		-5012	
2378		6.184		21.6		-5012	
2379		6.184		21.6		-5012	
2380		6.184		21.6		-5012	
2381		6.184		21.6		-5012	
2382		6.184		21.6		-5024	
2383		6.184		21.6		-5012	
2384		6.184		21.6		-4987	
2385		6.184		21.6		-5012	
2386		6.185		21.6		-5012	
2387		6.185		21.6		-5024	
2388		6.185		21.5		-5000	
2389		6.185		21.6		-5012	
2390		6.185		21.6		-5024	
2391		6.185		21.7		-5000	
2392		6.185		21.6		-5000	
2393		6.185		21.6		-5012	
2394		6.186		21.6		-5012	
2395		6.186		21.6		-5012	
2396		6.186		21.6		-5024	
2397		6.186		21.6		-5000	
2398		6.186		21.6		-5012	
2399		6.186		21.6		-5012	
2400		6.187		21.7		-5000	
2401		6.187		21.6		-4987	
2402		6.187		21.6		-5012	
2403		6.187		21.6		-5000	
2404		6.187		21.7		-5000	
2405		6.187		21.7		-5000	
2406		6.187		21.6		-5012	
2407		6.187		21.7		-5000	
2408		6.187		21.7		-5012	
2409		6.188		21.7		-5000	
2410		6.188		21.7		-5012	
2411		6.188		21.7		-4987	
2412		6.188		21.7		-5012	
2413		6.188		21.7		-5000	
2414		6.188		21.7		-5012	
2415		6.188		21.7		-5012	
2416		6.188		21.7		-5012	
2417		6.189		21.7		-5012	
2418		6.189		21.7		-5012	
2419		6.189		21.7		-5024	
2420		6.189		21.7		-5000	
2421		6.189		21.7		-5000	
2422		6.189		21.7		-5012	
2423		6.189		21.7		-5012	
2424		6.189		21.7		-5012	
2425		6.19		21.7		-5000	
2426		6.19		21.7		-5000	
2427		6.19		21.7		-5012	
2428		6.19		21.7		-5024	
2429		6.19		21.7		-5024	
2430		6.19		21.7		-4987	
2431		6.19		21.7		-5012	
2432		6.19		21.7		-5012	
2433		6.19		21.7		-5012	
2434		6.19		21.7		-5024	
2435		6.191		21.7		-5024	
2436		6.191		21.7		-4987	
2437		6.191		21.7		-5000	
2438		6.191		21.7		-5012	
2439		6.191		21.7		-5012	
2440		6.192		21.8		-5000	
2441		6.192		21.7		-5000	
2442		6.192		21.7		-5024	
2443		6.192		21.7		-5000	
2444		6.192		21.7		-5000	
2445		6.192		21.7		-5012	
2446		6.192		21.7		-4987	
2447		6.192		21.7		-5012	
2448		6.192		21.7		-4987	
2449		6.192		21.7		-4987	
2450		6.192		21.7		-5012	
2451		6.192		21.7		-5012	
2452		6.192		21.7		-4987	
2453		6.193		21.7		-5024	
2454		6.193		21.7		-5024	
2455		6.193		21.7		-5000	
2456		6.193		21.7		-5000	
2457		6.193		21.7		-5000	
2458		6.194		21.8		-5000	
2459		6.194		21.7		-5012	
2460		6.194		21.7		-5000	
2461		6.194		21.7		-5012	
2462		6.194		21.7		-4975	
2463		6.194		21.7		-5000	
2464		6.195		21.7		-5000	
2465		6.195		21.7		-5000	
2466		6.195		21.7		-5000	
2467		6.195		21.7		-5000	
2468		6.195		21.6		-5000	
2469		6.195		21.7		-4987	
2470		6.195		21.7		-5012	
2471		6.195		21.7		-5012	
2472		6.195		21.7		-5012	
2473		6.196		21.7		-4987	
2474		6.196		21.7		-4987	
2475		6.196		21.7		-5000	
2476		6.196		21.7		-5000	
2477		6.196		21.7		-5000	
2478		6.196		21.7		-5000	
2479		6.196		21.7		-5012	
2480		6.196		21.7		-5000	
2481		6.196		21.7		-5000	
2482		6.196		21.7		-5012	
2483		6.197		21.7		-5000	
2484		6.197		21.7		-4975	
2485		6.197		21.7		-5012	
2486		6.197		21.7		-4987	
2487		6.197		21.7		-5000	
2488		6.197		21.7		-5000	
2489		6.197		21.7		-5000	
2490		6.197		21.7		-5012	
2491		6.197		21.7		-5000	
2492		6.198		21.7		-5000	
2493		6.198		21.7		-5000	
2494		6.198		21.7		-5000	
2495		6.198		21.7		-5000	
2496		6.199		21.7		-4987	
2497		6.199		21.7		-5012	
2498		6.199		21.7		-5000	
2499		6.199		21.7		-5000	
2500		6.199		21.6		-4987	
2501		6.199		21.7		-5000	
2502		6.199		21.7		-5012	
2503		6.199		21.7		-5000	
2504		6.199		21.7		-5012	
2505		6.199		21.6		-5000	
2506		6.2		21.7		-5024	
2507		6.2		21.7		-5000	
2508		6.2		21.7		-5012	
2509		6.2		21.6		-5000	
2510		6.2		21.7		-5000	
2511		6.2		21.7		-5000	
2512		6.2		21.7		-5024	
2513		6.2		21.6		-5000	
2514		6.201		21.6		-5000	
2515		6.201		21.7		-5012	
2516		6.201		21.6		-5000	
2517		6.201		21.7		-5012	
2518		6.201		21.7		-5000	
2519		6.201		21.7		-4987	
2520		6.201		21.7		-5012	
2521		6.201		21.7		-5000	
2522		6.201		21.6		-5012	
2523		6.202		21.7		-5012	
2524		6.202		21.7		-5000	
2525		6.202		21.7		-4987	
2526		6.202		21.7		-4987	
2527		6.202		21.7		-5012	
2528		6.202		21.7		-5000	
2529		6.202		21.7		-5012	
2530		6.203		21.7		-4987	
2531		6.203		21.7		-5000	
2532		6.203		21.7		-5012	
2533		6.203		21.7		-5012	
2534		6.203		21.7		-5012	
2535		6.203		21.7		-5012	
2536		6.203		21.7		-5012	
2537		6.203		21.7		-4987	
2538		6.204		21.7		-5036	
2539		6.204		21.7		-5000	
2540		6.204		21.7		-4987	
2541		6.204		21.7		-5012	
2542		6.204		21.7		-5000	
2543		6.204		21.6		-5012	
2544		6.204		21.7		-5000	
2545		6.204		21.7		-5000	
2546		6.204		21.6		-4987	
2547		6.205		21.7		-4987	
2548		6.205		21.6		-5000	
2549		6.205		21.7		-5000	
2550		6.205		21.6		-5000	
2551		6.205		21.6		-4987	
2552		6.205		21.7		-5000	
2553		6.205		21.7		-5012	
2554		6.206		21.7		-5000	
2555		6.206		21.6		-5012	
2556		6.206		21.7		-5012	
2557		6.206		21.6		-5012	
2558		6.206		21.6		-5000	
2559		6.206		21.6		-5000	
2560		6.206		21.6		-5000	
2561		6.207		21.6		-5000	
2562		6.207		21.6		-5012	
2563		6.207		21.6		-5012	
2564		6.207		21.6		-5000	
2565		6.207		21.6		-5000	
2566		6.207		21.7		-5000	
2567		6.207		21.6		-4987	
2568		6.208		21.7		-5000	
2569		6.208		21.6		-5012	
2570		6.208		21.6		-4987	
2571		6.208		21.6		-5012	
2572		6.208		21.6		-5024	
2573		6.208		21.6		-5012	
2574		6.208		21.6		-5012	
2575		6.208		21.6		-5012	
2576		6.208		21.6		-5012	
2577		6.209		21.6		-5000	
2578		6.209		21.6		-5000	
2579		6.209		21.6		-5000	
2580		6.209		21.6		-5000	
2581		6.209		21.6		-5012	
2582		6.209		21.6		-5000	
2583		6.209		21.6		-5000	
2584		6.21		21.6		-5012	
2585		6.21		21.6		-5000	
2586		6.21		21.6		-5012	
2587		6.21		21.6		-5012	
2588		6.21		21.6		-5012	
2589		6.21		21.6		-4987	
2590		6.21		21.5		-5012	
2591		6.21		21.6		-5012	
2592		6.211		21.6		-5012	
2593		6.211		21.6		-5012	
2594		6.211		21.5		-5012	
2595		6.211		21.6		-5012	
2596		6.211		21.6		-5012	
2597		6.211		21.6		-5012	
2598		6.211		21.6		-5012	
2599		6.212		21.6		-5012	
2600		6.212		21.7		-5000	
2601		6.212		21.6		-4987	
2602		6.212		21.6		-5024	
2603		6.212		21.6		-5012	
2604		6.212		21.6		-5012	
2605		6.212		21.6		-5012	
2606		6.212		21.6		-5000	
2607		6.213		21.6		-4987	
2608		6.213		21.5		-5000	
2609		6.213		21.6		-5024	
2610		6.213		21.6		-5012	
2611		6.213		21.5		-5000	
2612		6.213		21.6		-5000	
2613		6.213		21.6		-5000	
2614		6.213		21.7		-4987	
2615		6.214		21.6		-5012	
2616		6.214		21.6		-5012	
2617		6.214		21.6		-5000	
2618		6.214		21.6		-4975	
2619		6.214		21.6		-5012	
2620		6.214		21.5		-5012	
2621		6.214		21.6		-5000	
2622		6.214		21.7		-5000	
2623		6.215		21.6		-5012	
2624		6.215		21.6		-5000	
2625		6.215		21.6		-5000	
2626		6.215		21.6		-5012	
2627		6.215		21.6		-5000	
2628		6.215		21.6		-4987	
2629		6.216		21.6		-5012	
2630		6.216		21.6		-5000	
2631		6.216		21.6		-5000	
2632		6.216		21.6		-5012	
2633		6.216		21.6		-5012	
2634		6.216		21.6		-5012	
2635		6.216		21.6		-5012	
2636		6.216		21.6		-5012	
2637		6.216		21.7		-5000	
2638		6.217		21.6		-5012	
2639		6.217		21.6		-5024	
2640		6.217		21.6		-4987	
2641		6.217		21.6		-5000	
2642		6.217		21.6		-5000	
2643		6.217		21.6		-5012	
2644		6.218		21.6		-5012	
2645		6.218		21.6		-5036	
2646		6.218		21.6		-5000	
2647		6.218		21.6		-5012	
2648		6.218		21.6		-5012	
2649		6.218		21.6		-5012	
2650		6.218		21.7		-5000	
2651		6.218		21.7		-5000	
2652		6.218		21.6		-5000	
2653		6.219		21.6		-5012	
2654		6.219		21.7		-5012	
2655		6.219		21.7		-5012	
2656		6.219		21.6		-5012	
2657		6.219		21.6		-5012	
2658		6.219		21.6		-5012	
2659		6.219		21.7		-5012	
2660		6.219		21.6		-5000	
2661		6.22		21.6		-5000	
2662		6.22		21.6		-5012	
2663		6.22		21.6		-4987	
2664		6.22		21.6		-5012	
2665		6.22		21.7		-5012	
2666		6.22		21.7		-4987	
2667		6.221		21.7		-5000	
2668		6.221		21.7		-5012	
2669		6.221		21.7		-5000	
2670		6.221		21.6		-5012	
2671		6.221		21.7		-4987	
2672		6.221		21.6		-4987	
2673		6.221		21.7		-5000	
2674		6.221		21.7		-4987	
2675		6.222		21.6		-5000	
2676		6.222		21.6		-5000	
