Time	Cond		
1638	0.6724	-0.0031	19.3
1639	0.6724	-0.0032	19.3
1640	0.6724	-0.0033	19.3
1641	0.6724	-0.0007	19.3
1642	0.6724	-0.0037	19.3
1643	0.6724	-0.0022	19.3
1644	0.6724	-0.0038	19.3
1645	0.6724	-0.0026	19.3
1646	0.6725	-0.0031	19.3
1647	0.6724	-0.0034	19.3
1648	0.6724	-0.0061	19.3
1649	0.6724	-0.0035	19.3
1650	0.6724	-0.0005	19.3
1651	0.6725	-0.0035	19.3
1652	0.6725	-0.0018	19.3
1653	0.6724	-0.0012	19.3
1654	0.6724	-0.0037	19.3
1655	0.6724	-0.0055	19.3
1656	0.6725	0.0011	19.3
1657	0.6724	-0.0028	19.3
1658	0.6724	-0.0025	19.3
1659	0.6724	-0.0025	19.3
1660	0.6724	-0.0001	19.3
1661	0.6724	-0.0043	19.3
1662	0.6724	0.0002	19.3
1663	0.6723	-0.0067	19.3
1664	0.6724	-0.002	19.3
1665	0.6724	-0.0045	19.3
1666	0.6724	-0.0027	19.3
1667	0.6724	-0.0013	19.3
1668	0.6724	-0.0017	19.3
1669	0.6724	-0.0063	19.3
1670	0.6724	-0.0028	19.3
1671	0.6723	-0.0069	19.3
1672	0.6724	-0.0028	19.3
1673	0.6724	-0.002	19.3
1674	0.6724	-0.003	19.3
1675	0.6724	-0.0073	19.3
1676	0.6724	-0.006	19.3
1677	0.6724	-0.0001	19.3
1678	0.6724	-0.005	19.3
1679	0.6724	0.0002	19.3
1680	0.6724	-0.0019	19.3
1681	0.6723	-0.0026	19.3
1682	0.6724	-0.0021	19.3
1683	0.6724	-0.0015	19.3
1684	0.6724	-0.0053	19.3
1685	0.6724	-0.0028	19.3
1686	0.6724	-0.0024	19.3
1687	0.6724	-0.0044	19.3
1688	0.6724	-0.0018	19.3
1689	0.6724	-0.0048	19.3
1690	0.6724	-0.0055	19.3
1691	0.6723	-0.0046	19.3
1692	0.6723	-0.0042	19.3
1693	0.6724	-0.0047	19.3
1694	0.6723	-0.0026	19.3
1695	0.6723	-0.0065	19.3
1696	0.6724	-0.0042	19.3
1697	0.6724	-0.0037	19.3
1698	0.6723	-0.0064	19.3
1699	0.6724	-0.0003	19.3
1700	0.6723	-0.0065	19.3
1701	0.6723	-0.0023	19.3
1702	0.6723	-0.0015	19.3
1703	0.6723	-0.0041	19.3
1704	0.6723	-0.0055	19.3
1705	0.6723	-0.0076	19.3
1706	0.6723	-0.0039	19.3
1707	0.6723	-0.0005	19.3
1708	0.6723	-0.0025	19.3
1709	0.6722	-0.0047	19.3
1710	0.6724	-0.0008	19.3
1711	0.6723	-0.0062	19.3
1712	0.6723	-0.0059	19.3
1713	0.6723	-0.0009	19.3
1714	0.6723	-0.006	19.3
1715	0.6723	-0.0028	19.3
1716	0.6723	-0.0027	19.3
1717	0.6723	-0.0038	19.3
1718	0.6723	-0.0018	19.3
1719	0.6723	-0.0023	19.3
1720	0.6723	-0.0045	19.3
1721	0.6723	-0.0049	19.3
1722	0.6723	-0.0033	19.3
1723	0.6723	-0.0049	19.3
1724	0.6723	-0.0015	19.3
1725	0.6723	-0.002	19.3
1726	0.6723	-0.0085	19.3
1727	0.6723	0.0014	19.3
1728	0.6723	0.0011	19.3
1729	0.6723	-0.0026	19.3
1730	0.6723	-0.0029	19.3
1731	0.6723	-0.0014	19.3
1732	0.6722	-0.0057	19.3
1733	0.6723	-0.0026	19.3
1734	0.6723	-0.0027	19.3
1735	0.6723	-0.0009	19.3
1736	0.6723	-0.0012	19.3
1737	0.6723	-0.0027	19.3
1738	0.6723	-0.0005	19.3
1739	0.6723	-0.0003	19.3
1740	0.6723	-0.0056	19.3
1741	0.6723	-0.0022	19.3
1742	0.6723	-0.0022	19.3
1743	0.6722	-0.0038	19.3
1744	0.6722	-0.0033	19.3
1745	0.6723	-0.0021	19.3
1746	0.6723	-0.003	19.3
1747	0.6723	-0.0007	19.3
1748	0.6723	-0.0011	19.3
1749	0.6723	-0.0019	19.3
1750	0.6723	-0.0013	19.3
1751	0.6722	-0.0054	19.3
1752	0.6723	-0.0025	19.3
1753	0.6723	-0.0024	19.3
1754	0.6723	-0.0035	19.3
1755	0.6722	-0.0024	19.3
1756	0.6722	-0.0022	19.3
1757	0.6723	-0.002	19.3
1758	0.6723	-0.0042	19.3
1759	0.6722	-0.0046	19.3
1760	0.6722	-0.0036	19.3
1761	0.6723	-0.005	19.3
1762	0.6723	-0.0036	19.3
1763	0.6722	-0.0005	19.3
1764	0.6723	-0.0011	19.3
1765	0.6722	-0.0078	19.3
1766	0.6723	-0.0019	19.3
1767	0.6722	-0.0028	19.3
1768	0.6723	-0.0026	19.3
1769	0.6723	-0.0049	19.3
1770	0.6723	-0.0044	19.3
1771	0.6722	-0.0038	19.3
1772	0.6723	0.0013	19.3
1773	0.6722	-0.0014	19.3
1774	0.6723	0.0009	19.3
1775	0.6723	-0.0035	19.3
1776	0.6723	-0.0018	19.3
1777	0.6723	-0.0012	19.3
1778	0.6722	-0.0016	19.3
1779	0.6722	-0.0039	19.3
1780	0.6722	-0.0065	19.3
1781	0.6722	-0.0024	19.3
1782	0.6722	-0.0048	19.3
1783	0.6723	-0.002	19.3
1784	0.6722	-0.0012	19.3
1785	0.6722	-0.0031	19.3
1786	0.6722	-0.0022	19.3
1787	0.6722	-0.0047	19.3
1788	0.6722	-0.0041	19.3
1789	0.6722	-0.0026	19.3
1790	0.6722	0.0008	19.3
1791	0.6722	0.0002	19.3
1792	0.6722	-0.0031	19.3
1793	0.6722	-0.0035	19.3
1794	0.6722	-0.0005	19.3
1795	0.6722	-0.0031	19.3
1796	0.6722	-0.0033	19.3
1797	0.6722	-0.0035	19.3
1798	0.6722	-0.002	19.3
1799	0.6722	-0.0044	19.3
1800	0.6722	-0.0025	19.3
1801	0.6722	-0.0036	19.3
1802	0.6722	-0.005	19.3
1803	0.6722	-0.0036	19.3
1804	0.6722	-0.0032	19.3
1805	0.6721	-0.0048	19.3
1806	0.6722	-0.0025	19.3
1807	0.6722	-0.0004	19.3
1808	0.6722	-0.0035	19.3
1809	0.6722	-0.0012	19.3
1810	0.6722	-0.0022	19.3
1811	0.6722	-0.0039	19.3
1812	0.6722	-0.0032	19.3
1813	0.6722	-0.0045	19.3
1814	0.6722	-0.0041	19.3
1815	0.6722	-0.0026	19.3
1816	0.6721	-0.0035	19.3
1817	0.6721	-0.0036	19.3
1818	0.6721	-0.0027	19.3
1819	0.6722	-0.0037	19.3
1820	0.6722	-0.0022	19.3
1821	0.6722	-0.0024	19.3
1822	0.6722	-0.0042	19.3
1823	0.6722	0.0019	19.3
1824	0.6722	-0.0013	19.3
1825	0.6722	-0.0012	19.3
1826	0.6721	-0.0024	19.3
1827	0.6721	-0.0048	19.3
1828	0.6722	-0.003	19.3
1829	0.6722	-0.0001	19.3
1830	0.6722	-0.0014	19.3
1831	0.6722	-0.0011	19.3
1832	0.6722	-0.0034	19.3
1833	0.6722	-0.0009	19.3
1834	0.6724	0.0093	19.3
1835	0.6727	0.0189	19.3
1836	0.6733	0.0318	19.3
1837	0.6741	0.0494	19.3
1838	0.6751	0.0592	19.3
1839	0.6763	0.0728	19.3
1840	0.6776	0.0737	19.3
1841	0.6791	0.0871	19.3
1842	0.6806	0.0861	19.3
1843	0.682	0.0911	19.3
1844	0.6836	0.0935	19.3
1845	0.6851	0.0887	19.3
1846	0.6867	0.094	19.3
1847	0.6883	0.088	19.3
1848	0.6899	0.0939	19.3
1849	0.6915	0.0831	19.3
1850	0.693	0.0927	19.3
1851	0.6946	0.0851	19.3
1852	0.6961	0.0881	19.3
1853	0.6975	0.0859	19.3
1854	0.699	0.0893	19.3
1855	0.7006	0.0859	19.3
1856	0.702	0.0797	19.3
1857	0.7033	0.0739	19.3
1858	0.7048	0.0795	19.3
1859	0.7061	0.072	19.3
1860	0.7074	0.0794	19.3
1861	0.7087	0.0712	19.3
1862	0.7099	0.0637	19.3
1863	0.7111	0.0748	19.3
1864	0.7123	0.0639	19.3
1865	0.7136	0.0706	19.3
1866	0.7147	0.0645	19.3
1867	0.7158	0.0633	19.3
1868	0.7169	0.0532	19.3
1869	0.7179	0.0585	19.3
1870	0.7188	0.0594	19.3
1871	0.7198	0.0527	19.3
1872	0.7207	0.0474	19.3
1873	0.7215	0.0444	19.3
1874	0.7222	0.0342	19.3
1875	0.7229	0.0378	19.3
1876	0.7237	0.0429	19.3
1877	0.7244	0.0338	19.3
1878	0.7248	0.015	19.3
1879	0.7253	0.0252	19.3
1880	0.7256	0.022	19.3
1881	0.726	0.0164	19.3
1882	0.7263	0.016	19.3
1883	0.7266	0.012	19.3
1884	0.7268	0.0054	19.3
1885	0.7271	0.0089	19.3
1886	0.7271	-0.001	19.3
1887	0.7272	0.0047	19.3
1888	0.7272	-0.0067	19.3
1889	0.7273	-0.0026	19.3
1890	0.7272	-0.0042	19.3
1891	0.7272	-0.012	19.3
1892	0.727	-0.0104	19.3
1893	0.7269	-0.0081	19.3
1894	0.7267	-0.0055	19.3
1895	0.7267	-0.0098	19.3
1896	0.7265	-0.0142	19.3
1897	0.7263	-0.0172	19.3
1898	0.7261	-0.0153	19.3
1899	0.7259	-0.0158	19.3
1900	0.7258	-0.0068	19.3
1901	0.7255	-0.0194	19.3
1902	0.7252	-0.0206	19.3
1903	0.7249	-0.0216	19.3
1904	0.7245	-0.0205	19.3
1905	0.7242	-0.0243	19.3
1906	0.724	-0.0154	19.3
1907	0.7237	-0.0208	19.3
1908	0.7234	-0.0205	19.3
1909	0.7229	-0.0332	19.3
1910	0.7226	-0.0252	19.3
1911	0.7223	-0.0218	19.3
1912	0.7219	-0.0228	19.3
1913	0.7215	-0.0261	19.3
1914	0.7212	-0.0279	19.3
1915	0.7208	-0.0256	19.3
1916	0.7205	-0.0225	19.3
1917	0.72	-0.0291	19.3
1918	0.7196	-0.0317	19.3
1919	0.7192	-0.0263	19.3
1920	0.7187	-0.0287	19.3
1921	0.7183	-0.0299	19.3
1922	0.7179	-0.0282	19.3
1923	0.7174	-0.0304	19.3
1924	0.7171	-0.0256	19.3
1925	0.7166	-0.0273	19.3
1926	0.7162	-0.0289	19.3
1927	0.7157	-0.029	19.3
1928	0.7153	-0.0317	19.3
1929	0.7148	-0.0292	19.3
1930	0.7144	-0.031	19.3
1931	0.714	-0.0216	19.3
1932	0.7135	-0.0323	19.3
1933	0.7132	-0.0289	19.3
1934	0.7127	-0.0288	19.3
1935	0.7123	-0.0278	19.3
1936	0.7119	-0.0277	19.3
1937	0.7114	-0.03	19.3
1938	0.711	-0.0302	19.3
1939	0.7105	-0.0295	19.3
1940	0.7101	-0.0335	19.3
1941	0.7096	-0.0293	19.3
1942	0.7091	-0.0287	19.3
1943	0.7087	-0.0316	19.3
1944	0.7083	-0.0267	19.3
1945	0.7079	-0.0291	19.3
1946	0.7074	-0.026	19.3
1947	0.707	-0.0252	19.3
1948	0.7065	-0.031	19.3
1949	0.7062	-0.0285	19.3
1950	0.7057	-0.0249	19.3
1951	0.7052	-0.0321	19.3
1952	0.7048	-0.0291	19.3
1953	0.7044	-0.0308	19.3
1954	0.7039	-0.0332	19.3
1955	0.7034	-0.0289	19.3
1956	0.7031	-0.0269	19.3
1957	0.7026	-0.0283	19.3
1958	0.7021	-0.0288	19.3
1959	0.7017	-0.0265	19.3
1960	0.7013	-0.0306	19.3
1961	0.7009	-0.0282	19.3
1962	0.7005	-0.0261	19.3
1963	0.7	-0.0305	19.3
1964	0.6996	-0.0258	19.3
1965	0.6992	-0.0269	19.3
1966	0.6987	-0.0292	19.3
1967	0.6983	-0.0258	19.3
1968	0.6979	-0.0288	19.3
1969	0.6975	-0.0258	19.3
1970	0.6969	-0.0309	19.3
1971	0.6966	-0.0302	19.3
1972	0.6962	-0.0253	19.3
1973	0.6958	-0.0215	19.3
1974	0.6953	-0.0294	19.3
1975	0.695	-0.0292	19.3
1976	0.6946	-0.0236	19.3
1977	0.6942	-0.0291	19.3
1978	0.6937	-0.027	19.3
1979	0.6933	-0.025	19.3
1980	0.6929	-0.0272	19.3
1981	0.6925	-0.0242	19.3
1982	0.6922	-0.0245	19.3
1983	0.6918	-0.0227	19.3
1984	0.6914	-0.0265	19.3
1985	0.6911	-0.0251	19.3
1986	0.6906	-0.0266	19.3
1987	0.6903	-0.0228	19.3
1988	0.6899	-0.025	19.3
1989	0.6895	-0.0261	19.3
1990	0.6892	-0.0235	19.3
1991	0.6889	-0.0235	19.3
1992	0.6885	-0.025	19.3
1993	0.6881	-0.0233	19.3
1994	0.6878	-0.0214	19.3
1995	0.6875	-0.0216	19.3
1996	0.6871	-0.0234	19.3
1997	0.6868	-0.0234	19.3
1998	0.6865	-0.021	19.3
1999	0.6862	-0.023	19.3
2000	0.6859	-0.027	19.3
2001	0.6856	-0.0172	19.3
2002	0.6853	-0.0184	19.3
2003	0.685	-0.0207	19.3
2004	0.6847	-0.0216	19.3
2005	0.6845	-0.0165	19.3
2006	0.6842	-0.0221	19.3
2007	0.6839	-0.0222	19.3
2008	0.6837	-0.0181	19.3
2009	0.6834	-0.0191	19.3
2010	0.6831	-0.0203	19.3
2011	0.683	-0.0161	19.3
2012	0.6827	-0.0185	19.3
2013	0.6825	-0.0168	19.3
2014	0.6823	-0.0189	19.3
2015	0.6821	-0.0138	19.3
2016	0.6818	-0.0161	19.3
2017	0.6816	-0.0172	19.3
2018	0.6814	-0.0149	19.3
2019	0.6812	-0.0159	19.3
2020	0.681	-0.0138	19.3
2021	0.6808	-0.0152	19.3
2022	0.6806	-0.0157	19.3
2023	0.6804	-0.0157	19.3
2024	0.6803	-0.0122	19.3
2025	0.6801	-0.0149	19.3
2026	0.6799	-0.0122	19.3
2027	0.6797	-0.0157	19.3
2028	0.6796	-0.0108	19.3
2029	0.6794	-0.0149	19.3
2030	0.6792	-0.0125	19.3
2031	0.6791	-0.014	19.3
2032	0.6789	-0.0134	19.3
2033	0.6788	-0.0105	19.3
2034	0.6786	-0.014	19.3
2035	0.6785	-0.0115	19.3
2036	0.6783	-0.0126	19.3
2037	0.6782	-0.0124	19.3
2038	0.6781	-0.0112	19.3
2039	0.678	-0.0051	19.3
2040	0.6778	-0.0104	19.3
2041	0.6777	-0.0102	19.3
2042	0.6776	-0.0121	19.3
2043	0.6775	-0.009	19.3
2044	0.6773	-0.0089	19.3
2045	0.6773	-0.0076	19.3
2046	0.6771	-0.0105	19.3
2047	0.6771	-0.0065	19.3
2048	0.6769	-0.0111	19.3
2049	0.6768	-0.0095	19.3
2050	0.6766	-0.0117	19.3
2051	0.6766	-0.0073	19.3
2052	0.6765	-0.0083	19.3
2053	0.6765	-0.0056	19.3
2054	0.6763	-0.0066	19.3
2055	0.6762	-0.0083	19.3
2056	0.6761	-0.0085	19.3
2057	0.676	-0.0077	19.3
2058	0.676	-0.0053	19.3
2059	0.6758	-0.0114	19.3
2060	0.6758	-0.012	19.3
2061	0.6757	-0.0078	19.3
2062	0.6757	-0.0066	19.3
2063	0.6756	-0.0074	19.3
2064	0.6755	-0.0077	19.3
2065	0.6754	-0.0096	19.3
2066	0.6754	-0.0045	19.3
2067	0.6753	-0.0088	19.3
2068	0.6753	-0.0074	19.3
2069	0.6752	-0.0105	19.3
2070	0.6751	-0.0052	19.3
2071	0.675	-0.0114	19.3
2072	0.675	-0.006	19.3
2073	0.6749	-0.0092	19.3
2074	0.6748	-0.0039	19.3
2075	0.6748	-0.007	19.3
2076	0.6748	-0.0064	19.3
2077	0.6747	-0.0031	19.3
2078	0.6747	-0.0047	19.3
2079	0.6746	-0.0053	19.3
2080	0.6745	-0.0081	19.3
2081	0.6745	-0.0089	19.3
2082	0.6745	-0.0041	19.3
2083	0.6744	-0.008	19.3
2084	0.6743	-0.0042	19.3
2085	0.6743	-0.0061	19.3
2086	0.6742	-0.0059	19.3
2087	0.6742	-0.0069	19.3
2088	0.6742	-0.006	19.3
2089	0.6741	-0.0035	19.3
2090	0.6741	-0.0042	19.3
2091	0.674	-0.0049	19.3
2092	0.674	-0.0083	19.3
2093	0.674	-0.0044	19.3
2094	0.6739	-0.0053	19.3
2095	0.6738	-0.0089	19.3
2096	0.6738	-0.0043	19.3
2097	0.6737	-0.008	19.3
2098	0.6737	-0.0059	19.3
2099	0.6737	-0.0068	19.3
2100	0.6736	-0.0061	19.3
2101	0.6736	-0.0044	19.3
2102	0.6736	-0.0085	19.3
2103	0.6735	-0.0065	19.3
2104	0.6735	-0.0033	19.3
2105	0.6735	-0.005	19.3
2106	0.6735	-0.0037	19.3
2107	0.6734	-0.0076	19.3
2108	0.6734	-0.0079	19.3
2109	0.6734	-0.0034	19.3
2110	0.6734	0.0009	19.3
2111	0.6733	-0.0035	19.3
2112	0.6733	-0.0068	19.3
2113	0.6732	-0.002	19.3
2114	0.6732	-0.0086	19.3
2115	0.6732	-0.0022	19.3
2116	0.6731	-0.0025	19.3
2117	0.6731	-0.0056	19.3
2118	0.6731	-0.0054	19.3
2119	0.6731	-0.0076	19.3
2120	0.673	-0.0051	19.3
2121	0.673	-0.0049	19.3
2122	0.6731	-0.0026	19.3
2123	0.6729	-0.0081	19.3
2124	0.6729	-0.0061	19.3
2125	0.673	-0.0055	19.3
2126	0.6729	-0.0066	19.3
2127	0.6729	-0.0038	19.3
2128	0.6728	-0.007	19.3
2129	0.6728	-0.0057	19.3
2130	0.6728	-0.0027	19.3
2131	0.6727	-0.0059	19.3
2132	0.6727	-0.0026	19.3
2133	0.6727	-0.0037	19.3
2134	0.6727	-0.0039	19.3
2135	0.6727	-0.0062	19.3
2136	0.6726	-0.0048	19.3
2137	0.6726	-0.007	19.3
2138	0.6726	-0.0048	19.3
2139	0.6726	-0.0033	19.3
2140	0.6725	-0.007	19.3
2141	0.6726	-0.0049	19.3
2142	0.6725	-0.0037	19.3
2143	0.6725	-0.0032	19.3
2144	0.6724	-0.0054	19.3
2145	0.6724	-0.0036	19.3
2146	0.6725	-0.0033	19.3
2147	0.6725	-0.0014	19.3
2148	0.6724	-0.0068	19.3
2149	0.6724	-0.0039	19.3
2150	0.6723	-0.0066	19.3
2151	0.6724	-0.005	19.3
2152	0.6724	-0.0038	19.3
2153	0.6723	-0.0041	19.3
2154	0.6723	-0.0026	19.3
2155	0.6723	-0.0036	19.3
2156	0.6723	-0.0075	19.3
2157	0.6723	-0.0073	19.3
2158	0.6723	-0.0011	19.3
2159	0.6723	-0.004	19.3
2160	0.6722	-0.0021	19.3
2161	0.6723	-0.0039	19.3
2162	0.6723	-0.0032	19.3
2163	0.6723	-0.0034	19.3
2164	0.6722	-0.0024	19.3
2165	0.6722	-0.005	19.3
2166	0.6722	-0.0012	19.3
2167	0.6722	-0.0045	19.3
2168	0.6722	-0.0045	19.3
2169	0.6722	-0.0025	19.3
2170	0.6721	-0.0072	19.3
2171	0.6721	-0.0022	19.3
2172	0.6721	-0.0038	19.3
2173	0.6721	-0.0045	19.3
2174	0.6721	-0.0047	19.3
2175	0.6721	-0.0029	19.3
2176	0.6721	-0.0021	19.3
2177	0.6721	-0.0051	19.3
2178	0.672	-0.0074	19.3
2179	0.672	-0.0053	19.3
2180	0.672	-0.0019	19.3
2181	0.672	-0.0048	19.3
2182	0.672	-0.0057	19.3
2183	0.672	-0.0053	19.3
2184	0.672	-0.001	19.3
2185	0.6719	-0.0039	19.3
2186	0.672	-0.0026	19.3
2187	0.672	-0.0015	19.3
2188	0.6719	-0.0053	19.3
2189	0.6719	-0.0023	19.3
2190	0.6719	-0.0067	19.3
2191	0.6719	-0.0048	19.3
2192	0.6719	-0.0083	19.3
2193	0.6719	-0.0042	19.3
2194	0.6718	-0.0055	19.3
2195	0.6719	-0.0002	19.3
2196	0.6718	-0.0066	19.3
2197	0.6718	-0.0039	19.3
2198	0.6718	-0.0021	19.3
2199	0.6718	-0.0039	19.3
2200	0.6718	-0.0015	19.3
2201	0.6718	-0.0032	19.3
2202	0.6719	-0.002	19.3
2203	0.6718	-0.0028	19.3
2204	0.6718	-0.0042	19.3
2205	0.6718	-0.0028	19.3
2206	0.6717	-0.0029	19.3
2207	0.6718	-0.0015	19.3
2208	0.6717	-0.0056	19.3
2209	0.6718	-0.0007	19.3
2210	0.6717	-0.0033	19.3
2211	0.6718	-0.0009	19.3
2212	0.6717	-0.0085	19.3
2213	0.6717	-0.0073	19.3
2214	0.6717	-0.0024	19.3
2215	0.6717	-0.004	19.3
2216	0.6717	-0.0039	19.3
2217	0.6717	-0.0048	19.3
2218	0.6717	-0.0041	19.3
2219	0.6717	-0.0055	19.3
2220	0.6717	0.0009	19.3
2221	0.6717	-0.004	19.3
2222	0.6717	-0.0027	19.3
2223	0.6717	-0.0007	19.3
2224	0.6716	-0.0056	19.3
2225	0.6716	-0.0024	19.3
2226	0.6716	-0.0037	19.3
2227	0.6716	-0.0065	19.3
2228	0.6716	-0.0018	19.3
2229	0.6716	-0.0029	19.3
2230	0.6716	-0.0023	19.3
2231	0.6716	-0.0043	19.3
2232	0.6715	-0.005	19.3
2233	0.6716	-0.004	19.3
2234	0.6715	-0.0026	19.3
2235	0.6715	-0.0082	19.3
2236	0.6716	-0.0007	19.3
2237	0.6716	-0.0029	19.3
2238	0.6715	-0.0011	19.3
2239	0.6715	-0.0058	19.3
2240	0.6715	0.001	19.3
2241	0.6715	-0.0027	19.3
2242	0.6715	-0.0024	19.3
2243	0.6715	0.0001	19.3
2244	0.6715	-0.0053	19.3
2245	0.6715	-0.0003	19.3
2246	0.6715	-0.0028	19.3
2247	0.6715	-0.0012	19.3
2248	0.6715	-0.0035	19.3
2249	0.6715	-0.0032	19.3
2250	0.6715	-0.0029	19.3
2251	0.6715	-0.0031	19.3
2252	0.6715	-0.0034	19.3
2253	0.6715	0.0026	19.3
2254	0.6715	-0.0005	19.3
2255	0.6715	-0.0038	19.3
2256	0.6715	-0.0055	19.3
2257	0.6714	-0.0024	19.3
2258	0.6714	-0.0064	19.3
2259	0.6715	-0.0011	19.3
2260	0.6714	-0.0009	19.3
2261	0.6714	-0.0033	19.3
2262	0.6714	-0.0003	19.3
2263	0.6714	-0.0058	19.3
2264	0.6714	-0.0075	19.3
2265	0.6715	0.0006	19.3
2266	0.6714	-0.0076	19.3
2267	0.6714	-0.003	19.3
2268	0.6714	-0.0062	19.3
2269	0.6714	-0.0026	19.3
2270	0.6714	-0.005	19.3
2271	0.6714	-0.0048	19.3
2272	0.6713	-0.0042	19.3
2273	0.6713	-0.0034	19.3
2274	0.6713	-0.0055	19.3
2275	0.6714	-0.0023	19.3
2276	0.6714	-0.0012	19.3
2277	0.6713	0.0007	19.3
2278	0.6713	-0.007	19.3
2279	0.6713	-0.0065	19.3
2280	0.6713	-0.0038	19.3
2281	0.6714	0	19.3
2282	0.6714	0.0021	19.3
2283	0.6713	-0.0036	19.3
2284	0.6714	-0.0019	19.3
2285	0.6713	-0.0086	19.3
2286	0.6713	-0.0035	19.3
2287	0.6714	0.0013	19.3
2288	0.6713	-0.0061	19.3
2289	0.6713	-0.0066	19.3
2290	0.6713	-0.0004	19.3
2291	0.6713	-0.0041	19.3
2292	0.6713	-0.0044	19.3
2293	0.6713	-0.0042	19.3
2294	0.6713	-0.0043	19.3
2295	0.6713	-0.0047	19.3
2296	0.6713	-0.0024	19.3
2297	0.6712	-0.0083	19.3
2298	0.6712	-0.0044	19.3
2299	0.6713	-0.0039	19.3
2300	0.6713	-0.0022	19.3
2301	0.6712	-0.0054	19.3
2302	0.6713	-0.0002	19.3
2303	0.6712	-0.0049	19.3
2304	0.6712	-0.0027	19.3
2305	0.6713	-0.0031	19.3
2306	0.6712	-0.0061	19.3
2307	0.6712	-0.0021	19.3
2308	0.6713	-0.0018	19.3
2309	0.6713	-0.0023	19.3
2310	0.6712	-0.0026	19.3
2311	0.6712	-0.0043	19.3
2312	0.6712	-0.0015	19.3
2313	0.6712	-0.0034	19.3
2314	0.6712	-0.0054	19.3
2315	0.6712	-0.0007	19.3
2316	0.6712	0.0016	19.3
2317	0.6712	-0.0042	19.3
2318	0.6712	-0.0004	19.3
2319	0.6712	-0.006	19.3
2320	0.6712	-0.0046	19.3
2321	0.6712	-0.0032	19.3
2322	0.6712	-0.0048	19.3
2323	0.6712	-0.0019	19.3
2324	0.6712	-0.0042	19.3
2325	0.6712	-0.0027	19.3
2326	0.6712	-0.0007	19.3
2327	0.6712	-0.0038	19.3
2328	0.6712	-0.0037	19.3
2329	0.6712	-0.0066	19.3
2330	0.6712	-0.0022	19.3
2331	0.6712	-0.0056	19.3
2332	0.6712	-0.0012	19.3
2333	0.6712	-0.004	19.3
2334	0.6712	-0.0042	19.3
2335	0.6712	-0.0049	19.3
2336	0.6711	-0.0033	19.3
2337	0.6712	-0.0025	19.3
2338	0.6712	-0.0069	19.3
2339	0.6712	-0.0015	19.3
2340	0.6712	-0.0026	19.3
2341	0.6711	-0.0024	19.3
2342	0.6711	-0.0057	19.3
2343	0.6712	-0.0039	19.3
2344	0.6711	-0.0071	19.3
2345	0.6711	-0.0049	19.3
2346	0.6712	-0.0022	19.3
2347	0.6711	-0.0008	19.3
2348	0.6711	-0.0061	19.3
2349	0.6712	-0.0032	19.3
2350	0.6712	-0.0054	19.3
2351	0.6712	-0.0044	19.3
2352	0.6711	-0.0014	19.3
2353	0.6711	-0.0046	19.3
2354	0.6711	-0.0056	19.3
2355	0.6711	-0.0019	19.3
2356	0.6711	-0.0056	19.3
2357	0.6711	-0.0022	19.3
2358	0.6711	-0.0039	19.3
2359	0.6711	-0.0036	19.3
2360	0.6712	-0.0061	19.3
2361	0.6712	-0.002	19.3
2362	0.6711	-0.0044	19.3
2363	0.6711	-0.0044	19.3
2364	0.6711	-0.0008	19.3
2365	0.6711	-0.0052	19.3
2366	0.6711	-0.0047	19.3
2367	0.6711	-0.005	19.3
2368	0.6711	-0.0036	19.3
2369	0.6712	-0.0014	19.3
2370	0.6711	-0.0024	19.3
2371	0.6711	-0.0025	19.3
2372	0.6711	-0.0046	19.3
2373	0.6711	-0.0012	19.3
2374	0.6711	-0.0047	19.3
2375	0.6711	-0.0018	19.3
2376	0.6711	-0.0073	19.3
2377	0.6711	-0.0022	19.3
2378	0.6711	0.0012	19.3
2379	0.6711	-0.0018	19.3
2380	0.6711	-0.0047	19.3
2381	0.6711	-0.004	19.3
2382	0.6711	-0.003	19.3
2383	0.6711	-0.0008	19.3
2384	0.6711	-0.0012	19.3
2385	0.6711	-0.0029	19.3
2386	0.6711	-0.0037	19.3
2387	0.6711	-0.0045	19.3
2388	0.6711	-0.0045	19.3
2389	0.6711	-0.0049	19.3
2390	0.671	-0.0064	19.3
2391	0.6711	-0.0033	19.3
2392	0.6711	-0.0039	19.3
2393	0.671	-0.0048	19.3
2394	0.6711	-0.0034	19.3
2395	0.6711	-0.0046	19.3
2396	0.6711	-0.0028	19.3
2397	0.6711	-0.0024	19.3
2398	0.6711	-0.0029	19.3
2399	0.6711	-0.007	19.3
2400	0.6711	-0.0044	19.3
2401	0.6711	-0.0039	19.3
2402	0.6711	-0.0019	19.3
2403	0.6711	-0.0022	19.3
2404	0.6711	-0.0013	19.3
2405	0.6711	0.0005	19.3
2406	0.6711	-0.0021	19.3
2407	0.6711	0.0002	19.3
2408	0.6711	-0.0009	19.3
2409	0.6711	-0.0034	19.3
2410	0.6711	-0.0046	19.3
2411	0.6711	-0.0056	19.3
2412	0.6711	-0.0018	19.3
2413	0.671	-0.0057	19.3
2414	0.6711	-0.0021	19.3
2415	0.6711	-0.0052	19.3
2416	0.6711	-0.0011	19.3
2417	0.6711	-0.0028	19.3
2418	0.6711	-0.0037	19.3
2419	0.671	-0.0042	19.3
2420	0.6711	-0.0019	19.3
2421	0.671	-0.003	19.3
2422	0.671	-0.0031	19.3
2423	0.6711	-0.0021	19.3
2424	0.671	-0.0052	19.3
2425	0.671	-0.0016	19.3
