Time	Cond		
842	0.6747	-0.0061	19.3
843	0.6747	-0.0051	19.3
844	0.6747	-0.0003	19.3
845	0.6747	-0.0051	19.3
846	0.6747	-0.0017	19.3
847	0.6747	-0.0055	19.3
848	0.6747	-0.003	19.3
849	0.6747	-0.0046	19.3
850	0.6747	-0.0031	19.3
851	0.6747	-0.0044	19.3
852	0.6747	-0.0029	19.3
853	0.6747	-0.007	19.3
854	0.6747	-0.002	19.3
855	0.6747	-0.0035	19.3
856	0.6747	-0.0062	19.3
857	0.6748	-0.003	19.3
858	0.6747	-0.0011	19.3
859	0.6747	-0.0071	19.3
860	0.6747	-0.0055	19.3
861	0.6747	-0.002	19.3
862	0.6746	-0.0072	19.3
863	0.6747	-0.0029	19.3
864	0.6747	-0.0063	19.3
865	0.6747	-0.0056	19.3
866	0.6747	-0.0043	19.3
867	0.6747	-0.0006	19.3
868	0.6747	-0.0043	19.3
869	0.6747	-0.0024	19.3
870	0.6747	-0.0027	19.3
871	0.6747	-0.003	19.3
872	0.6747	-0.0022	19.3
873	0.6747	-0.0032	19.3
874	0.6747	-0.0053	19.3
875	0.6747	-0.0009	19.3
876	0.6747	-0.0038	19.3
877	0.6747	-0.0019	19.3
878	0.6747	-0.0003	19.3
879	0.6747	0.0014	19.3
880	0.6747	-0.0021	19.3
881	0.6747	-0.0057	19.3
882	0.6747	-0.0084	19.3
883	0.6747	-0.0034	19.3
884	0.6746	-0.0021	19.3
885	0.6746	-0.0056	19.3
886	0.6746	-0.0038	19.3
887	0.6746	-0.0034	19.3
888	0.6747	-0.0029	19.3
889	0.6747	-0.0019	19.3
890	0.6746	-0.0056	19.3
891	0.6746	-0.0034	19.3
892	0.6746	-0.0037	19.3
893	0.6747	-0.002	19.3
894	0.6746	-0.0015	19.3
895	0.6746	-0.0061	19.3
896	0.6746	-0.0052	19.3
897	0.6746	-0.0025	19.3
898	0.6746	-0.0052	19.3
899	0.6746	-0.0041	19.3
900	0.6746	-0.0007	19.3
901	0.6746	-0.0036	19.3
902	0.6746	-0.0048	19.3
903	0.6746	-0.0024	19.3
904	0.6746	-0.0037	19.3
905	0.6746	-0.0006	19.3
906	0.6746	-0.0032	19.3
907	0.6746	-0.0054	19.3
908	0.6746	-0.003	19.3
909	0.6746	-0.0028	19.3
910	0.6746	-0.0049	19.3
911	0.6746	-0.0038	19.3
912	0.6745	-0.0066	19.3
913	0.6746	-0.0019	19.3
914	0.6746	-0.0028	19.3
915	0.6746	-0.0015	19.3
916	0.6746	-0.0028	19.3
917	0.6745	-0.0048	19.3
918	0.6745	-0.0021	19.3
919	0.6746	-0.0048	19.3
920	0.6746	-0.0039	19.3
921	0.6745	-0.003	19.3
922	0.6746	-0.003	19.3
923	0.6746	0.0019	19.3
924	0.6745	-0.0034	19.3
925	0.6746	-0.0025	19.3
926	0.6746	-0.0067	19.3
927	0.6745	-0.0043	19.3
928	0.6745	-0.0022	19.3
929	0.6745	-0.0062	19.3
930	0.6745	-0.0007	19.3
931	0.6745	-0.0035	19.3
932	0.6745	-0.0054	19.3
933	0.6745	-0.0064	19.3
934	0.6745	-0.0024	19.3
935	0.6744	-0.0071	19.3
936	0.6745	-0.0039	19.3
937	0.6745	-0.0069	19.3
938	0.6744	-0.006	19.3
939	0.6745	-0.0029	19.3
940	0.6744	-0.0064	19.3
941	0.6745	0.0003	19.3
942	0.6745	-0.0041	19.3
943	0.6744	-0.0055	19.3
944	0.6744	-0.0023	19.3
945	0.6745	-0.0041	19.3
946	0.6745	-0.0034	19.3
947	0.6745	-0.0014	19.3
948	0.6745	-0.0043	19.3
949	0.6745	0.0041	19.3
950	0.6744	-0.0048	19.3
951	0.6745	-0.0024	19.3
952	0.6745	-0.0027	19.3
953	0.6745	-0.0039	19.3
954	0.6745	-0.0017	19.3
955	0.6744	-0.0054	19.3
956	0.6745	-0.0047	19.3
957	0.6744	-0.0035	19.3
958	0.6744	-0.0031	19.3
959	0.6745	-0.0038	19.3
960	0.6744	-0.0037	19.3
961	0.6744	-0.006	19.3
962	0.6745	-0.0037	19.3
963	0.6745	-0.0015	19.3
964	0.6744	-0.0077	19.3
965	0.6744	-0.0015	19.3
966	0.6744	-0.0056	19.3
967	0.6744	-0.0039	19.3
968	0.6744	-0.0025	19.3
969	0.6744	-0.0036	19.3
970	0.6744	-0.0034	19.3
971	0.6744	-0.0034	19.3
972	0.6744	-0.0042	19.3
973	0.6744	-0.0046	19.3
974	0.6744	-0.0033	19.3
975	0.6744	-0.0021	19.3
976	0.6744	-0.0012	19.3
977	0.6744	-0.0045	19.3
978	0.6744	-0.0008	19.3
979	0.6744	-0.0014	19.3
980	0.6744	-0.0014	19.3
981	0.6744	-0.0085	19.3
982	0.6744	-0.0056	19.3
983	0.6744	-0.0003	19.3
984	0.6744	-0.0043	19.3
985	0.6743	-0.0032	19.3
986	0.6744	-0.0017	19.3
987	0.6744	-0.0012	19.3
988	0.6743	-0.0024	19.3
989	0.6744	-0.0042	19.3
990	0.6744	-0.0032	19.3
991	0.6743	-0.0051	19.3
992	0.6743	-0.0041	19.3
993	0.6743	-0.0072	19.3
994	0.6743	-0.0054	19.3
995	0.6743	-0.003	19.3
996	0.6744	-0.002	19.3
997	0.6743	-0.0019	19.3
998	0.6743	-0.0031	19.3
999	0.6743	-0.0043	19.3
1000	0.6743	-0.0044	19.3
1001	0.6743	-0.0032	19.3
1002	0.6743	-0.0036	19.3
1003	0.6742	-0.0072	19.3
1004	0.6743	-0.0027	19.3
1005	0.6743	-0.0005	19.3
1006	0.6743	-0.0014	19.3
1007	0.6742	-0.0061	19.3
1008	0.6742	-0.0066	19.3
1009	0.6743	-0.0049	19.3
1010	0.6743	-0.0038	19.3
1011	0.6743	-0.0039	19.3
1012	0.6742	-0.0025	19.3
1013	0.6743	-0.0037	19.3
1014	0.6743	-0.0046	19.3
1015	0.6743	-0.004	19.3
1016	0.6743	-0.0026	19.3
1017	0.6742	-0.0066	19.3
1018	0.6743	-0.0042	19.3
1019	0.6743	-0.0026	19.3
1020	0.6743	-0.0004	19.3
1021	0.6742	-0.0032	19.3
1022	0.6743	-0.0027	19.3
1023	0.6742	-0.0051	19.3
1024	0.6742	-0.003	19.3
1025	0.6742	-0.0049	19.3
1026	0.6742	-0.0015	19.3
1027	0.6742	-0.0032	19.3
1028	0.6742	-0.0062	19.3
1029	0.6742	0.0006	19.3
1030	0.6742	-0.0072	19.3
1031	0.6742	-0.0036	19.3
1032	0.6742	-0.0003	19.3
1033	0.6742	-0.0073	19.3
1034	0.6742	-0.0056	19.3
1035	0.6742	-0.0012	19.3
1036	0.6741	-0.0031	19.3
1037	0.6742	-0.0034	19.3
1038	0.6741	-0.0086	19.3
1039	0.6742	-0.0043	19.3
1040	0.6742	-0.0051	19.3
1041	0.6742	-0.0058	19.3
1042	0.6742	-0.0016	19.3
1043	0.6742	-0.0013	19.3
1044	0.6741	-0.0053	19.3
1045	0.6741	-0.0016	19.3
1046	0.6742	-0.0011	19.3
1047	0.6742	-0.0028	19.3
1048	0.6741	-0.0064	19.3
1049	0.6741	-0.0028	19.3
1050	0.6741	-0.0058	19.3
1051	0.6741	-0.0025	19.3
1052	0.6741	-0.0022	19.3
1053	0.6741	-0.0064	19.3
1054	0.6741	-0.0042	19.3
1055	0.6741	-0.0052	19.3
1056	0.6741	-0.0031	19.3
1057	0.6741	-0.0049	19.3
1058	0.6741	-0.0007	19.3
1059	0.6741	-0.0025	19.3
1060	0.6741	-0.0038	19.3
1061	0.674	-0.007	19.3
1062	0.674	-0.0049	19.3
1063	0.6741	-0.004	19.3
1064	0.674	-0.0076	19.3
1065	0.6741	-0.005	19.3
1066	0.674	-0.0029	19.3
1067	0.674	-0.002	19.3
1068	0.6741	-0.0038	19.3
1069	0.6741	-0.0028	19.3
1070	0.674	-0.0016	19.3
1071	0.674	-0.0021	19.3
1072	0.674	-0.0014	19.3
1073	0.674	-0.0036	19.3
1074	0.6741	-0.0008	19.3
1075	0.674	-0.005	19.3
1076	0.6741	-0.0035	19.3
1077	0.674	-0.0043	19.3
1078	0.674	-0.004	19.3
1079	0.674	-0.0045	19.3
1080	0.674	-0.0026	19.3
1081	0.674	-0.005	19.3
1082	0.674	-0.0015	19.3
1083	0.674	-0.0039	19.3
1084	0.674	-0.0042	19.3
1085	0.674	-0.002	19.3
1086	0.674	-0.0026	19.3
1087	0.6739	-0.0047	19.3
1088	0.6739	-0.0026	19.3
1089	0.6739	-0.0028	19.3
1090	0.6739	-0.0066	19.3
1091	0.6739	-0.0043	19.3
1092	0.6739	-0.0037	19.3
1093	0.6739	-0.0043	19.3
1094	0.674	-0.0037	19.3
1095	0.674	-0.003	19.3
1096	0.674	-0.0043	19.3
1097	0.674	-0.0002	19.3
1098	0.6739	-0.0062	19.3
1099	0.674	0.0008	19.3
1100	0.674	-0.0025	19.3
1101	0.6739	-0.0058	19.3
1102	0.6739	-0.0064	19.3
1103	0.6739	-0.0039	19.3
1104	0.6738	-0.0085	19.3
1105	0.6739	-0.0044	19.3
1106	0.6739	-0.0034	19.3
1107	0.6739	-0.0031	19.3
1108	0.6739	-0.005	19.3
1109	0.6739	-0.0008	19.3
1110	0.6739	-0.0033	19.3
1111	0.6739	-0.0005	19.3
1112	0.6739	-0.0054	19.3
1113	0.6739	-0.003	19.3
1114	0.6739	-0.0023	19.3
1115	0.6739	-0.0028	19.3
1116	0.6738	-0.0048	19.3
1117	0.6738	-0.002	19.3
1118	0.6738	-0.0078	19.3
1119	0.6738	-0.0006	19.3
1120	0.6739	-0.0021	19.3
1121	0.6738	-0.0074	19.3
1122	0.6739	0.0017	19.3
1123	0.6738	-0.0012	19.3
1124	0.6738	-0.0064	19.3
1125	0.6738	-0.0042	19.3
1126	0.6738	-0.0047	19.3
1127	0.6738	-0.0046	19.3
1128	0.6738	-0.004	19.3
1129	0.6738	-0.0044	19.3
1130	0.6738	-0.0029	19.3
1131	0.6738	-0.0029	19.3
1132	0.6737	-0.0059	19.3
1133	0.6738	-0.0056	19.3
1134	0.6738	0.0002	19.3
1135	0.6737	-0.0034	19.3
1136	0.6738	-0.005	19.3
1137	0.6737	-0.006	19.3
1138	0.6738	-0.0036	19.3
1139	0.6738	-0.0016	19.3
1140	0.6737	-0.0022	19.3
1141	0.6737	-0.004	19.3
1142	0.6737	-0.003	19.3
1143	0.6737	-0.0052	19.3
1144	0.6737	-0.0035	19.3
1145	0.6738	0.0018	19.3
1146	0.6737	-0.0043	19.3
1147	0.6738	-0.0012	19.3
1148	0.6738	-0.0007	19.3
1149	0.6737	-0.0033	19.3
1150	0.6737	-0.0047	19.3
1151	0.6736	-0.0071	19.3
1152	0.6737	-0.0059	19.3
1153	0.6737	-0.0034	19.3
1154	0.6737	-0.0031	19.3
1155	0.6737	-0.0049	19.3
1156	0.6737	-0.0027	19.3
1157	0.6736	-0.0058	19.3
1158	0.6737	0.0002	19.3
1159	0.6737	-0.0036	19.3
1160	0.6736	-0.0065	19.3
1161	0.6737	0.0004	19.3
1162	0.6737	-0.0057	19.3
1163	0.6736	-0.0054	19.3
1164	0.6737	-0.0085	19.3
1165	0.6737	-0.0002	19.3
1166	0.6737	-0.0023	19.3
1167	0.6737	-0.0018	19.3
1168	0.6736	-0.0018	19.3
1169	0.6737	-0.0041	19.3
1170	0.6737	-0.0048	19.3
1171	0.6737	-0.0029	19.3
1172	0.6737	-0.0069	19.3
1173	0.6737	-0.0007	19.3
1174	0.6736	-0.0027	19.3
1175	0.6736	-0.006	19.3
1176	0.6736	-0.0027	19.3
1177	0.6736	-0.0053	19.3
1178	0.6736	-0.0012	19.3
1179	0.6736	-0.0015	19.3
1180	0.6736	-0.0067	19.3
1181	0.6736	-0.0044	19.3
1182	0.6736	-0.0027	19.3
1183	0.6736	-0.0016	19.3
1184	0.6737	-0.0016	19.3
1185	0.6737	-0.0007	19.3
1186	0.6737	-0.005	19.3
1187	0.6736	-0.002	19.3
1188	0.6736	-0.0076	19.3
1189	0.6736	-0.0033	19.3
1190	0.6736	-0.0027	19.3
1191	0.6736	0.0004	19.3
1192	0.6736	-0.0037	19.3
1193	0.6736	-0.0033	19.3
1194	0.6736	-0.0018	19.3
1195	0.6736	-0.0015	19.3
1196	0.6736	-0.0044	19.3
1197	0.6736	-0.0044	19.3
1198	0.6736	-0.0036	19.3
1199	0.6736	-0.0027	19.3
1200	0.6736	-0.0042	19.3
1201	0.6736	-0.0015	19.3
1202	0.6736	-0.0043	19.3
1203	0.6736	-0.0041	19.3
1204	0.6735	-0.0035	19.3
1205	0.6735	-0.0064	19.3
1206	0.6736	-0.0025	19.3
1207	0.6736	-0.0026	19.3
1208	0.6736	-0.0028	19.3
1209	0.6736	-0.0045	19.3
1210	0.6736	-0.0037	19.3
1211	0.6736	-0.0056	19.3
1212	0.6736	-0.0017	19.3
1213	0.6736	-0.0049	19.3
1214	0.6735	-0.0017	19.3
1215	0.6736	-0.004	19.3
1216	0.6736	-0.0026	19.3
1217	0.6736	-0.0046	19.3
1218	0.6736	-0.0026	19.3
1219	0.6735	-0.006	19.3
1220	0.6736	-0.0033	19.3
1221	0.6736	-0.0006	19.3
1222	0.6735	-0.0054	19.3
1223	0.6735	-0.0045	19.3
1224	0.6736	-0.0012	19.3
1225	0.6735	-0.0044	19.3
1226	0.6735	-0.0026	19.3
1227	0.6736	-0.0018	19.3
1228	0.6736	-0.0035	19.3
1229	0.6736	0.0001	19.3
1230	0.6735	-0.002	19.3
1231	0.6735	-0.003	19.3
1232	0.6735	-0.0034	19.3
1233	0.6734	-0.006	19.3
1234	0.6735	-0.0038	19.3
1235	0.6735	-0.0044	19.3
1236	0.6735	-0.0053	19.3
1237	0.6735	-0.0033	19.3
1238	0.6735	-0.0005	19.3
1239	0.6735	-0.0008	19.3
1240	0.6735	-0.001	19.3
1241	0.6734	-0.0067	19.3
1242	0.6735	-0.0044	19.3
1243	0.6735	-0.0021	19.3
1244	0.6734	-0.0048	19.3
1245	0.6734	-0.0051	19.3
1246	0.6734	-0.0053	19.3
1247	0.6734	-0.0029	19.3
1248	0.6734	-0.003	19.3
1249	0.6735	-0.0025	19.3
1250	0.6735	-0.0035	19.3
1251	0.6734	-0.0049	19.3
1252	0.6734	-0.0045	19.3
1253	0.6734	-0.0091	19.3
1254	0.6734	-0.0012	19.3
1255	0.6734	-0.0063	19.3
1256	0.6734	-0.0056	19.3
1257	0.6734	-0.0036	19.3
1258	0.6734	-0.006	19.3
1259	0.6735	-0.0023	19.3
1260	0.6734	-0.0044	19.3
1261	0.6735	-0.0019	19.3
1262	0.6734	-0.0079	19.3
1263	0.6734	-0.0017	19.3
1264	0.6734	-0.0031	19.3
1265	0.6735	-0.0032	19.3
1266	0.6734	-0.0019	19.3
1267	0.6734	-0.0053	19.3
1268	0.6735	-0.0021	19.3
1269	0.6734	-0.0022	19.3
1270	0.6734	-0.0039	19.3
1271	0.6734	-0.0021	19.3
1272	0.6734	-0.0059	19.3
1273	0.6734	-0.0032	19.3
1274	0.6734	-0.0031	19.3
1275	0.6733	-0.0043	19.3
1276	0.6734	-0.0037	19.3
1277	0.6733	-0.0054	19.3
1278	0.6733	-0.004	19.3
1279	0.6734	-0.0046	19.3
1280	0.6734	-0.0034	19.3
1281	0.6733	-0.0017	19.3
1282	0.6734	-0.0018	19.3
1283	0.6734	-0.0015	19.3
1284	0.6734	-0.0011	19.3
1285	0.6734	-0.0025	19.3
1286	0.6734	-0.0007	19.3
1287	0.6734	-0.0044	19.3
1288	0.6734	-0.0058	19.3
1289	0.6734	0.0007	19.3
1290	0.6733	-0.0065	19.3
1291	0.6734	-0.0048	19.3
1292	0.6734	-0.0036	19.3
1293	0.6733	-0.0066	19.3
1294	0.6733	-0.0035	19.3
1295	0.6733	-0.0038	19.3
1296	0.6733	-0.0049	19.3
1297	0.6733	-0.0029	19.3
1298	0.6733	-0.0023	19.3
1299	0.6733	-0.0039	19.3
1300	0.6733	-0.0017	19.3
1301	0.6733	-0.0042	19.3
1302	0.6733	-0.0044	19.3
1303	0.6733	-0.006	19.3
1304	0.6733	-0.0052	19.3
1305	0.6733	-0.0058	19.3
1306	0.6733	-0.0026	19.3
1307	0.6733	-0.0012	19.3
1308	0.6734	-0.0018	19.3
1309	0.6733	-0.0031	19.3
1310	0.6733	-0.0056	19.3
1311	0.6733	-0.0061	19.3
1312	0.6733	-0.0014	19.3
1313	0.6732	-0.0054	19.3
1314	0.6732	-0.0032	19.3
1315	0.6733	-0.0058	19.3
1316	0.6733	0.0005	19.3
1317	0.6732	-0.0051	19.3
1318	0.6732	-0.0025	19.3
1319	0.6732	-0.0063	19.3
1320	0.6733	-0.0037	19.3
1321	0.6733	-0.0038	19.3
1322	0.6733	-0.0009	19.3
1323	0.6732	-0.0068	19.3
1324	0.6733	-0.0015	19.3
1325	0.6732	-0.0053	19.3
1326	0.6732	-0.0022	19.3
1327	0.6733	-0.0004	19.3
1328	0.6732	-0.0053	19.3
1329	0.6732	-0.0062	19.3
1330	0.6732	-0.0001	19.3
1331	0.6732	-0.0038	19.3
1332	0.6732	-0.0047	19.3
1333	0.6732	-0.0025	19.3
1334	0.6733	0.0028	19.3
1335	0.6732	-0.0047	19.3
1336	0.6733	-0.0025	19.3
1337	0.6732	-0.0028	19.3
1338	0.6732	-0.0023	19.3
1339	0.6732	-0.0038	19.3
1340	0.6732	-0.0048	19.3
1341	0.6732	-0.0058	19.3
1342	0.6732	-0.0056	19.3
1343	0.6732	-0.0032	19.3
1344	0.6732	-0.0031	19.3
1345	0.6732	-0.0039	19.3
1346	0.6731	-0.0026	19.3
1347	0.6732	-0.0025	19.3
1348	0.6732	-0.002	19.3
1349	0.6731	-0.003	19.3
1350	0.6731	-0.0045	19.3
1351	0.6731	-0.0009	19.3
1352	0.6731	-0.0071	19.3
1353	0.6731	-0.0006	19.3
1354	0.6731	-0.0039	19.3
1355	0.6731	-0.0054	19.3
1356	0.6732	-0.0015	19.3
1357	0.6732	-0.0019	19.3
1358	0.6731	-0.0056	19.3
1359	0.6732	0.0001	19.3
1360	0.6731	-0.0047	19.3
1361	0.6731	-0.0018	19.3
1362	0.6731	-0.0027	19.3
1363	0.6731	-0.0027	19.3
1364	0.6731	-0.0028	19.3
1365	0.6731	0.0006	19.3
1366	0.6731	-0.0052	19.3
1367	0.6731	-0.0042	19.3
1368	0.6731	-0.0049	19.3
1369	0.673	-0.0078	19.3
1370	0.6731	-0.0033	19.3
1371	0.6731	-0.0009	19.3
1372	0.6731	0.0019	19.3
1373	0.6731	-0.0005	19.3
1374	0.6731	-0.0031	19.3
1375	0.673	-0.005	19.3
1376	0.6731	-0.0003	19.3
1377	0.6731	-0.0023	19.3
1378	0.6731	-0.0017	19.3
1379	0.6731	-0.0026	19.3
1380	0.6731	-0.0017	19.3
1381	0.673	-0.0036	19.3
1382	0.673	-0.0051	19.3
1383	0.6731	-0.0004	19.3
1384	0.6731	-0.0008	19.3
1385	0.673	-0.0067	19.3
1386	0.673	-0.0037	19.3
1387	0.6731	-0.0014	19.3
1388	0.673	-0.0038	19.3
1389	0.673	-0.0046	19.3
1390	0.673	-0.0066	19.3
1391	0.673	-0.0035	19.3
1392	0.673	-0.0069	19.3
1393	0.673	-0.001	19.3
1394	0.673	-0.0003	19.3
1395	0.6731	-0.0039	19.3
1396	0.673	-0.0025	19.3
1397	0.673	-0.0019	19.3
1398	0.6731	0.0012	19.3
1399	0.673	-0.0048	19.3
1400	0.673	-0.0046	19.3
1401	0.673	-0.0021	19.3
1402	0.673	-0.0043	19.3
1403	0.673	-0.0034	19.3
1404	0.673	-0.0004	19.3
1405	0.673	-0.0029	19.3
1406	0.6729	-0.0014	19.3
1407	0.673	-0.0046	19.3
1408	0.673	-0.0028	19.3
1409	0.6729	-0.0053	19.3
1410	0.673	-0.0024	19.3
1411	0.673	-0.0004	19.3
1412	0.673	0.0006	19.3
1413	0.673	-0.0051	19.3
1414	0.673	-0.0036	19.3
1415	0.673	-0.0031	19.3
1416	0.673	-0.0061	19.3
1417	0.673	-0.0046	19.3
1418	0.673	-0.0068	19.3
1419	0.673	-0.0051	19.3
1420	0.673	-0.0024	19.3
1421	0.6729	-0.0026	19.3
1422	0.673	-0.0043	19.3
1423	0.673	-0.0056	19.3
1424	0.673	-0.0023	19.3
1425	0.6729	-0.0038	19.3
1426	0.673	-0.0032	19.3
1427	0.6729	-0.0051	19.3
1428	0.6729	-0.0026	19.3
1429	0.6729	-0.0032	19.3
1430	0.6729	-0.006	19.3
1431	0.6729	-0.0039	19.3
1432	0.6729	-0.0031	19.3
1433	0.6729	-0.0037	19.3
1434	0.6729	-0.0042	19.3
1435	0.6729	-0.0023	19.3
1436	0.6729	-0.003	19.3
1437	0.6729	-0.0033	19.3
1438	0.6729	-0.0024	19.3
1439	0.6729	-0.0044	19.3
1440	0.6729	-0.0037	19.3
1441	0.6729	-0.0029	19.3
1442	0.6729	-0.0035	19.3
1443	0.6729	-0.0037	19.3
1444	0.6729	-0.0084	19.3
1445	0.6729	-0.003	19.3
1446	0.6729	-0.0017	19.3
1447	0.6728	-0.0055	19.3
1448	0.6728	-0.0086	19.3
1449	0.6729	-0.0059	19.3
1450	0.6729	-0.0051	19.3
1451	0.6728	-0.0021	19.3
1452	0.6729	-0.0043	19.3
1453	0.6729	-0.003	19.3
1454	0.6729	-0.0019	19.3
1455	0.6729	-0.0017	19.3
1456	0.6729	-0.005	19.3
1457	0.6729	-0.0045	19.3
1458	0.6729	-0.003	19.3
1459	0.6729	-0.0041	19.3
1460	0.6729	-0.002	19.3
1461	0.6728	-0.0045	19.3
1462	0.6728	-0.0058	19.3
1463	0.6728	-0.0051	19.3
1464	0.6728	-0.006	19.3
1465	0.6728	-0.0049	19.3
1466	0.6729	-0.0029	19.3
1467	0.6729	-0.0046	19.3
1468	0.6729	-0.005	19.3
1469	0.6728	-0.0004	19.3
1470	0.6729	-0.0007	19.3
1471	0.6729	0.0002	19.3
1472	0.6729	-0.0056	19.3
1473	0.6728	-0.0026	19.3
1474	0.6728	-0.0046	19.3
1475	0.6728	-0.0029	19.3
1476	0.6729	-0.0014	19.3
1477	0.6728	-0.0037	19.3
1478	0.6728	-0.0006	19.3
1479	0.6728	-0.0009	19.3
1480	0.6729	-0.0012	19.3
1481	0.6728	-0.0052	19.3
1482	0.6729	-0.0015	19.3
1483	0.6728	-0.0021	19.3
1484	0.6728	-0.0041	19.3
1485	0.6728	-0.0002	19.3
1486	0.6728	-0.0054	19.3
1487	0.6727	-0.0055	19.3
1488	0.6728	-0.0017	19.3
1489	0.6728	-0.0007	19.3
1490	0.6727	-0.0076	19.3
1491	0.6728	-0.0009	19.3
1492	0.6728	-0.006	19.3
1493	0.6728	-0.001	19.3
1494	0.6728	-0.0018	19.3
1495	0.6727	-0.0038	19.3
1496	0.6728	-0.0045	19.3
1497	0.6727	-0.0067	19.3
1498	0.6728	-0.0029	19.3
1499	0.6727	-0.003	19.3
1500	0.6727	-0.0025	19.3
1501	0.6727	-0.0029	19.3
1502	0.6727	-0.0067	19.3
1503	0.6728	-0.0024	19.3
1504	0.6727	-0.0022	19.3
1505	0.6727	-0.0066	19.3
1506	0.6727	-0.0016	19.3
1507	0.6728	-0.0062	19.3
1508	0.6727	-0.005	19.3
1509	0.6727	-0.0024	19.3
1510	0.6727	-0.0031	19.3
1511	0.6727	-0.003	19.3
1512	0.6727	-0.0051	19.3
1513	0.6727	-0.0078	19.3
1514	0.6727	-0.0009	19.3
1515	0.6727	-0.0056	19.3
1516	0.6727	0.0007	19.3
1517	0.6727	-0.0006	19.3
1518	0.6727	-0.0062	19.3
1519	0.6727	-0.0006	19.3
1520	0.6727	-0.0048	19.3
1521	0.6727	-0.0011	19.3
1522	0.6727	-0.0031	19.3
1523	0.6727	-0.0067	19.3
1524	0.6727	-0.0027	19.3
1525	0.6727	-0.0039	19.3
1526	0.6727	-0.0033	19.3
1527	0.6727	-0.0012	19.3
1528	0.6727	0.0011	19.3
1529	0.6727	-0.0041	19.3
1530	0.6727	-0.0022	19.3
1531	0.6727	-0.0035	19.3
1532	0.6727	-0.0044	19.3
1533	0.6727	-0.0021	19.3
1534	0.6726	-0.0044	19.3
1535	0.6727	-0.0013	19.3
1536	0.6727	-0.0039	19.3
1537	0.6726	-0.0063	19.3
1538	0.6726	-0.0072	19.3
1539	0.6726	-0.0062	19.3
1540	0.6727	-0.0042	19.3
1541	0.6727	-0.0004	19.3
1542	0.6727	-0.0033	19.3
1543	0.6727	-0.0024	19.3
1544	0.6727	-0.0018	19.3
1545	0.6726	-0.0034	19.3
1546	0.6726	-0.0052	19.3
1547	0.6726	-0.0022	19.3
1548	0.6726	-0.0049	19.3
1549	0.6726	-0.0045	19.3
1550	0.6726	-0.0029	19.3
1551	0.6726	-0.0011	19.3
1552	0.6726	-0.0058	19.3
1553	0.6726	-0.0012	19.3
1554	0.6726	-0.0031	19.3
1555	0.6726	-0.0017	19.3
1556	0.6726	-0.0009	19.3
1557	0.6726	-0.0043	19.3
1558	0.6726	-0.0031	19.3
1559	0.6726	-0.0051	19.3
1560	0.6726	-0.004	19.3
1561	0.6726	0	19.3
1562	0.6726	-0.0069	19.3
1563	0.6726	-0.0006	19.3
1564	0.6725	-0.0069	19.3
1565	0.6726	0	19.3
1566	0.6726	-0.0058	19.3
1567	0.6726	0.0004	19.3
1568	0.6726	-0.0052	19.3
1569	0.6726	-0.0038	19.3
1570	0.6726	-0.0053	19.3
1571	0.6726	-0.0039	19.3
1572	0.6726	-0.0029	19.3
1573	0.6726	-0.0012	19.3
1574	0.6726	-0.005	19.3
1575	0.6726	-0.007	19.3
1576	0.6726	-0.0014	19.3
1577	0.6725	-0.0038	19.3
1578	0.6725	-0.0026	19.3
1579	0.6726	0	19.3
1580	0.6725	-0.004	19.3
1581	0.6726	-0.0011	19.3
1582	0.6726	-0.0044	19.3
1583	0.6726	-0.0034	19.3
1584	0.6726	-0.0048	19.3
1585	0.6725	-0.0063	19.3
1586	0.6725	-0.005	19.3
1587	0.6725	-0.0028	19.3
1588	0.6725	-0.0052	19.3
1589	0.6725	-0.006	19.3
1590	0.6725	0.0005	19.3
1591	0.6725	-0.0039	19.3
1592	0.6725	-0.0012	19.3
1593	0.6725	-0.0061	19.3
1594	0.6725	-0.0036	19.3
1595	0.6725	-0.0034	19.3
1596	0.6725	-0.004	19.3
1597	0.6725	-0.0049	19.3
1598	0.6725	-0.0035	19.3
1599	0.6725	-0.0053	19.3
1600	0.6725	-0.0033	19.3
1601	0.6726	0.0014	19.3
1602	0.6725	-0.004	19.3
1603	0.6725	-0.0023	19.3
1604	0.6725	-0.0022	19.3
1605	0.6725	-0.0044	19.3
1606	0.6725	0.0013	19.3
1607	0.6725	-0.0044	19.3
1608	0.6725	-0.0014	19.3
1609	0.6725	-0.0011	19.3
1610	0.6725	-0.0017	19.3
1611	0.6725	-0.0063	19.3
1612	0.6725	-0.0037	19.3
1613	0.6725	-0.0012	19.3
1614	0.6725	-0.0042	19.3
1615	0.6725	-0.0048	19.3
1616	0.6725	-0.0039	19.3
1617	0.6725	-0.0042	19.3
1618	0.6724	-0.0005	19.3
1619	0.6725	-0.0051	19.3
1620	0.6725	-0.0018	19.3
1621	0.6725	-0.0034	19.3
1622	0.6725	-0.0017	19.3
1623	0.6725	-0.0009	19.3
1624	0.6724	-0.0044	19.3
1625	0.6725	-0.0031	19.3
1626	0.6725	-0.0014	19.3
1627	0.6725	-0.0001	19.3
1628	0.6725	-0.0014	19.3
1629	0.6725	-0.001	19.3
1630	0.6725	-0.0035	19.3
1631	0.6725	0.0002	19.3
1632	0.6724	-0.0045	19.3
1633	0.6725	-0.0015	19.3
1634	0.6725	-0.0034	19.3
1635	0.6725	-0.005	19.3
1636	0.6724	-0.0077	19.3
1637	0.6725	-0.0048	19.3
