Time		pH		Temp/°C		Cond/µS		ml/min		Cell Voltage
673		5.62		21.0		-5012		0		-0.010
674		5.63		21.0		-5012		0		0.010
675		5.63		21.0		-5012		0		-0.015
676		5.62		21.0		-5012		0		0.000
677		5.63		21.0		-5000		0		-0.029
678		5.62		21.0		-5012		0		-0.039
679		5.62		21.0		-5000		0		-0.029
680		5.62		21.0		-5012		0		-0.059
681		5.62		21.0		-5000		0		-0.044
682		5.62		21.0		-4987		0		-0.054
683		5.62		21.1		-5000		0		-0.083
684		5.62		21.0		-5012		0		-0.073
685		5.62		21.0		-4987		0		-0.034
686		5.62		20.9		-5024		0		-0.083
687		5.61		21.0		-5012		0		-0.073
688		5.61		21.0		-5012		0		-0.059
689		5.62		21.0		-5000		0		-0.107
690		5.62		21.0		-5024		0		-0.063
691		5.62		21.0		-4987		0		-0.063
692		5.62		21.0		-4987		0		-0.088
693		5.61		21.0		-5000		0		-0.088
694		5.61		21.0		-5012		0		-0.098
695		5.62		21.0		-5012		0		-0.088
696		5.62		21.0		-5000		0		-0.146
697		5.62		21.0		-5012		0		-0.103
698		5.62		21.0		-5000		0		-0.103
699		5.60		21.0		-5012		0		-0.107
700		5.61		21.0		-5012		0		-0.142
701		5.62		21.0		-5012		0		-0.107
702		5.61		21.0		-5024		0		-0.103
703		5.60		21.0		-5000		0		-0.098
704		5.60		21.0		-5012		0		-0.107
705		5.60		21.0		-5012		0		-0.098
706		5.60		21.0		-5012		0		-0.103
707		5.60		21.0		-5000		0		-0.112
708		5.60		21.0		-5000		0		-0.098
709		5.60		21.0		-5012		0		-0.098
710		5.60		21.0		-4987		0		-0.083
711		5.60		21.0		-5012		0		-0.107
712		5.60		20.9		-5012		0		-0.107
713		5.60		21.0		-5024		0		-0.103
714		5.60		21.0		-5000		0		-0.107
715		5.60		21.0		-5024		0		-0.107
716		5.60		21.0		-5000		0		-0.088
717		5.60		21.0		-5012		0		-0.098
718		5.60		21.0		-5024		0		-0.107
719		5.59		21.0		-5012		0		-0.122
720		5.58		21.0		-5012		0		-0.112
721		5.59		20.9		-5024		0		-0.112
722		5.59		21.0		-5012		0		-0.112
723		5.58		21.0		-5012		0		-0.132
724		5.59		21.0		-5012		0		-0.112
725		5.58		21.0		-5000		0		-0.156
726		5.59		21.0		-5012		0		-0.122
727		5.59		21.0		-5024		0		-0.103
728		5.58		21.0		-5000		0		-0.132
729		5.58		21.0		-5012		0		-0.122
730		5.59		21.0		-5000		0		-0.132
731		5.57		21.0		-5012		0		-0.142
732		5.58		21.0		-5024		0		-0.132
733		5.59		21.0		-5024		0		-0.127
734		5.60		21.0		-5000		0		-0.132
735		5.58		21.0		-5000		0		-0.151
736		5.57		21.0		-5012		0		-0.156
737		5.59		21.0		-5024		0		-0.137
738		5.59		21.0		-5012		0		-0.151
739		5.58		21.0		-5012		0		-0.171
740		5.57		21.0		-5000		0		-0.146
741		5.58		21.0		-4987		0		-0.161
742		5.57		21.0		-5000		0		-0.161
743		5.56		21.0		-5000		0		-0.146
744		5.57		21.0		-5012		0		-0.156
745		5.58		21.0		-5000		0		-0.176
746		5.57		21.0		-5012		0		-0.156
747		5.57		21.0		-5000		0		-0.166
748		5.56		20.9		-5012		0		-0.151
749		5.56		21.0		-4987		0		-0.151
750		5.57		21.0		-5024		0		-0.161
751		5.56		21.0		-5024		0		-0.181
752		5.55		21.0		-5012		0		-0.146
753		5.56		21.0		-5000		0		-0.142
754		5.55		21.0		-5024		0		-0.166
755		5.55		21.0		-5012		0		-0.146
756		5.57		21.0		-5012		0		-0.146
757		5.56		21.0		-5012		0		-0.156
758		5.55		21.0		-5012		0		-0.132
759		5.55		21.0		-5012		0		-0.166
760		5.56		21.0		-5000		0		-0.142
761		5.55		21.0		-5024		0		-0.146
762		5.55		21.0		-5000		0		-0.142
763		5.55		21.0		-5000		0		-0.142
764		5.54		21.0		-5024		0		-0.112
765		5.54		21.0		-5024		0		-0.186
766		5.55		21.0		-5012		0		-0.146
767		5.54		20.9		-5000		0		-0.122
768		5.54		21.0		-5024		0		-0.122
769		5.54		21.0		-5036		0		-0.132
770		5.54		21.0		-5012		0		-0.112
771		5.55		21.0		-5012		0		-0.093
772		5.54		21.0		-5012		0		-0.103
773		5.53		21.0		-5012		0		-0.127
774		5.54		21.0		-5012		0		-0.103
775		5.53		21.0		-5012		0		-0.078
776		5.53		21.0		-5012		0		-0.112
777		5.51		21.0		-5000		0		-0.107
778		5.53		21.0		-5012		0		-0.078
779		5.53		21.0		-5000		0		-0.127
780		5.53		21.0		-4987		0		-0.078
781		5.54		21.0		-5012		0		-0.112
782		5.52		21.0		-5012		0		-0.083
783		5.51		21.0		-5012		0		-0.078
784		5.52		21.0		-5000		0		-0.098
785		5.52		21.0		-5000		0		-0.093
786		5.50		21.0		-5000		0		-0.039
787		5.52		21.0		-5000		0		-0.083
788		5.51		21.0		-5012		0		-0.068
789		5.52		21.0		-5012		0		-0.049
790		5.50		21.0		-4987		0		-0.044
791		5.51		21.0		-5000		0		-0.029
792		5.51		21.0		-5012		0		-0.020
793		5.50		21.0		-5012		0		-0.044
794		5.50		21.0		-5000		0		-0.044
795		5.50		21.0		-5000		0		-0.034
796		5.51		21.0		-5000		0		-0.024
797		5.49		21.0		-5024		0		-0.010
798		5.49		21.0		-5012		0		-0.029
799		5.51		21.0		-5012		0		-0.024
800		5.50		21.0		-5012		0		-0.020
801		5.50		21.0		-5012		0		0.020
802		5.49		21.0		-5012		0		0.005
803		5.49		21.0		-4987		0		0.010
804		5.49		20.9		-5012		0		0.000
805		5.49		21.0		-5000		0		0.020
806		5.49		20.9		-5012		0		0.044
807		5.48		21.0		-4987		0		0.034
808		5.49		20.9		-5012		0		0.044
809		5.49		21.0		-5000		0		0.020
810		5.49		21.0		-5000		0		0.039
811		5.49		20.9		-5012		0		0.024
812		5.49		20.9		-5012		0		0.054
813		5.48		21.0		-5012		0		0.044
814		5.48		21.0		-5000		0		0.020
815		5.49		21.0		-5012		0		0.029
816		5.49		21.0		-5000		0		-0.005
817		5.46		21.0		-5012		0		-0.015
818		5.46		20.9		-4987		0		-0.039
819		5.46		21.0		-5024		0		0.000
820		5.47		21.0		-5012		0		-0.015
821		5.46		21.0		-5000		0		0.005
822		5.46		20.9		-5000		0		-0.103
823		5.46		21.0		-5012		0		-0.044
824		5.46		21.0		-5000		0		-0.054
825		5.46		21.0		-5012		0		-0.063
826		5.46		21.0		-5012		0		-0.049
827		5.45		21.0		-5012		0		-0.112
828		5.46		21.0		-5000		0		-0.127
829		5.45		21.0		-5000		0		-0.103
830		5.45		20.9		-5000		0		-0.117
831		5.45		20.9		-5000		0		-0.137
832		5.45		21.0		-4987		0		-0.146
833		5.46		21.0		-5012		0		-0.142
834		5.45		21.0		-5012		0		-0.151
835		5.44		21.0		-5024		0		-0.142
836		5.44		21.0		-5000		0		-0.137
837		5.45		21.1		-4987		0		-0.151
838		5.45		21.0		-5012		0		-0.151
839		5.45		21.1		-5000		0		-0.142
840		5.45		21.1		-5000		0		-0.146
841		5.45		21.0		-5000		0		-0.146
842		5.45		21.0		-5012		0		-0.122
843		5.45		21.1		-5000		0		-0.142
844		5.43		21.0		-5012		0		-0.103
845		5.43		21.0		-5000		0		-0.103
846		5.44		21.0		-5024		0		-0.122
847		5.43		21.0		-4987		0		-0.103
848		5.43		21.0		-5000		0		-0.117
849		5.43		21.0		-5012		0		-0.107
850		5.42		21.0		-4987		0		-0.083
851		5.43		21.0		-5012		0		-0.107
852		5.43		21.0		-5012		0		-0.088
853		5.42		21.0		-5000		0		-0.059
854		5.43		21.1		-5012		0		-0.054
855		5.42		21.0		-5012		0		-0.049
856		5.42		21.0		-5012		0		-0.039
857		5.42		21.0		-5000		0		-0.063
858		5.42		21.1		-4987		0		-0.039
859		5.42		21.0		-5000		0		-0.034
860		5.41		21.0		-5000		0		-0.024
861		5.42		21.0		-5000		0		-0.010
862		5.42		21.0		-5012		0		0.020
863		5.42		21.0		-4987		0		-0.044
864		5.41		21.0		-5012		0		0.005
865		5.40		21.0		-5012		0		0.010
866		5.42		21.0		-5000		0		-0.010
867		5.41		21.0		-4987		0		0.010
868		5.40		21.0		-5012		0		-0.024
869		5.40		21.0		-5012		0		0.010
870		5.42		21.0		-5012		0		0.029
871		5.40		21.0		-5012		0		0.024
872		5.40		21.0		-4987		0		0.024
873		5.40		21.0		-5012		0		0.010
874		5.40		21.0		-5012		0		0.044
875		5.41		21.0		-5012		0		0.015
876		5.40		21.0		-5024		0		0.044
877		5.40		21.0		-5012		0		0.005
878		5.40		21.0		-5024		0		-0.010
879		5.40		21.0		-5000		0		0.024
880		5.40		21.0		-5000		0		0.054
881		5.40		21.1		-5012		0		0.034
882		5.39		21.0		-5000		0		0.024
883		5.40		21.0		-4987		0		0.029
884		5.39		21.0		-5000		0		0.020
885		5.40		21.0		-5024		0		0.000
886		5.40		21.0		-5000		0		0.029
887		5.40		21.0		-5012		0		0.024
888		5.39		21.0		-5000		0		0.049
889		5.40		21.0		-5012		0		0.039
890		5.38		21.0		-5000		0		0.024
891		5.39		21.0		-5012		0		0.039
892		5.39		21.0		-5000		0		0.010
893		5.39		21.0		-5012		0		0.029
894		5.38		21.0		-5012		0		0.029
895		5.38		21.0		-5012		0		-0.015
896		5.39		21.0		-5000		0		0.000
897		5.38		21.0		-5024		0		-0.015
898		5.38		21.0		-5012		0		-0.029
899		5.40		21.0		-5012		0		-0.020
900		5.40		21.0		-5000		0		-0.015
901		5.39		21.0		-5012		0		-0.034
902		5.38		21.0		-5000		0		-0.020
903		5.38		21.0		-5000		0		-0.029
904		5.38		21.0		-5012		0		-0.044
905		5.39		21.0		-5024		0		-0.029
906		5.38		21.0		-5000		0		-0.068
907		5.38		21.0		-5024		0		-0.034
908		5.37		21.0		-5012		0		-0.054
909		5.37		21.0		-5012		0		-0.073
910		5.38		21.0		-5000		0		-0.059
911		5.38		21.0		-5024		0		-0.103
912		5.38		21.1		-5024		0		-0.103
913		5.38		21.0		-5000		0		-0.078
914		5.38		21.0		-5000		0		-0.098
915		5.38		21.0		-5012		0		-0.098
916		5.38		21.0		-5012		0		-0.088
917		5.38		21.1		-5012		0		-0.103
918		5.37		21.0		-5000		0		-0.146
919		5.37		21.0		-5000		0		-0.117
920		5.37		21.0		-5000		0		-0.142
921		5.37		20.9		-5012		0		-0.098
922		5.38		21.0		-5012		0		-0.146
923		5.37		21.0		-5000		0		-0.132
924		5.38		21.1		-5024		0		-0.107
925		5.38		21.0		-4987		0		-0.107
926		5.37		21.0		-5000		0		-0.122
927		5.38		21.1		-5012		0		-0.132
928		5.37		21.0		-5012		0		-0.122
929		5.37		21.0		-5000		0		-0.127
930		5.36		21.0		-5024		0		-0.103
931		5.37		21.0		-5012		0		-0.107
932		5.37		21.0		-5012		0		-0.122
933		5.36		21.0		-5012		0		-0.107
934		5.38		21.1		-5012		0		-0.122
935		5.35		21.0		-5024		0		-0.107
936		5.36		21.0		-5012		0		-0.098
937		5.37		21.1		-4987		0		-0.098
938		5.36		21.1		-5000		0		-0.112
939		5.36		21.0		-5000		0		-0.117
940		5.37		21.0		-5012		0		-0.112
941		5.35		21.1		-5000		0		-0.093
942		5.35		21.0		-5036		0		-0.098
943		5.37		21.0		-5024		0		-0.127
944		5.35		21.0		-5024		0		-0.098
945		5.37		21.0		-4987		0		-0.117
946		5.37		21.0		-5012		0		-0.093
947		5.35		21.0		-5012		0		-0.073
948		5.36		21.0		-5024		0		-0.112
949		5.37		21.0		-5000		0		-0.103
950		5.36		21.0		-5012		0		-0.088
951		5.37		21.0		-5012		0		-0.112
952		5.37		21.0		-5012		0		-0.093
953		5.36		21.0		-5012		0		-0.132
954		5.36		21.0		-5012		0		-0.132
955		5.36		21.0		-5012		0		-0.127
956		5.36		21.0		-4987		0		-0.132
957		5.37		21.0		-5012		0		-0.137
958		5.35		21.0		-5024		0		-0.132
959		5.36		21.0		-5012		0		-0.132
960		5.35		21.0		-5000		0		-0.142
961		5.37		21.0		-5012		0		-0.142
962		5.35		21.0		-5012		0		-0.186
963		5.35		21.0		-5012		0		-0.156
964		5.36		21.1		-5000		0		-0.181
965		5.35		21.0		-5012		0		-0.161
966		5.35		21.0		-5012		0		-0.166
967		5.36		21.0		-5000		0		-0.161
968		5.35		21.0		-5000		0		-0.146
969		5.36		21.0		-5000		0		-0.151
970		5.35		21.0		-4987		0		-0.146
971		5.35		21.0		-5000		0		-0.103
972		5.35		21.0		-5012		0		-0.146
973		5.35		21.0		-5024		0		-0.132
974		5.35		21.0		-5024		0		-0.107
975		5.35		21.0		-5012		0		-0.151
976		5.35		21.0		-4987		0		-0.117
977		5.36		21.0		-5024		0		-0.103
978		5.35		21.0		-5000		0		-0.146
979		5.35		21.0		-5024		0		-0.112
980		5.34		21.1		-5012		0		-0.103
981		5.36		21.0		-5000		0		-0.103
982		5.37		21.0		-5024		0		-0.103
983		5.35		21.0		-5012		0		-0.122
984		5.35		21.0		-5012		0		-0.107
985		5.35		21.0		-5012		0		-0.059
986		5.35		21.0		-5012		0		-0.088
987		5.35		21.0		-5000		0		-0.073
988		5.35		21.0		-4987		0		-0.054
989		5.35		21.0		-4987		0		-0.073
990		5.35		21.0		-4987		0		-0.054
991		5.35		21.0		-5012		0		-0.039
992		5.35		21.0		-5000		0		-0.049
993		5.35		21.0		-5012		0		-0.010
994		5.35		21.1		-4987		0		-0.049
995		5.35		21.0		-5000		0		-0.029
996		5.35		21.0		-5000		0		0.005
997		5.35		21.0		-5000		0		-0.015
998		5.36		21.1		-5000		0		0.010
999		5.35		21.1		-5000		0		0.000
1000		5.35		21.1		-5012		0		-0.029
1001		5.35		21.1		-4987		0		0.015
1002		5.35		21.0		-5012		0		0.024
1003		5.35		21.1		-4987		0		0.024
1004		5.35		21.0		-5012		0		0.029
1005		5.35		21.0		-5000		0		0.034
1006		5.34		21.0		-5012		0		0.029
1007		5.35		21.1		-4987		0		0.044
1008		5.34		21.0		-5024		0		0.039
1009		5.35		21.0		-4987		0		0.034
1010		5.35		21.0		-5012		0		0.000
1011		5.34		21.0		-5012		0		0.015
1012		5.35		21.1		-5012		0		0.029
1013		5.35		21.0		-5012		0		-0.010
1014		5.35		21.0		-5000		0		0.029
1015		5.35		21.0		-5000		0		-0.010
1016		5.34		21.0		-5000		0		-0.024
1017		5.35		21.0		-5012		0		-0.029
1018		5.35		21.0		-5000		0		-0.059
1019		5.35		21.0		-5012		0		-0.024
1020		5.34		21.0		-5024		0		-0.068
1021		5.35		21.1		-5012		0		-0.063
1022		5.35		21.0		-5012		0		-0.088
1023		5.35		21.0		-5012		0		-0.107
1024		5.35		21.0		-5012		0		-0.142
1025		5.35		21.0		-5012		0		-0.107
1026		5.34		21.0		-5024		0		-0.127
1027		5.34		21.0		-5000		0		-0.151
1028		5.34		21.0		-5012		0		-0.132
1029		5.35		21.1		-5012		0		-0.146
1030		5.34		21.1		-5012		0		-0.151
1031		5.35		21.0		-5012		0		-0.146
1032		5.34		21.0		-5012		0		-0.166
1033		5.35		21.0		-4987		0		-0.137
1034		5.34		21.0		-5012		0		-0.176
1035		5.35		21.0		-5000		0		-0.166
1036		5.36		21.0		-5024		0		-0.161
1037		5.34		21.0		-5012		0		-0.171
1038		5.34		21.0		-5000		0		-0.132
1039		5.35		21.0		-5012		0		-0.137
1040		5.34		21.0		-5012		0		-0.137
1041		5.34		21.0		-5000		0		-0.137
1042		5.35		21.0		-5000		0		-0.156
1043		5.35		21.0		-4987		0		-0.107
1044		5.35		21.0		-5012		0		-0.112
1045		5.35		21.0		-5024		0		-0.132
1046		5.34		21.0		-5000		0		-0.098
1047		5.34		21.1		-5000		0		-0.117
1048		5.35		21.0		-5012		0		-0.103
1049		5.34		21.0		-5012		0		-0.112
1050		5.35		21.0		-5024		0		-0.117
1051		5.34		21.0		-5012		0		-0.083
1052		5.34		21.0		-5000		0		-0.107
1053		5.34		21.0		-5000		0		-0.107
1054		5.34		21.0		-5012		0		-0.083
1055		5.35		21.0		-5012		0		-0.078
1056		5.34		21.0		-5024		0		-0.112
1057		5.34		21.0		-5012		0		-0.107
1058		5.36		21.0		-5000		0		-0.107
1059		5.35		21.0		-5012		0		-0.112
1060		5.35		21.0		-5000		0		-0.107
1061		5.34		21.0		-5000		0		-0.132
1062		5.34		21.0		-5012		0		-0.137
1063		5.35		21.0		-5000		0		-0.122
1064		5.35		21.0		-5000		0		-0.127
1065		5.35		21.0		-5024		0		-0.122
1066		5.35		21.0		-5012		0		-0.132
1067		5.35		21.1		-5012		0		-0.132
1068		5.35		21.0		-5000		0		-0.137
1069		5.34		21.1		-4987		0		-0.127
1070		5.35		21.0		-5024		0		-0.151
1071		5.35		21.1		-5012		0		-0.137
1072		5.34		21.0		-5012		0		-0.161
1073		5.34		21.0		-5012		0		-0.142
1074		5.33		21.0		-5024		0		-0.137
1075		5.34		21.0		-5012		0		-0.151
1076		5.33		21.0		-5012		0		-0.151
1077		5.34		21.1		-4987		0		-0.132
1078		5.35		21.1		-4987		0		-0.142
1079		5.32		21.0		-4987		0		-0.127
1080		5.32		21.0		-5012		0		-0.190
1081		5.33		21.1		-5012		0		-0.146
1082		5.33		21.1		-5024		0		-0.156
1083		5.33		21.1		-5012		0		-0.137
1084		5.34		21.1		-5012		0		-0.146
1085		5.35		21.0		-5000		0		-0.142
1086		5.35		21.1		-4987		0		-0.151
1087		5.33		21.0		-4987		0		-0.146
1088		5.35		21.0		-5000		0		-0.137
1089		5.35		21.0		-5012		0		-0.146
1090		5.34		21.1		-4987		0		-0.161
1091		5.35		21.1		-5012		0		-0.142
1092		5.33		21.0		-5012		0		-0.171
1093		5.34		21.0		-5012		0		-0.142
1094		5.35		21.0		-5012		0		-0.151
1095		5.33		21.0		-5012		0		-0.156
1096		5.35		21.1		-5024		0		-0.171
1097		5.34		21.1		-5024		0		-0.166
1098		5.35		21.1		-5024		0		-0.142
1099		5.35		21.1		-5000		0		-0.142
1100		5.34		21.1		-5012		0		-0.132
1101		5.35		21.0		-5024		0		-0.176
1102		5.35		21.0		-5012		0		-0.195
1103		5.35		21.1		-5000		0		-0.146
1104		5.35		21.1		-4987		0		-0.146
1105		5.35		21.1		-5000		0		-0.146
1106		5.35		21.0		-5012		0		-0.151
1107		5.34		21.1		-4987		0		-0.161
1108		5.34		21.1		-5000		0		-0.156
1109		5.35		21.0		-5000		0		-0.137
1110		5.34		21.0		-5024		0		-0.146
1111		5.34		21.1		-5000		0		-0.151
1112		5.35		21.1		-5024		0		-0.161
1113		5.34		21.1		-5000		0		-0.146
1114		5.35		21.0		-5012		0		-0.151
1115		5.34		21.1		-5024		0		-0.156
1116		5.34		21.1		-5012		0		-0.151
1117		5.34		21.0		-5012		0		-0.142
1118		5.33		21.0		-5012		0		-0.156
1119		5.33		21.0		-5012		0		-0.181
1120		5.34		21.1		-5012		0		-0.166
1121		5.33		21.1		-4987		0		-0.166
1122		5.34		21.1		-5012		0		-0.112
1123		5.35		21.0		-5000		0		-0.146
1124		5.34		21.0		-5024		0		-0.142
1125		5.34		21.1		-5000		0		-0.103
1126		5.33		21.0		-5012		0		-0.156
1127		5.34		21.0		-5012		0		-0.122
1128		5.35		21.0		-5012		0		-0.117
1129		5.34		21.0		-5012		0		-0.127
1130		5.34		21.0		-5012		0		-0.122
1131		5.34		21.0		-5012		0		-0.122
1132		5.33		21.0		-5000		0		-0.146
1133		5.35		21.0		-5024		0		-0.112
1134		5.34		21.0		-5024		0		-0.146
1135		5.34		21.0		-5012		0		-0.117
1136		5.34		21.0		-5012		0		-0.146
1137		5.35		21.1		-5012		0		-0.151
1138		5.34		21.0		-5012		0		-0.137
1139		5.35		21.1		-5000		0		-0.142
1140		5.35		21.0		-5000		0		-0.161
1141		5.34		21.0		-5012		0		-0.171
1142		5.34		21.0		-5012		0		-0.151
1143		5.33		21.1		-5012		0		-0.137
1144		5.35		21.0		-5012		0		-0.151
1145		5.32		21.0		-5012		0		-0.146
1146		5.34		21.0		-5000		0		-0.176
1147		5.34		21.0		-5012		0		-0.156
1148		5.34		21.0		-5024		0		-0.176
1149		5.34		21.0		-5024		0		-0.146
1150		5.33		21.0		-5000		0		-0.161
1151		5.33		21.1		-5012		0		-0.151
1152		5.34		21.0		-5012		0		-0.156
1153		5.33		21.0		-5024		0		-0.151
1154		5.33		21.0		-5024		0		-0.151
1155		5.33		21.1		-5012		0		-0.156
1156		5.35		21.0		-5012		0		-0.146
1157		5.34		21.0		-5024		0		-0.137
1158		5.33		21.0		-5000		0		-0.156
1159		5.34		21.0		-5012		0		-0.142
1160		5.34		21.1		-5000		0		-0.142
1161		5.34		21.0		-4987		0		-0.137
1162		5.34		21.0		-5012		0		-0.161
1163		5.33		21.0		-5012		0		-0.161
1164		5.34		21.1		-5000		0		-0.127
1165		5.34		21.0		-5012		0		-0.156
1166		5.34		21.0		-5000		0		-0.176
1167		5.35		21.0		-5012		0		-0.142
1168		5.34		21.0		-5012		0		-0.146
1169		5.34		21.0		-5012		0		-0.137
1170		5.34		21.0		-5012		0		-0.146
1171		5.35		21.0		-5012		0		-0.142
1172		5.35		21.0		-5000		0		-0.127
1173		5.35		21.1		-5024		0		-0.117
1174		5.34		21.0		-5012		0		-0.107
1175		5.32		21.1		-5024		0		-0.151
1176		5.33		21.1		-5012		0		-0.107
1177		5.35		21.1		-5000		0		-0.098
1178		5.35		21.1		-5012		0		-0.103
1179		5.34		21.0		-5012		0		-0.059
1180		5.34		21.1		-5012		0		-0.103
1181		5.33		21.1		-5000		0		-0.078
1182		5.34		21.1		-5012		0		-0.054
1183		5.34		21.1		-5012		0		-0.068
1184		5.33		21.1		-5000		0		-0.078
1185		5.35		21.0		-5012		0		-0.103
1186		5.35		21.1		-5012		0		-0.103
1187		5.33		21.1		-5012		0		-0.117
1188		5.33		21.1		-5036		0		-0.088
1189		5.34		21.1		-5012		0		-0.093
1190		5.34		21.0		-5000		0		-0.093
1191		5.32		21.1		-5012		0		-0.103
1192		5.34		21.1		-5000		0		-0.137
1193		5.34		21.1		-5012		0		-0.112
1194		5.33		21.1		-5024		0		-0.156
1195		5.35		21.1		-5012		0		-0.132
1196		5.34		21.1		-5024		0		-0.146
1197		5.34		21.1		-5012		0		-0.171
1198		5.35		21.1		-5012		0		-0.166
1199		5.34		21.1		-5000		0		-0.142
1200		5.33		21.1		-4987		0		-0.156
1201		5.35		21.1		-5012		0		-0.151
1202		5.34		21.1		-5024		0		-0.137
1203		5.34		21.1		-5012		0		-0.151
1204		5.35		21.1		-5012		0		-0.156
1205		5.34		21.1		-5000		0		-0.161
1206		5.34		21.1		-5012		0		-0.142
1207		5.34		21.1		-5000		0		-0.146
1208		5.35		21.1		-5012		0		-0.142
1209		5.34		21.1		-5012		0		-0.132
1210		5.35		21.1		-5012		0		-0.142
1211		5.34		21.1		-5012		0		-0.142
1212		5.33		21.1		-5012		0		-0.122
1213		5.35		21.1		-4987		0		-0.137
1214		5.34		21.1		-5000		0		-0.137
1215		5.33		21.1		-4987		0		-0.122
1216		5.34		21.1		-5012		0		-0.127
1217		5.33		21.1		-5000		0		-0.107
1218		5.35		21.1		-5012		0		-0.122
1219		5.34		21.1		-4987		0		-0.112
1220		5.33		21.1		-5000		0		-0.098
1221		5.35		21.1		-5012		0		-0.103
1222		5.32		21.1		-5000		0		-0.122
1223		5.33		21.1		-5012		0		-0.098
1224		5.34		21.1		-5000		0		-0.132
1225		5.33		21.0		-5024		0		-0.127
1226		5.34		21.1		-5012		0		-0.117
1227		5.35		21.1		-5000		0		-0.117
1228		5.35		21.1		-5000		0		-0.107
1229		5.35		21.1		-5012		0		-0.103
1230		5.33		21.1		-5012		0		-0.122
1231		5.33		21.1		-5036		0		-0.107
1232		5.33		21.1		-5012		0		-0.117
1233		5.34		21.0		-5024		0		-0.112
1234		5.33		21.1		-5012		0		-0.107
1235		5.32		21.1		-4987		0		-0.103
1236		5.34		21.0		-5012		0		-0.107
1237		5.34		21.0		-5012		0		-0.117
1238		5.35		21.0		-5012		0		-0.088
1239		5.33		21.0		-5024		0		-0.127
1240		5.35		21.1		-5012		0		-0.107
1241		5.34		21.1		-5000		0		-0.107
1242		5.34		21.1		-5012		0		-0.107
1243		5.35		21.1		-5000		0		-0.093
1244		5.34		21.1		-5000		0		-0.112
1245		5.35		21.0		-5024		0		-0.103
1246		5.34		21.1		-5012		0		-0.151
1247		5.33		21.1		-4987		0		-0.137
1248		5.33		21.1		-5012		0		-0.107
1249		5.33		21.1		-5012		0		-0.122
1250		5.34		21.0		-5012		0		-0.142
1251		5.34		21.0		-5024		0		-0.137
1252		5.34		21.1		-5012		0		-0.137
1253		5.35		21.1		-4987		0		-0.151
1254		5.32		21.0		-5012		0		-0.142
1255		5.34		21.0		-5036		0		-0.127
1256		5.33		21.1		-5012		0		-0.122
1257		5.34		21.1		-5012		0		-0.146
1258		5.35		21.1		-5012		0		-0.156
1259		5.49		21.0		-5012		0		-0.146
1260		5.50		21.0		-5024		0		-0.166
1261		5.35		21.1		-5012		0		-0.151
1262		5.34		21.0		-5012		0		-0.151
1263		5.34		21.0		-5012		0		-0.190
1264		5.34		21.1		-5000		0		-0.171
1265		5.33		21.0		-5012		0		-0.156
1266		5.34		21.1		-4987		0		-0.132
1267		5.34		21.0		-5000		0		-0.142
1268		5.35		21.1		-5000		0		-0.137
1269		5.34		21.0		-5012		0		-0.112
1270		5.34		21.1		-5012		0		-0.146
1271		5.33		21.1		-5000		0		-0.142
1272		5.33		21.1		-4987		0		-0.181
1273		5.34		21.0		-5024		0		-0.146
1274		5.34		21.0		-5012		0		-0.122
1275		5.33		21.1		-5012		0		-0.146
1276		5.34		21.0		-5012		0		-0.156
1277		5.34		21.1		-5000		0		-0.156
1278		5.34		21.0		-5000		0		-0.142
1279		5.35		21.1		-5012		0		-0.132
1280		5.33		21.0		-5012		0		-0.117
1281		5.34		21.0		-5012		0		-0.146
1282		5.35		21.0		-5000		0		-0.132
1283		5.33		21.1		-5012		0		-0.103
1284		5.32		21.1		-5012		0		-0.112
1285		5.34		21.1		-5012		0		-0.146
1286		5.33		21.1		-5012		0		-0.122
1287		5.34		21.1		-5000		0		-0.117
1288		5.35		21.1		-5000		0		-0.112
1289		5.35		21.0		-4987		0		-0.098
1290		5.34		21.0		-5024		0		-0.078
1291		5.34		21.1		-5000		0		-0.103
1292		5.32		21.1		-5012		0		-0.107
1293		5.34		21.1		-5000		0		-0.098
1294		5.34		21.1		-5012		0		-0.063
1295		5.32		21.1		-5012		0		-0.078
1296		5.34		21.1		-5012		0		-0.103
1297		5.33		21.1		-5012		0		-0.068
1298		5.34		21.0		-5012		0		-0.083
1299		5.34		21.1		-5012		0		-0.103
1300		5.34		21.1		-5024		0		-0.078
1301		5.33		21.1		-5012		0		-0.078
1302		5.34		21.1		-5000		0		-0.093
1303		5.32		21.1		-5024		0		-0.073
1304		5.32		21.1		-5000		0		-0.088
1305		5.34		21.1		-5012		0		-0.054
1306		5.34		21.1		-5024		0		-0.103
1307		5.34		21.1		-5012		0		-0.098
1308		5.34		21.1		-5012		0		-0.098
1309		5.35		21.1		-5024		0		-0.103
1310		5.32		21.1		-5012		0		-0.093
1311		5.34		21.1		-5000		0		-0.088
1312		5.35		21.1		-5012		0		-0.112
1313		5.34		21.1		-5024		0		-0.122
1314		5.33		21.1		-5012		0		-0.107
1315		5.33		21.1		-5012		0		-0.137
1316		5.34		21.1		-5000		0		-0.137
1317		5.34		21.1		-5012		0		-0.127
1318		5.34		21.1		-5012		0		-0.146
1319		5.35		21.1		-5000		0		-0.132
1320		5.34		21.1		-4987		0		-0.137
1321		5.34		21.1		-5000		0		-0.151
1322		5.34		21.1		-5012		0		-0.132
1323		5.33		21.1		-5012		0		-0.132
1324		5.33		21.1		-5000		0		-0.146
