mode	ox/red	error	control changes	Ns changes	counter inc.	Ns	time/s	control/V	Ewe/V	I/mA	dq/mA.h	(Q-Qo)/mA.h	dQ/C	(Q-Qo)/C	Q charge/discharge/mA.h	half cycle	x	Q discharge/mA.h	Q charge/mA.h	Capacity/mA.h	Efficiency/%	cycle number	P/W
2	1	0	0	0	1	0	1.712000356751232E+003	1.1999763E+000	1.2005037E+000	4.0320296E+000	1.112528324206670E-003	7.588773920482794E-001	3.3533466E+000	2.7319586E+000	9.314851407570971E-001	2	8.996040957003064E-001	0.000000000000000E+000	9.314851407570971E-001	9.314851407570971E-001	0	1.000000000000000E+000	4.8404667E-003
2	1	0	0	0	1	0	1.713000356725970E+003	1.1999763E+000	1.2004883E+000	3.9862535E+000	1.109870540738106E-003	7.599872625890175E-001	3.3573420E+000	2.7359540E+000	9.325950112978352E-001	2	8.996035167186918E-001	0.000000000000000E+000	9.325950112978352E-001	9.325950112978352E-001	0	1.000000000000000E+000	4.7854506E-003
2	1	0	0	0	1	0	1.714000356700708E+003	1.1999763E+000	1.2004999E+000	3.9175892E+000	1.108039275672701E-003	7.610953018646902E-001	3.3613310E+000	2.7399430E+000	9.337030505735079E-001	2	8.996029386923856E-001	0.000000000000000E+000	9.337030505735079E-001	9.337030505735079E-001	0	1.000000000000000E+000	4.7030654E-003
2	1	0	0	0	1	0	1.715000356675446E+003	1.1999763E+000	1.2005304E+000	3.9976976E+000	1.105317489584287E-003	7.622006193542745E-001	3.3653102E+000	2.7439222E+000	9.348083680630922E-001	2	8.996023620859424E-001	0.000000000000000E+000	9.348083680630922E-001	9.348083680630922E-001	0	1.000000000000000E+000	4.7993576E-003
2	1	0	0	0	1	0	1.716000356650184E+003	1.1999763E+000	1.2004502E+000	3.9671798E+000	1.102079233871566E-003	7.633026985881461E-001	3.3692777E+000	2.7478898E+000	9.359104472969637E-001	2	8.996017871687868E-001	0.000000000000000E+000	9.359104472969637E-001	9.359104472969637E-001	0	1.000000000000000E+000	4.7624018E-003
2	1	0	0	0	1	0	1.717000356624922E+003	1.1999763E+000	1.2005228E+000	3.9519215E+000	1.099970339126057E-003	7.644026689272722E-001	3.3732376E+000	2.7518497E+000	9.370104176360897E-001	2	8.996012133517697E-001	0.000000000000000E+000	9.370104176360897E-001	9.370104176360897E-001	0	1.000000000000000E+000	4.7443719E-003
2	1	0	0	0	1	0	1.718000356599659E+003	1.1999763E+000	1.2004808E+000	3.9824388E+000	1.097183063334889E-003	7.654998519906071E-001	3.3771873E+000	2.7557995E+000	9.381076006994246E-001	2	8.996006409887793E-001	0.000000000000000E+000	9.381076006994246E-001	9.381076006994246E-001	0	1.000000000000000E+000	4.7808415E-003
2	1	0	0	0	1	0	1.719000356574397E+003	1.1999763E+000	1.2005570E+000	3.8832567E+000	1.093541293766763E-003	7.665933932843738E-001	3.3811240E+000	2.7597363E+000	9.392011419931913E-001	2	8.996000705255759E-001	0.000000000000000E+000	9.392011419931913E-001	9.392011419931913E-001	0	1.000000000000000E+000	4.6620709E-003
2	1	0	0	0	1	0	1.720000356549135E+003	1.1999763E+000	1.2005152E+000	3.9061449E+000	1.091536669413249E-003	7.676849299537870E-001	3.3850536E+000	2.7636657E+000	9.402926786626045E-001	2	8.995995011081167E-001	0.000000000000000E+000	9.402926786626045E-001	9.402926786626045E-001	0	1.000000000000000E+000	4.6893861E-003
2	1	0	0	0	1	0	1.721000356523873E+003	1.1999763E+000	1.2005036E+000	3.8832567E+000	1.089198682003551E-003	7.687741286357906E-001	3.3889747E+000	2.7675869E+000	9.413818773446080E-001	2	8.995989329103058E-001	0.000000000000000E+000	9.413818773446080E-001	9.413818773446080E-001	0	1.000000000000000E+000	4.6618637E-003
2	1	0	0	0	1	0	1.722000356498611E+003	1.1999763E+000	1.2005379E+000	3.9099593E+000	1.085440357963244E-003	7.698595689937539E-001	3.3928823E+000	2.7714944E+000	9.424673177025712E-001	2	8.995983666730845E-001	0.000000000000000E+000	9.424673177025712E-001	9.424673177025712E-001	0	1.000000000000000E+000	4.6940544E-003
2	1	0	0	0	1	0	1.723000356473349E+003	1.1999763E+000	1.2004732E+000	3.9061449E+000	1.082966949833764E-003	7.709425359435876E-001	3.3967810E+000	2.7753932E+000	9.435502846524050E-001	2	8.995978017261557E-001	0.000000000000000E+000	9.435502846524050E-001	9.435502846524050E-001	0	1.000000000000000E+000	4.6892222E-003
2	1	0	0	0	1	0	1.724000356448087E+003	1.1999763E+000	1.2004998E+000	3.8679981E+000	1.082023024704721E-003	7.720245589682924E-001	3.4006763E+000	2.7792885E+000	9.446323076771097E-001	2	8.995972372716405E-001	0.000000000000000E+000	9.446323076771097E-001	9.446323076771097E-001	0	1.000000000000000E+000	4.6435311E-003
2	1	0	0	0	1	0	1.725000356422825E+003	1.1999763E+000	1.2005228E+000	3.8489242E+000	1.079380076858733E-003	7.731039390451511E-001	3.4045620E+000	2.7831743E+000	9.457116877539684E-001	2	8.995966741958611E-001	0.000000000000000E+000	9.457116877539684E-001	9.457116877539684E-001	0	1.000000000000000E+000	4.6207211E-003
2	1	0	0	0	1	0	1.726000356397562E+003	1.1999763E+000	1.2004540E+000	3.9023302E+000	1.077083842145072E-003	7.741810228872962E-001	3.4084396E+000	2.7870517E+000	9.467887715961135E-001	2	8.995961123179490E-001	0.000000000000000E+000	9.467887715961135E-001	9.467887715961135E-001	0	1.000000000000000E+000	4.6845679E-003
2	1	0	0	0	1	0	1.727000356372300E+003	1.1999763E+000	1.2005265E+000	3.8298509E+000	1.074905014885797E-003	7.752559279021819E-001	3.4123092E+000	2.7909214E+000	9.478636766109994E-001	2	8.995955515766568E-001	0.000000000000000E+000	9.478636766109994E-001	9.478636766109994E-001	0	1.000000000000000E+000	4.5978376E-003
2	1	0	0	0	1	0	1.728000356347038E+003	1.1999763E+000	1.2003815E+000	3.8451097E+000	1.070432919330067E-003	7.763263608215120E-001	3.4161627E+000	2.7947750E+000	9.489341095303294E-001	2	8.995949931683044E-001	0.000000000000000E+000	9.489341095303294E-001	9.489341095303294E-001	0	1.000000000000000E+000	4.6155988E-003
2	1	0	0	0	1	0	1.729000356321776E+003	1.1999763E+000	1.2005303E+000	3.8298509E+000	1.068153638031748E-003	7.773945144595438E-001	3.4200082E+000	2.7986202E+000	9.500022631683611E-001	2	8.995944359489754E-001	0.000000000000000E+000	9.500022631683611E-001	9.500022631683611E-001	0	1.000000000000000E+000	4.5978520E-003
2	1	0	0	0	1	0	1.730000356296514E+003	1.1999763E+000	1.2004120E+000	3.8336656E+000	1.066070811827978E-003	7.784605852713717E-001	3.4238460E+000	2.8024580E+000	9.510683339801891E-001	2	8.995938798161857E-001	0.000000000000000E+000	9.510683339801891E-001	9.510683339801891E-001	0	1.000000000000000E+000	4.6019782E-003
2	1	0	0	0	1	0	1.731000356271252E+003	1.1999763E+000	1.2006485E+000	3.7688158E+000	1.062772158384323E-003	7.795233574297561E-001	3.4276719E+000	2.8062842E+000	9.521311061385734E-001	2	8.995933254041910E-001	0.000000000000000E+000	9.521311061385734E-001	9.521311061385734E-001	0	1.000000000000000E+000	4.5250230E-003
2	1	0	0	0	1	0	1.732000356245990E+003	1.1999763E+000	1.2004616E+000	3.7764452E+000	1.060478889544805E-003	7.805838363193008E-001	3.4314897E+000	2.8101017E+000	9.531915850281183E-001	2	8.995927721885164E-001	0.000000000000000E+000	9.531915850281183E-001	9.531915850281183E-001	0	1.000000000000000E+000	4.5334776E-003
2	1	0	0	0	1	0	1.733000356220728E+003	1.1999763E+000	1.2004693E+000	3.8451097E+000	1.058735785100195E-003	7.816425721044010E-001	3.4353011E+000	2.8139133E+000	9.542503208132185E-001	2	8.995922198821601E-001	0.000000000000000E+000	9.542503208132185E-001	9.542503208132185E-001	0	1.000000000000000E+000	4.6159360E-003
2	1	0	0	0	1	0	1.734000356195465E+003	1.1999763E+000	1.2004273E+000	3.7878892E+000	1.055753536992603E-003	7.826983256413936E-001	3.4391019E+000	2.8177140E+000	9.553060743502111E-001	2	8.995916691315409E-001	0.000000000000000E+000	9.553060743502111E-001	9.553060743502111E-001	0	1.000000000000000E+000	4.5470856E-003
2	1	0	0	0	1	0	1.735000356170203E+003	1.1999763E+000	1.2004464E+000	3.7878892E+000	1.053317218025525E-003	7.837516428594192E-001	3.4428937E+000	2.8215060E+000	9.563593915682366E-001	2	8.995911196518661E-001	0.000000000000000E+000	9.563593915682366E-001	9.563593915682366E-001	0	1.000000000000000E+000	4.5471578E-003
2	1	0	0	0	1	0	1.736000356144941E+003	1.1999763E+000	1.2004770E+000	3.7688158E+000	1.051582590262095E-003	7.848032254496813E-001	3.4466796E+000	2.8252916E+000	9.574109741584986E-001	2	8.995905710770876E-001	0.000000000000000E+000	9.574109741584986E-001	9.574109741584986E-001	0	1.000000000000000E+000	4.5243767E-003
2	1	0	0	0	1	0	1.737000356119679E+003	1.1999763E+000	1.2004769E+000	3.7650011E+000	1.048131136417389E-003	7.858513565860987E-001	3.4504528E+000	2.8290648E+000	9.584591052949161E-001	2	8.995900243028149E-001	0.000000000000000E+000	9.584591052949161E-001	9.584591052949161E-001	0	1.000000000000000E+000	4.5197969E-003
2	1	0	0	0	1	0	1.738000356094417E+003	1.1999763E+000	1.2005800E+000	3.7382982E+000	1.045777256621255E-003	7.868971338427200E-001	3.4542177E+000	2.8328297E+000	9.595048825515373E-001	2	8.995894787564809E-001	0.000000000000000E+000	9.595048825515373E-001	9.595048825515373E-001	0	1.000000000000000E+000	4.4881259E-003
2	1	0	0	0	1	0	1.739000356069155E+003	1.1999763E+000	1.2005455E+000	3.7306688E+000	1.043546719683541E-003	7.879406805624035E-001	3.4579744E+000	2.8365865E+000	9.605484292712209E-001	2	8.995889343737420E-001	0.000000000000000E+000	9.605484292712209E-001	9.605484292712209E-001	0	1.000000000000000E+000	4.4788378E-003
2	1	0	0	0	1	0	1.740000356043893E+003	1.1999763E+000	1.2004197E+000	3.7230396E+000	1.039551035165787E-003	7.889802315975692E-001	3.4617167E+000	2.8403289E+000	9.615879803063867E-001	2	8.995883920754155E-001	0.000000000000000E+000	9.615879803063867E-001	9.615879803063867E-001	0	1.000000000000000E+000	4.4692098E-003
2	1	0	0	0	1	0	1.741000356018631E+003	1.1999763E+000	1.2005991E+000	3.7306688E+000	1.037012142631743E-003	7.900172437402010E-001	3.4654500E+000	2.8440621E+000	9.626249924490184E-001	2	8.995878511015426E-001	0.000000000000000E+000	9.626249924490184E-001	9.626249924490184E-001	0	1.000000000000000E+000	4.4790376E-003
2	1	0	0	0	1	0	1.742000355993368E+003	1.1999763E+000	1.2004960E+000	3.7382984E+000	1.035692257920901E-003	7.910529359981219E-001	3.4691784E+000	2.8477905E+000	9.636606847069393E-001	2	8.995873108162086E-001	0.000000000000000E+000	9.636606847069393E-001	9.636606847069393E-001	0	1.000000000000000E+000	4.4878121E-003
2	1	0	0	0	1	0	1.743000355968106E+003	1.1999763E+000	1.2005228E+000	3.7306688E+000	1.031904688199361E-003	7.920848406863212E-001	3.4728932E+000	2.8515055E+000	9.646925893951387E-001	2	8.995867725067206E-001	0.000000000000000E+000	9.646925893951387E-001	9.646925893951387E-001	0	1.000000000000000E+000	4.4787531E-003
2	1	0	0	0	1	0	1.744000355942844E+003	1.1999763E+000	1.2004044E+000	3.7344832E+000	1.029299249649048E-003	7.931141399359704E-001	3.4765987E+000	2.8552110E+000	9.657218886447877E-001	2	8.995862355564009E-001	0.000000000000000E+000	9.657218886447877E-001	9.657218886447877E-001	0	1.000000000000000E+000	4.4828900E-003
2	1	0	0	0	1	0	1.745000355917582E+003	1.1999763E+000	1.2004426E+000	3.7344832E+000	1.027342735542191E-003	7.941414826715125E-001	3.4802973E+000	2.8589094E+000	9.667492313803299E-001	2	8.995856996267281E-001	0.000000000000000E+000	9.667492313803299E-001	9.667492313803299E-001	0	1.000000000000000E+000	4.4830325E-003
2	1	0	0	0	1	0	1.746000355892320E+003	1.1999763E+000	1.2004731E+000	3.6810777E+000	1.023536938707034E-003	7.951650196102196E-001	3.4839818E+000	2.8625941E+000	9.677727683190369E-001	2	8.995851656824095E-001	0.000000000000000E+000	9.677727683190369E-001	9.677727683190369E-001	0	1.000000000000000E+000	4.4190348E-003
2	1	0	0	0	1	0	1.747000355867058E+003	1.1999763E+000	1.2004999E+000	3.6581895E+000	1.021554145097732E-003	7.961865737553173E-001	3.4876595E+000	2.8662717E+000	9.687943224641347E-001	2	8.995846327724469E-001	0.000000000000000E+000	9.687943224641347E-001	9.687943224641347E-001	0	1.000000000000000E+000	4.3916563E-003
2	1	0	0	0	1	0	1.748000355841796E+003	1.1999763E+000	1.2005150E+000	3.6810777E+000	1.019261511498027E-003	7.972058352668153E-001	3.4913290E+000	2.8699410E+000	9.698135839756327E-001	2	8.995841010584730E-001	0.000000000000000E+000	9.698135839756327E-001	9.698135839756327E-001	0	1.000000000000000E+000	4.4191889E-003
2	1	0	0	0	1	0	1.749000355816534E+003	1.1999763E+000	1.2005341E+000	3.6887071E+000	1.015831675145361E-003	7.982216669419606E-001	3.4949858E+000	2.8735981E+000	9.708294156507781E-001	2	8.995835711337278E-001	0.000000000000000E+000	9.708294156507781E-001	9.708294156507781E-001	0	1.000000000000000E+000	4.4284188E-003
2	1	0	0	0	1	0	1.750000355791271E+003	1.1999763E+000	1.2005532E+000	3.6047838E+000	1.012932506018215E-003	7.992345994479789E-001	3.4986324E+000	2.8772445E+000	9.718423481567963E-001	2	8.995830427213802E-001	0.000000000000000E+000	9.718423481567963E-001	9.718423481567963E-001	0	1.000000000000000E+000	4.3277345E-003
2	1	0	0	0	1	0	1.751000355766009E+003	1.1999763E+000	1.2004998E+000	3.6353014E+000	1.010693489617771E-003	8.002452929375966E-001	3.5022709E+000	2.8808830E+000	9.728530416464141E-001	2	8.995825154770511E-001	0.000000000000000E+000	9.728530416464141E-001	9.728530416464141E-001	0	1.000000000000000E+000	4.3641785E-003
2	1	0	0	0	1	0	1.752000355740747E+003	1.1999763E+000	1.2005265E+000	3.6009693E+000	1.006905496173435E-003	8.012521984337700E-001	3.5058959E+000	2.8845079E+000	9.738599471425875E-001	2	8.995819902087892E-001	0.000000000000000E+000	9.738599471425875E-001	9.738599471425875E-001	0	1.000000000000000E+000	4.3230592E-003
2	1	0	0	0	1	0	1.753000355715485E+003	1.1999763E+000	1.2005380E+000	3.6009691E+000	1.005118309736252E-003	8.022573167435063E-001	3.5095143E+000	2.8881264E+000	9.748650654523238E-001	2	8.995814658728413E-001	0.000000000000000E+000	9.748650654523238E-001	9.748650654523238E-001	0	1.000000000000000E+000	4.3231002E-003
2	1	0	0	0	1	0	1.754000355690223E+003	1.1999763E+000	1.2005304E+000	3.6200428E+000	1.003365245130327E-003	8.032606819886366E-001	3.5131264E+000	2.8917384E+000	9.758684306974541E-001	2	8.995809424514075E-001	0.000000000000000E+000	9.758684306974541E-001	9.758684306974541E-001	0	1.000000000000000E+000	4.3459716E-003
2	1	0	0	0	1	0	1.755000355664961E+003	1.1999763E+000	1.2004578E+000	3.6238573E+000	9.998305059009129E-004	8.042605124945376E-001	3.5167258E+000	2.8953378E+000	9.768682612033550E-001	2	8.995804208739266E-001	0.000000000000000E+000	9.768682612033550E-001	9.768682612033550E-001	0	1.000000000000000E+000	4.3502878E-003
2	1	0	0	0	1	0	1.756000355639699E+003	1.1999763E+000	1.2004845E+000	3.5933397E+000	9.976508309178882E-004	8.052581633254554E-001	3.5203173E+000	2.8989294E+000	9.778659120342729E-001	2	8.995799004335079E-001	0.000000000000000E+000	9.778659120342729E-001	9.778659120342729E-001	0	1.000000000000000E+000	4.3137488E-003
2	1	0	0	0	1	0	1.757000355614437E+003	1.1999763E+000	1.2004960E+000	3.5628221E+000	9.951564442581601E-004	8.062533197697136E-001	3.5238998E+000	2.9025118E+000	9.788610684785310E-001	2	8.995793812943256E-001	0.000000000000000E+000	9.788610684785310E-001	9.788610684785310E-001	0	1.000000000000000E+000	4.2771534E-003
2	1	0	0	0	1	0	1.758000355589174E+003	1.1999763E+000	1.2005455E+000	3.5818956E+000	9.913489550617007E-004	8.072446687247753E-001	3.5274687E+000	2.9060807E+000	9.798524174335927E-001	2	8.995788641413806E-001	0.000000000000000E+000	9.798524174335927E-001	9.798524174335927E-001	0	1.000000000000000E+000	4.3002288E-003
2	1	0	0	0	1	0	1.759000355563912E+003	1.1999763E+000	1.2004502E+000	3.5170457E+000	9.885875396198696E-004	8.082332562643952E-001	3.5310276E+000	2.9096398E+000	9.808410049732126E-001	2	8.995783484289718E-001	0.000000000000000E+000	9.808410049732126E-001	9.808410049732126E-001	0	1.000000000000000E+000	4.2220382E-003
2	1	0	0	0	1	0	1.760000355538650E+003	1.1999763E+000	1.2003815E+000	3.5056019E+000	9.872307791444991E-004	8.092204870435397E-001	3.5345817E+000	2.9131937E+000	9.818282357523571E-001	2	8.995778334243387E-001	0.000000000000000E+000	9.818282357523571E-001	9.818282357523571E-001	0	1.000000000000000E+000	4.2080595E-003
2	1	0	0	0	1	0	1.761000355513388E+003	1.1999763E+000	1.2004197E+000	3.5475636E+000	9.841122656265894E-004	8.102045993091662E-001	3.5381246E+000	2.9167366E+000	9.828123480179837E-001	2	8.995773200465279E-001	0.000000000000000E+000	9.828123480179837E-001	9.828123480179837E-001	0	1.000000000000000E+000	4.2585651E-003
2	1	0	0	0	1	0	1.762000355488126E+003	1.1999763E+000	1.2004158E+000	3.4788990E+000	9.809685302310520E-004	8.111855678393973E-001	3.5416560E+000	2.9202681E+000	9.837933165482147E-001	2	8.995768083086965E-001	0.000000000000000E+000	9.837933165482147E-001	9.837933165482147E-001	0	1.000000000000000E+000	4.1761254E-003
2	1	0	0	0	1	0	1.763000355462864E+003	1.1999763E+000	1.2004465E+000	3.4979722E+000	9.790834335486095E-004	8.121646512729459E-001	3.5451806E+000	2.9237928E+000	9.847723999817632E-001	2	8.995762975542558E-001	0.000000000000000E+000	9.847723999817632E-001	9.847723999817632E-001	0	1.000000000000000E+000	4.1991286E-003
2	1	0	0	0	1	0	1.764000355437602E+003	1.1999763E+000	1.2004654E+000	3.5170457E+000	9.762410607073042E-004	8.131408923336533E-001	3.5486951E+000	2.9273071E+000	9.857486410424705E-001	2	8.995757882825841E-001	0.000000000000000E+000	9.857486410424705E-001	9.857486410424705E-001	0	1.000000000000000E+000	4.2220918E-003
2	1	0	0	0	1	0	1.765000355412340E+003	1.1999763E+000	1.2005533E+000	3.4750843E+000	9.734709541665183E-004	8.141143632878197E-001	3.5521996E+000	2.9308116E+000	9.867221119966371E-001	2	8.995752804559825E-001	0.000000000000000E+000	9.867221119966371E-001	9.867221119966371E-001	0	1.000000000000000E+000	4.1720239E-003
2	1	0	0	0	1	0	1.766000355387077E+003	1.1999763E+000	1.2004769E+000	3.5017869E+000	9.725609370470047E-004	8.150869242248667E-001	3.5557008E+000	2.9343128E+000	9.876946729336841E-001	2	8.995747731041058E-001	0.000000000000000E+000	9.876946729336841E-001	9.876946729336841E-001	0	1.000000000000000E+000	4.2038141E-003
2	1	0	0	0	1	0	1.767000355361815E+003	1.1999763E+000	1.2004998E+000	3.4788988E+000	9.699434192180634E-004	8.160568676440848E-001	3.5591927E+000	2.9378047E+000	9.886646163529021E-001	2	8.995742671176989E-001	0.000000000000000E+000	9.886646163529021E-001	9.886646163529021E-001	0	1.000000000000000E+000	4.1764174E-003
2	1	0	0	0	1	0	1.768000355336553E+003	1.1999763E+000	1.2004960E+000	3.4445665E+000	9.663673520088195E-004	8.170232349960936E-001	3.5626714E+000	2.9412837E+000	9.896309837049110E-001	2	8.995737629968044E-001	0.000000000000000E+000	9.896309837049110E-001	9.896309837049110E-001	0	1.000000000000000E+000	4.1351882E-003
2	1	0	0	0	1	0	1.769000355311291E+003	1.1999763E+000	1.2003930E+000	3.4560106E+000	9.644239758915371E-004	8.179876589719852E-001	3.5661435E+000	2.9447556E+000	9.905954076808026E-001	2	8.995732598897028E-001	0.000000000000000E+000	9.905954076808026E-001	9.905954076808026E-001	0	1.000000000000000E+000	4.1485708E-003
2	1	0	0	0	1	0	1.770000355286029E+003	1.1999763E+000	1.2004960E+000	3.4788990E+000	9.626865935193167E-004	8.189503455655045E-001	3.5696092E+000	2.9482212E+000	9.915580942743218E-001	2	8.995727576889344E-001	0.000000000000000E+000	9.915580942743218E-001	9.915580942743218E-001	0	1.000000000000000E+000	4.1764043E-003
2	1	0	0	0	1	0	1.771000355260767E+003	1.1999763E+000	1.2004236E+000	3.4521961E+000	9.588793130583233E-004	8.199092248785628E-001	3.5730610E+000	2.9516733E+000	9.925169735873801E-001	2	8.995722574742945E-001	0.000000000000000E+000	9.925169735873801E-001	9.925169735873801E-001	0	1.000000000000000E+000	4.1440977E-003
2	1	0	0	0	1	0	1.772000355235505E+003	1.1999763E+000	1.2004616E+000	3.4407518E+000	9.564877102242576E-004	8.208657125887870E-001	3.5765045E+000	2.9551165E+000	9.934734612976044E-001	2	8.995717585072721E-001	0.000000000000000E+000	9.934734612976044E-001	9.934734612976044E-001	0	1.000000000000000E+000	4.1304906E-003
2	1	0	0	0	1	0	1.773000355210243E+003	1.1999763E+000	1.2005074E+000	3.4674547E+000	9.545697652233972E-004	8.218202823540105E-001	3.5799408E+000	2.9585531E+000	9.944280310628277E-001	2	8.995712605407763E-001	0.000000000000000E+000	9.944280310628277E-001	9.944280310628277E-001	0	1.000000000000000E+000	4.1627050E-003
2	1	0	0	0	1	0	1.774000355184980E+003	1.1999763E+000	1.2004197E+000	3.4331226E+000	9.523176103432973E-004	8.227725999643538E-001	3.5833693E+000	2.9619813E+000	9.953803486731710E-001	2	8.995707637491528E-001	0.000000000000000E+000	9.953803486731710E-001	9.953803486731710E-001	0	1.000000000000000E+000	4.1211881E-003
2	1	0	0	0	1	0	1.775000355159718E+003	1.1999763E+000	1.2003510E+000	3.3949754E+000	9.502388118902842E-004	8.237228387762441E-001	3.5867901E+000	2.9654021E+000	9.963305874850613E-001	2	8.995702680419676E-001	0.000000000000000E+000	9.963305874850613E-001	9.963305874850613E-001	0	1.000000000000000E+000	4.0751621E-003
2	1	0	0	0	1	0	1.776000355134456E+003	1.1999763E+000	1.2004578E+000	3.4445665E+000	9.474672242800394E-004	8.246703060005240E-001	3.5902009E+000	2.9688132E+000	9.972780547093414E-001	2	8.995697737806252E-001	0.000000000000000E+000	9.972780547093414E-001	9.972780547093414E-001	0	1.000000000000000E+000	4.1350569E-003
2	1	0	0	0	1	0	1.777000355109194E+003	1.1999763E+000	1.2004349E+000	3.3873463E+000	9.440301817920472E-004	8.256143361823162E-001	3.5935996E+000	2.9722116E+000	9.982220848911334E-001	2	8.995692813122707E-001	0.000000000000000E+000	9.982220848911334E-001	9.982220848911334E-001	0	1.000000000000000E+000	4.0662889E-003
2	1	0	0	0	1	0	1.778000355083932E+003	1.1999763E+000	1.2004236E+000	3.3606434E+000	9.424659456809362E-004	8.265568021279971E-001	3.5969925E+000	2.9756045E+000	9.991645508368143E-001	2	8.995687896599247E-001	0.000000000000000E+000	9.991645508368143E-001	9.991645508368143E-001	0	1.000000000000000E+000	4.0341956E-003
2	1	0	0	0	1	0	1.779000355058670E+003	1.1999763E+000	1.2005800E+000	3.3491991E+000	9.404734028975169E-004	8.274972755308946E-001	3.6003780E+000	2.9789901E+000	1.000105024239712E+000	2	8.995682990470204E-001	0.000000000000000E+000	1.000105024239712E+000	1.000105024239712E+000	0	1.000000000000000E+000	4.0209815E-003
2	1	0	0	0	1	0	1.780000355033408E+003	1.1999763E+000	1.2005150E+000	3.3263109E+000	9.368882247077095E-004	8.284341637556023E-001	3.6037509E+000	2.9823630E+000	1.001041912464419E+000	2	8.995678103043814E-001	0.000000000000000E+000	1.001041912464419E+000	1.001041912464419E+000	0	1.000000000000000E+000	3.9932863E-003
2	1	0	0	0	1	0	1.781000355008146E+003	1.1999763E+000	1.2006181E+000	3.3530138E+000	9.344438497357898E-004	8.293686076053381E-001	3.6071148E+000	2.9857271E+000	1.001976356314155E+000	2	8.995673228368893E-001	0.000000000000000E+000	1.001976356314155E+000	1.001976356314155E+000	0	1.000000000000000E+000	4.0256893E-003
2	1	0	0	0	1	0	1.782000354982883E+003	1.1999763E+000	1.2006066E+000	3.3263109E+000	9.320581806765662E-004	8.303006657860147E-001	3.6104703E+000	2.9890823E+000	1.002908414494832E+000	2	8.995668366139195E-001	0.000000000000000E+000	1.002908414494832E+000	1.002908414494832E+000	0	1.000000000000000E+000	3.9935908E-003
2	1	0	0	0	1	0	1.783000354957621E+003	1.1999763E+000	1.2005112E+000	3.3530138E+000	9.290591912004683E-004	8.312297249772151E-001	3.6138148E+000	2.9924271E+000	1.003837473686032E+000	2	8.995663519554202E-001	0.000000000000000E+000	1.003837473686032E+000	1.003837473686032E+000	0	1.000000000000000E+000	4.0253308E-003
2	1	0	0	0	1	0	1.784000354932359E+003	1.1999763E+000	1.2005533E+000	3.2957933E+000	9.272552631298701E-004	8.321569802403450E-001	3.6171529E+000	2.9957652E+000	1.004764728949162E+000	2	8.995658682379687E-001	0.000000000000000E+000	1.004764728949162E+000	1.004764728949162E+000	0	1.000000000000000E+000	3.9567756E-003
2	1	0	0	0	1	0	1.785000354907097E+003	1.1999763E+000	1.2005723E+000	3.3224962E+000	9.255373777548472E-004	8.330825176180998E-001	3.6204851E+000	2.9990971E+000	1.005690266326917E+000	2	8.995653854166794E-001	0.000000000000000E+000	1.005690266326917E+000	1.005690266326917E+000	0	1.000000000000000E+000	3.9888965E-003
2	1	0	0	0	1	0	1.786000354881835E+003	1.1999763E+000	1.2005686E+000	3.3339403E+000	9.220155650244818E-004	8.340045331831243E-001	3.6238043E+000	3.0024164E+000	1.006612281891942E+000	2	8.995649044325997E-001	0.000000000000000E+000	1.006612281891942E+000	1.006612281891942E+000	0	1.000000000000000E+000	4.0026237E-003
2	1	0	0	0	1	0	1.787000354856573E+003	1.1999763E+000	1.2005495E+000	3.3377550E+000	9.197651068634457E-004	8.349242982899878E-001	3.6271155E+000	3.0057275E+000	1.007532046998805E+000	2	8.995644246225073E-001	0.000000000000000E+000	1.007532046998805E+000	1.007532046998805E+000	0	1.000000000000000E+000	4.0071402E-003
2	1	0	0	0	1	0	1.788000354831311E+003	1.1999763E+000	1.2005074E+000	3.3224962E+000	9.179914853705301E-004	8.358422897753583E-001	3.6304202E+000	3.0090322E+000	1.008450038484176E+000	2	8.995639457376527E-001	0.000000000000000E+000	1.008450038484176E+000	1.008450038484176E+000	0	1.000000000000000E+000	3.9886814E-003
2	1	0	0	0	1	0	1.789000354806049E+003	1.1999763E+000	1.2005113E+000	3.3339403E+000	9.148967072698805E-004	8.367571864826282E-001	3.6337137E+000	3.0123258E+000	1.009364935191446E+000	2	8.995634684672383E-001	0.000000000000000E+000	1.009364935191446E+000	1.009364935191446E+000	0	1.000000000000000E+000	4.0024333E-003
2	1	0	0	0	1	0	1.790000354780786E+003	1.1999763E+000	1.2004883E+000	3.2805347E+000	9.127950232956145E-004	8.376699815059238E-001	3.6369998E+000	3.0156119E+000	1.010277730214741E+000	2	8.995629922932009E-001	0.000000000000000E+000	1.010277730214741E+000	1.010277730214741E+000	0	1.000000000000000E+000	3.9382437E-003
2	1	0	0	0	1	0	1.791000354755524E+003	1.1999763E+000	1.2005228E+000	3.2690907E+000	9.115435904264451E-004	8.385815250963502E-001	3.6402814E+000	3.0188935E+000	1.011189273805168E+000	2	8.995625167719933E-001	0.000000000000000E+000	1.011189273805168E+000	1.011189273805168E+000	0	1.000000000000000E+000	3.9246180E-003
