mode	ox/red	error	control changes	Ns changes	counter inc.	Ns	time/s	control/V	Ewe/V	I/mA	dq/mA.h	(Q-Qo)/mA.h	dQ/C	(Q-Qo)/C	Q charge/discharge/mA.h	half cycle	x	Q discharge/mA.h	Q charge/mA.h	Capacity/mA.h	Efficiency/%	cycle number	P/W
2	1	0	0	0	0	0	1.479999962612055E+002	1.1999763E+000	1.2004197E+000	6.2445540E+000	1.734814240005281E-003	3.257489433180491E-001	1.1726962E+000	1.1726962E+000	3.257489433180492E-001	0	8.998300440423992E-001	0.000000000000000E+000	3.257489433180492E-001	3.257489433180492E-001	0	0.000000000000000E+000	7.4960855E-003
2	1	0	0	0	0	0	1.489999962359434E+002	1.1999763E+000	1.2003930E+000	6.2102213E+000	1.734358171992832E-003	3.274833014900420E-001	1.1789399E+000	1.1789399E+000	3.274833014900420E-001	0	8.998291392868821E-001	0.000000000000000E+000	3.274833014900420E-001	3.274833014900420E-001	0	0.000000000000000E+000	7.4547059E-003
2	1	0	0	0	0	0	1.499999962106813E+002	1.1999763E+000	1.2005532E+000	6.2445540E+000	1.728944904618793E-003	3.292122463946607E-001	1.1851641E+000	1.1851641E+000	3.292122463946608E-001	0	8.998282373552822E-001	0.000000000000000E+000	3.292122463946608E-001	3.292122463946608E-001	0	0.000000000000000E+000	7.4969190E-003
2	1	0	0	0	0	0	1.509999961854192E+002	1.1999763E+000	1.2004235E+000	6.1911478E+000	1.728367614375220E-003	3.309406140090360E-001	1.1913862E+000	1.1913862E+000	3.309406140090360E-001	0	8.998273357248348E-001	0.000000000000000E+000	3.309406140090360E-001	3.309406140090360E-001	0	0.000000000000000E+000	7.4319993E-003
2	1	0	0	0	0	0	1.519999961601570E+002	1.1999763E+000	1.2004998E+000	6.2331095E+000	1.727083969328139E-003	3.326676979783641E-001	1.1976037E+000	1.1976037E+000	3.326676979783642E-001	0	8.998264347640212E-001	0.000000000000000E+000	3.326676979783642E-001	3.326676979783642E-001	0	0.000000000000000E+000	7.4828467E-003
2	1	0	0	0	0	0	1.529999961348949E+002	1.1999763E+000	1.2004464E+000	6.2064071E+000	1.721768191231622E-003	3.343894661695957E-001	1.2038021E+000	1.2038021E+000	3.343894661695958E-001	0	8.998255365762680E-001	0.000000000000000E+000	3.343894661695958E-001	3.343894661695958E-001	0	0.000000000000000E+000	7.4504586E-003
2	1	0	0	0	0	0	1.539999961096328E+002	1.1999763E+000	1.2004998E+000	6.1987777E+000	1.721756111542384E-003	3.361112222811381E-001	1.2100004E+000	1.2100004E+000	3.361112222811382E-001	0	8.998246383948162E-001	0.000000000000000E+000	3.361112222811382E-001	3.361112222811382E-001	0	0.000000000000000E+000	7.4416311E-003
2	1	0	0	0	0	0	1.549999960843707E+002	1.1999763E+000	1.2004464E+000	6.1606307E+000	1.722229557514191E-003	3.378334518386523E-001	1.2162005E+000	1.2162005E+000	3.378334518386523E-001	0	8.998237399663838E-001	0.000000000000000E+000	3.378334518386523E-001	3.378334518386523E-001	0	0.000000000000000E+000	7.3955068E-003
2	1	0	0	0	0	0	1.559999960591085E+002	1.1999763E+000	1.2004082E+000	6.1949630E+000	1.717034578826692E-003	3.395504864174790E-001	1.2223817E+000	1.2223817E+000	3.395504864174790E-001	0	8.998228442479945E-001	0.000000000000000E+000	3.395504864174790E-001	3.395504864174790E-001	0	0.000000000000000E+000	7.4364846E-003
2	1	0	0	0	0	0	1.569999960338464E+002	1.1999763E+000	1.2004923E+000	6.1491866E+000	1.716686382982466E-003	3.412671728004614E-001	1.2285619E+000	1.2285619E+000	3.412671728004615E-001	0	8.998219487112473E-001	0.000000000000000E+000	3.412671728004615E-001	3.412671728004615E-001	0	0.000000000000000E+000	7.3820511E-003
2	1	0	0	0	0	0	1.579999960085843E+002	1.1999763E+000	1.2004808E+000	6.1453719E+000	1.718102480226093E-003	3.429852752806876E-001	1.2347469E+000	1.2347469E+000	3.429852752806876E-001	0	8.998210524357704E-001	0.000000000000000E+000	3.429852752806876E-001	3.429852752806876E-001	0	0.000000000000000E+000	7.3774010E-003
2	1	0	0	0	0	0	1.589999959833222E+002	1.1999763E+000	1.2005150E+000	6.1987777E+000	1.712865328629812E-003	3.446981406093174E-001	1.2409133E+000	1.2409133E+000	3.446981406093174E-001	0	8.998201588923369E-001	0.000000000000000E+000	3.446981406093174E-001	3.446981406093174E-001	0	0.000000000000000E+000	7.4417256E-003
2	1	0	0	0	0	0	1.599999959580600E+002	1.1999763E+000	1.2004541E+000	6.2102218E+000	1.713367173936632E-003	3.464115077832540E-001	1.2470814E+000	1.2470814E+000	3.464115077832540E-001	0	8.998192650871077E-001	0.000000000000000E+000	3.464115077832540E-001	3.464115077832540E-001	0	0.000000000000000E+000	7.4550863E-003
2	1	0	0	0	0	0	1.609999959327979E+002	1.1999763E+000	1.2005609E+000	6.2178512E+000	1.714112949503793E-003	3.481256207327578E-001	1.2532523E+000	1.2532523E+000	3.481256207327578E-001	0	8.998183708928330E-001	0.000000000000000E+000	3.481256207327578E-001	3.481256207327578E-001	0	0.000000000000000E+000	7.4649090E-003
2	1	0	0	0	0	0	1.619999959075358E+002	1.1999763E+000	1.2004197E+000	6.1987777E+000	1.708495596223407E-003	3.498341163289812E-001	1.2594029E+000	1.2594029E+000	3.498341163289811E-001	0	8.998174796289399E-001	0.000000000000000E+000	3.498341163289811E-001	3.498341163289811E-001	0	0.000000000000000E+000	7.4411347E-003
2	1	0	0	0	0	0	1.629999958822737E+002	1.1999763E+000	1.2004311E+000	6.2025924E+000	1.707967683739132E-003	3.515420840127203E-001	1.2655514E+000	1.2655514E+000	3.515420840127203E-001	0	8.998165886404407E-001	0.000000000000000E+000	3.515420840127203E-001	3.515420840127203E-001	0	0.000000000000000E+000	7.4457848E-003
2	1	0	0	0	0	0	1.639999958570115E+002	1.1999763E+000	1.2003739E+000	6.1224833E+000	1.709090690135956E-003	3.532511747028563E-001	1.2717042E+000	1.2717042E+000	3.532511747028563E-001	0	8.998156970661073E-001	0.000000000000000E+000	3.532511747028563E-001	3.532511747028563E-001	0	0.000000000000000E+000	7.3492690E-003
2	1	0	0	0	0	0	1.649999958317494E+002	1.1999763E+000	1.2004578E+000	6.1873331E+000	1.704142603370879E-003	3.549553173062271E-001	1.2778392E+000	1.2778392E+000	3.549553173062271E-001	0	8.998148080730222E-001	0.000000000000000E+000	3.549553173062271E-001	3.549553173062271E-001	0	0.000000000000000E+000	7.4276323E-003
2	1	0	0	0	0	0	1.659999958064873E+002	1.1999763E+000	1.2004921E+000	6.1415567E+000	1.704118441740672E-003	3.566594357479678E-001	1.2839739E+000	1.2839739E+000	3.566594357479678E-001	0	8.998139190925413E-001	0.000000000000000E+000	3.566594357479678E-001	3.566594357479678E-001	0	0.000000000000000E+000	7.3728906E-003
2	1	0	0	0	0	0	1.669999957812252E+002	1.1999763E+000	1.2004502E+000	6.1682601E+000	1.705054527865516E-003	3.583644902758333E-001	1.2901121E+000	1.2901121E+000	3.583644902758333E-001	0	8.998130296237361E-001	0.000000000000000E+000	3.583644902758333E-001	3.583644902758333E-001	0	0.000000000000000E+000	7.4046887E-003
2	1	0	0	0	0	0	1.679999957559630E+002	1.1999763E+000	1.2005036E+000	6.1301131E+000	1.700257755438487E-003	3.600647480312718E-001	1.2962331E+000	1.2962331E+000	3.600647480312718E-001	0	8.998121426572436E-001	0.000000000000000E+000	3.600647480312718E-001	3.600647480312718E-001	0	0.000000000000000E+000	7.3592230E-003
2	1	0	0	0	0	0	1.689999957307009E+002	1.1999763E+000	1.2005647E+000	6.1377420E+000	1.698530117485258E-003	3.617632781487571E-001	1.3023478E+000	1.3023478E+000	3.617632781487571E-001	0	8.998112565920010E-001	0.000000000000000E+000	3.617632781487571E-001	3.617632781487571E-001	0	0.000000000000000E+000	7.3687569E-003
2	1	0	0	0	0	0	1.699999957054388E+002	1.1999763E+000	1.2005341E+000	6.0614486E+000	1.698829362657335E-003	3.634621075114144E-001	1.3084636E+000	1.3084636E+000	3.634621075114144E-001	0	8.998103703706523E-001	0.000000000000000E+000	3.634621075114144E-001	3.634621075114144E-001	0	0.000000000000000E+000	7.2769755E-003
2	1	0	0	0	0	0	1.709999956801767E+002	1.1999763E+000	1.2005838E+000	6.0881510E+000	1.694427197641796E-003	3.651565347090562E-001	1.3145635E+000	1.3145635E+000	3.651565347090562E-001	0	8.998094864457630E-001	0.000000000000000E+000	3.651565347090562E-001	3.651565347090562E-001	0	0.000000000000000E+000	7.3093357E-003
2	1	0	0	0	0	0	1.719999956549145E+002	1.1999763E+000	1.2003586E+000	6.0461893E+000	1.692632169511583E-003	3.668491668785678E-001	1.3206570E+000	1.3206570E+000	3.668491668785678E-001	0	8.998086034572786E-001	0.000000000000000E+000	3.668491668785678E-001	3.668491668785678E-001	0	0.000000000000000E+000	7.2575957E-003
2	1	0	0	0	0	0	1.729999956296524E+002	1.1999763E+000	1.2005533E+000	6.1072249E+000	1.694012031740612E-003	3.685431789103084E-001	1.3267554E+000	1.3267554E+000	3.685431789103085E-001	0	8.998077197489672E-001	0.000000000000000E+000	3.685431789103085E-001	3.685431789103085E-001	0	0.000000000000000E+000	7.3320488E-003
2	1	0	0	0	0	0	1.739999956043903E+002	1.1999763E+000	1.2005112E+000	6.0652633E+000	1.689319313870536E-003	3.702324982241790E-001	1.3328370E+000	1.3328370E+000	3.702324982241790E-001	0	8.998068384886866E-001	0.000000000000000E+000	3.702324982241790E-001	3.702324982241790E-001	0	0.000000000000000E+000	7.2814166E-003
2	1	0	0	0	0	0	1.749999955791282E+002	1.1999763E+000	1.2005265E+000	6.0538192E+000	1.687179057518641E-003	3.719196772816976E-001	1.3389108E+000	1.3389108E+000	3.719196772816977E-001	0	8.998059583449048E-001	0.000000000000000E+000	3.719196772816977E-001	3.719196772816977E-001	0	0.000000000000000E+000	7.2677704E-003
2	1	0	0	0	0	0	1.759999955538660E+002	1.1999763E+000	1.2004883E+000	6.1072249E+000	1.688236362589730E-003	3.736079136442873E-001	1.3449885E+000	1.3449885E+000	3.736079136442874E-001	0	8.998050776495631E-001	0.000000000000000E+000	3.736079136442874E-001	3.736079136442874E-001	0	0.000000000000000E+000	7.3316521E-003
2	1	0	0	0	0	0	1.769999955286039E+002	1.1999763E+000	1.2004769E+000	6.0881510E+000	1.684941736804114E-003	3.752928553810914E-001	1.3510543E+000	1.3510543E+000	3.752928553810915E-001	0	8.998041986729153E-001	0.000000000000000E+000	3.752928553810915E-001	3.752928553810915E-001	0	0.000000000000000E+000	7.3086843E-003
2	1	0	0	0	0	0	1.779999955033418E+002	1.1999763E+000	1.2004883E+000	6.0576339E+000	1.683218552456962E-003	3.769760739335484E-001	1.3571138E+000	1.3571138E+000	3.769760739335485E-001	0	8.998033205951939E-001	0.000000000000000E+000	3.769760739335485E-001	3.769760739335485E-001	0	0.000000000000000E+000	7.2721187E-003
2	1	0	0	0	0	0	1.789999954780797E+002	1.1999763E+000	1.2005152E+000	6.0347452E+000	1.684856541474660E-003	3.786609304750231E-001	1.3631793E+000	1.3631793E+000	3.786609304750231E-001	0	8.998024416629895E-001	0.000000000000000E+000	3.786609304750231E-001	3.786609304750231E-001	0	0.000000000000000E+000	7.2448030E-003
2	1	0	0	0	0	0	1.799999954528175E+002	1.1999763E+000	1.2004883E+000	6.0919657E+000	1.683229786369536E-003	3.803441602613926E-001	1.3692390E+000	1.3692390E+000	3.803441602613927E-001	0	8.998015635794079E-001	0.000000000000000E+000	3.803441602613927E-001	3.803441602613927E-001	0	0.000000000000000E+000	7.3133339E-003
2	1	0	0	0	0	0	1.809999954275554E+002	1.1999763E+000	1.2004961E+000	6.0767069E+000	1.681613199419445E-003	3.820257734608120E-001	1.3752928E+000	1.3752928E+000	3.820257734608121E-001	0	8.998006863391445E-001	0.000000000000000E+000	3.820257734608121E-001	3.820257734608121E-001	0	0.000000000000000E+000	7.2950628E-003
2	1	0	0	0	0	0	1.819999954022933E+002	1.1999763E+000	1.2003930E+000	6.0843368E+000	1.682507110516230E-003	3.837082805713283E-001	1.3813498E+000	1.3813498E+000	3.837082805713283E-001	0	8.997998086325582E-001	0.000000000000000E+000	3.837082805713283E-001	3.837082805713283E-001	0	0.000000000000000E+000	7.3035951E-003
2	1	0	0	0	0	0	1.829999953770312E+002	1.1999763E+000	1.2004617E+000	6.0614486E+000	1.680238003969193E-003	3.853885185752974E-001	1.3873987E+000	1.3873987E+000	3.853885185752975E-001	0	8.997989321096873E-001	0.000000000000000E+000	3.853885185752975E-001	3.853885185752975E-001	0	0.000000000000000E+000	7.2765374E-003
2	1	0	0	0	0	0	1.839999953517690E+002	1.1999763E+000	1.2004426E+000	6.0805221E+000	1.677247280836105E-003	3.870657658561336E-001	1.3934368E+000	1.3934368E+000	3.870657658561337E-001	0	8.997980571469747E-001	0.000000000000000E+000	3.870657658561337E-001	3.870657658561337E-001	0	0.000000000000000E+000	7.2993175E-003
2	1	0	0	0	0	0	1.849999953265069E+002	1.1999763E+000	1.2004960E+000	5.9927835E+000	1.677360872639550E-003	3.887431267287731E-001	1.3994752E+000	1.3994752E+000	3.887431267287732E-001	0	8.997971821250053E-001	0.000000000000000E+000	3.887431267287732E-001	3.887431267287732E-001	0	0.000000000000000E+000	7.1943123E-003
2	1	0	0	0	0	0	1.859999953012448E+002	1.1999763E+000	1.2004158E+000	6.0385599E+000	1.674306998517778E-003	3.904174337272909E-001	1.4055028E+000	1.4055028E+000	3.904174337272910E-001	0	8.997963086961377E-001	0.000000000000000E+000	3.904174337272910E-001	3.904174337272910E-001	0	0.000000000000000E+000	7.2487830E-003
2	1	0	0	0	0	0	1.869999952759827E+002	1.1999763E+000	1.2003434E+000	6.0500045E+000	1.671680581172307E-003	3.920891143084632E-001	1.4115208E+000	1.4115208E+000	3.920891143084633E-001	0	8.997954366373825E-001	0.000000000000000E+000	3.920891143084633E-001	3.920891143084633E-001	0	0.000000000000000E+000	7.2620828E-003
2	1	0	0	0	0	0	1.879999952507205E+002	1.1999763E+000	1.2004502E+000	6.0080428E+000	1.671665746132533E-003	3.937607800545957E-001	1.4175388E+000	1.4175388E+000	3.937607800545958E-001	0	8.997945645863663E-001	0.000000000000000E+000	3.937607800545958E-001	3.937607800545958E-001	0	0.000000000000000E+000	7.2123562E-003
2	1	0	0	0	0	0	1.889999952254584E+002	1.1999763E+000	1.2004807E+000	6.0233011E+000	1.670860421313180E-003	3.954316404759089E-001	1.4235539E+000	1.4235539E+000	3.954316404759090E-001	0	8.997936929554605E-001	0.000000000000000E+000	3.954316404759090E-001	3.954316404759090E-001	0	0.000000000000000E+000	7.2308569E-003
2	1	0	0	0	0	0	1.899999952001963E+002	1.1999763E+000	1.2004578E+000	5.9698958E+000	1.668245448880725E-003	3.970998859247896E-001	1.4295596E+000	1.4295596E+000	3.970998859247897E-001	0	8.997928226886968E-001	0.000000000000000E+000	3.970998859247897E-001	3.970998859247897E-001	0	0.000000000000000E+000	7.1666082E-003
2	1	0	0	0	0	0	1.909999951749342E+002	1.1999763E+000	1.2005951E+000	5.9927835E+000	1.669354466332330E-003	3.987692403911220E-001	1.4355693E+000	1.4355693E+000	3.987692403911220E-001	0	8.997919518433964E-001	0.000000000000000E+000	3.987692403911220E-001	3.987692403911220E-001	0	0.000000000000000E+000	7.1949069E-003
2	1	0	0	0	0	0	1.919999951496720E+002	1.1999763E+000	1.2004846E+000	6.0042281E+000	1.668704696655273E-003	4.004379450877772E-001	1.4415766E+000	1.4415766E+000	4.004379450877773E-001	0	8.997910813370588E-001	0.000000000000000E+000	4.004379450877773E-001	4.004379450877773E-001	0	0.000000000000000E+000	7.2079836E-003
2	1	0	0	0	0	0	1.929999951244099E+002	1.1999763E+000	1.2004693E+000	5.9393783E+000	1.665822697056664E-003	4.021037677848339E-001	1.4475735E+000	1.4475735E+000	4.021037677848340E-001	0	8.997902123341620E-001	0.000000000000000E+000	4.021037677848340E-001	4.021037677848340E-001	0	0.000000000000000E+000	7.1300408E-003
2	1	0	0	0	0	0	1.939999950991478E+002	1.1999763E+000	1.2004731E+000	5.9508219E+000	1.666083367798064E-003	4.037698511526320E-001	1.4535714E+000	1.4535714E+000	4.037698511526320E-001	0	8.997893431952821E-001	0.000000000000000E+000	4.037698511526320E-001	4.037698511526320E-001	0	0.000000000000000E+000	7.1438015E-003
2	1	0	0	0	0	0	1.949999950738857E+002	1.1999763E+000	1.2004387E+000	5.9775252E+000	1.665417490190930E-003	4.054352686428229E-001	1.4595670E+000	1.4595670E+000	4.054352686428230E-001	0	8.997884744037680E-001	0.000000000000000E+000	4.054352686428230E-001	4.054352686428230E-001	0	0.000000000000000E+000	7.1756528E-003
2	1	0	0	0	0	0	1.959999950486235E+002	1.1999763E+000	1.2003853E+000	5.9737105E+000	1.662784719175763E-003	4.070980533619987E-001	1.4655530E+000	1.4655530E+000	4.070980533619987E-001	0	8.997876069856807E-001	0.000000000000000E+000	4.070980533619987E-001	4.070980533619987E-001	0	0.000000000000000E+000	7.1707545E-003
2	1	0	0	0	0	0	1.969999950233614E+002	1.1999763E+000	1.2005379E+000	5.9622664E+000	1.661504465394550E-003	4.087595578273932E-001	1.4715344E+000	1.4715344E+000	4.087595578273933E-001	0	8.997867402354581E-001	0.000000000000000E+000	4.087595578273933E-001	4.087595578273933E-001	0	0.000000000000000E+000	7.1579269E-003
2	1	0	0	0	0	0	1.979999949980993E+002	1.1999763E+000	1.2006485E+000	5.9203048E+000	1.660853637165493E-003	4.104204114645587E-001	1.4775134E+000	1.4775134E+000	4.104204114645588E-001	0	8.997858738247505E-001	0.000000000000000E+000	4.104204114645588E-001	4.104204114645588E-001	0	0.000000000000000E+000	7.1082055E-003
2	1	0	0	0	0	0	1.989999949728372E+002	1.1999763E+000	1.2004540E+000	5.9584517E+000	1.656864953438441E-003	4.120772764179971E-001	1.4834782E+000	1.4834782E+000	4.120772764179972E-001	0	8.997850094948031E-001	0.000000000000000E+000	4.120772764179972E-001	4.120772764179972E-001	0	0.000000000000000E+000	7.1528470E-003
2	1	0	0	0	0	0	1.999999949475750E+002	1.1999763E+000	1.2004120E+000	5.9698958E+000	1.656729743984010E-003	4.137340061619811E-001	1.4894425E+000	1.4894425E+000	4.137340061619812E-001	0	8.997841452353899E-001	0.000000000000000E+000	4.137340061619812E-001	4.137340061619812E-001	0	0.000000000000000E+000	7.1663349E-003
2	1	0	0	0	0	0	2.009999949223129E+002	1.1999763E+000	1.2004197E+000	6.0347452E+000	1.657672394699520E-003	4.153916785566807E-001	1.4954101E+000	1.4954101E+000	4.153916785566807E-001	0	8.997832804842278E-001	0.000000000000000E+000	4.153916785566807E-001	4.153916785566807E-001	0	0.000000000000000E+000	7.2442270E-003
2	1	0	0	0	0	0	2.019999948970508E+002	1.1999763E+000	1.2004921E+000	6.0042281E+000	1.653832483530045E-003	4.170455110402107E-001	1.5013639E+000	1.5013639E+000	4.170455110402108E-001	0	8.997824177362167E-001	0.000000000000000E+000	4.170455110402108E-001	4.170455110402108E-001	0	0.000000000000000E+000	7.2080288E-003
2	1	0	0	0	0	0	2.029999948717887E+002	1.1999763E+000	1.2004923E+000	5.9470077E+000	1.653984858486388E-003	4.186994958986971E-001	1.5073181E+000	1.5073181E+000	4.186994958986971E-001	0	8.997815549087166E-001	0.000000000000000E+000	4.186994958986971E-001	4.186994958986971E-001	0	0.000000000000000E+000	7.1393368E-003
2	1	0	0	0	0	0	2.039999948465265E+002	1.1999763E+000	1.2005953E+000	5.9546371E+000	1.654904836601681E-003	4.203544007352988E-001	1.5132759E+000	1.5132759E+000	4.203544007352988E-001	0	8.997806916012954E-001	0.000000000000000E+000	4.203544007352988E-001	4.203544007352988E-001	0	0.000000000000000E+000	7.1491092E-003
2	1	0	0	0	0	0	2.049999948212644E+002	1.1999763E+000	1.2004387E+000	5.9393783E+000	1.651334492895338E-003	4.220057352281941E-001	1.5192206E+000	1.5192206E+000	4.220057352281942E-001	0	8.997798301564006E-001	0.000000000000000E+000	4.220057352281942E-001	4.220057352281942E-001	0	0.000000000000000E+000	7.1298596E-003
2	1	0	0	0	0	0	2.059999947960023E+002	1.1999763E+000	1.2005303E+000	5.9317489E+000	1.651412482102712E-003	4.236571477102968E-001	1.5251657E+000	1.5251657E+000	4.236571477102969E-001	0	8.997789686708216E-001	0.000000000000000E+000	4.236571477102969E-001	4.236571477102969E-001	0	0.000000000000000E+000	7.1212440E-003
2	1	0	0	0	0	0	2.069999947707402E+002	1.1999763E+000	1.2003281E+000	5.9737105E+000	1.650317028893365E-003	4.253074647391902E-001	1.5311068E+000	1.5311068E+000	4.253074647391902E-001	0	8.997781077567032E-001	0.000000000000000E+000	4.253074647391902E-001	4.253074647391902E-001	0	0.000000000000000E+000	7.1704127E-003
2	1	0	0	0	0	0	2.079999947454780E+002	1.1999763E+000	1.2004921E+000	5.9698958E+000	1.646427519400914E-003	4.269538922585911E-001	1.5370340E+000	1.5370340E+000	4.269538922585912E-001	0	8.997772488716093E-001	0.000000000000000E+000	4.269538922585912E-001	4.269538922585912E-001	0	0.000000000000000E+000	7.1668131E-003
2	1	0	0	0	0	0	2.089999947202159E+002	1.1999763E+000	1.2005037E+000	5.9164901E+000	1.645332913266288E-003	4.285992251718574E-001	1.5429572E+000	1.5429572E+000	4.285992251718574E-001	0	8.997763905575340E-001	0.000000000000000E+000	4.285992251718574E-001	4.285992251718574E-001	0	0.000000000000000E+000	7.1027684E-003
2	1	0	0	0	0	0	2.099999946949538E+002	1.1999763E+000	1.2005228E+000	5.9355636E+000	1.645626857916514E-003	4.302448520297739E-001	1.5488814E+000	1.5488814E+000	4.302448520297740E-001	0	8.997755320901177E-001	0.000000000000000E+000	4.302448520297740E-001	4.302448520297740E-001	0	0.000000000000000E+000	7.1257791E-003
2	1	0	0	0	0	0	2.109999946696917E+002	1.1999763E+000	1.2005455E+000	5.9546371E+000	1.641467135906219E-003	4.318863191656802E-001	1.5547907E+000	1.5547907E+000	4.318863191656802E-001	0	8.997746757926868E-001	0.000000000000000E+000	4.318863191656802E-001	4.318863191656802E-001	0	0.000000000000000E+000	7.1488130E-003
2	1	0	0	0	0	0	2.119999946444295E+002	1.1999763E+000	1.2005457E+000	5.8897872E+000	1.640384822236167E-003	4.335267039879163E-001	1.5606961E+000	1.5606961E+000	4.335267039879164E-001	0	8.997738200598618E-001	0.000000000000000E+000	4.335267039879164E-001	4.335267039879164E-001	0	0.000000000000000E+000	7.0709586E-003
2	1	0	0	0	0	0	2.129999946191674E+002	1.1999763E+000	1.2004732E+000	5.8783431E+000	1.640520456578997E-003	4.351672244444953E-001	1.5666020E+000	1.5666020E+000	4.351672244444953E-001	0	8.997729642562812E-001	0.000000000000000E+000	4.351672244444953E-001	4.351672244444953E-001	0	0.000000000000000E+000	7.0567932E-003
2	1	0	0	0	0	0	2.139999945939053E+002	1.1999763E+000	1.2005266E+000	5.8516397E+000	1.636850713067585E-003	4.368040751575629E-001	1.5724946E+000	1.5724946E+000	4.368040751575629E-001	0	8.997721103670805E-001	0.000000000000000E+000	4.368040751575629E-001	4.368040751575629E-001	0	0.000000000000000E+000	7.0250491E-003
2	1	0	0	0	0	0	2.149999945686432E+002	1.1999763E+000	1.2004387E+000	5.8592696E+000	1.637068363110224E-003	4.384411435206731E-001	1.5783881E+000	1.5783881E+000	4.384411435206731E-001	0	8.997712563643392E-001	0.000000000000000E+000	4.384411435206731E-001	4.384411435206731E-001	0	0.000000000000000E+000	7.0336941E-003
2	1	0	0	0	0	0	2.159999945433810E+002	1.1999763E+000	1.2005379E+000	5.8554544E+000	1.637399182478587E-003	4.400785427031517E-001	1.5842828E+000	1.5842828E+000	4.400785427031517E-001	0	8.997704021890207E-001	0.000000000000000E+000	4.400785427031517E-001	4.400785427031517E-001	0	0.000000000000000E+000	7.0296950E-003
2	1	0	0	0	0	0	2.169999945181189E+002	1.1999763E+000	1.2005533E+000	5.8668990E+000	1.633160627947913E-003	4.417117033310996E-001	1.5901622E+000	1.5901622E+000	4.417117033310997E-001	0	8.997695502248116E-001	0.000000000000000E+000	4.417117033310997E-001	4.417117033310997E-001	0	0.000000000000000E+000	7.0435251E-003
2	1	0	0	0	0	0	2.179999944928568E+002	1.1999763E+000	1.2004769E+000	5.8783431E+000	1.632411883910497E-003	4.433441152150101E-001	1.5960388E+000	1.5960388E+000	4.433441152150102E-001	0	8.997686986511968E-001	0.000000000000000E+000	4.433441152150102E-001	4.433441152150102E-001	0	0.000000000000000E+000	7.0568151E-003
2	1	0	0	0	0	0	2.189999944675947E+002	1.1999763E+000	1.2004578E+000	5.9012308E+000	1.632590541601181E-003	4.449767057566113E-001	1.6019162E+000	1.6019162E+000	4.449767057566114E-001	0	8.997678469843823E-001	0.000000000000000E+000	4.449767057566114E-001	4.449767057566114E-001	0	0.000000000000000E+000	7.0841787E-003
2	1	0	0	0	0	0	2.199999944423325E+002	1.1999763E+000	1.2004693E+000	5.8668990E+000	1.629168968545066E-003	4.466058747251563E-001	1.6077812E+000	1.6077812E+000	4.466058747251564E-001	0	8.997669971024859E-001	0.000000000000000E+000	4.466058747251564E-001	4.466058747251564E-001	0	0.000000000000000E+000	7.0430320E-003
2	1	0	0	0	0	0	2.209999944170704E+002	1.1999763E+000	1.2005303E+000	5.8554544E+000	1.628091525634130E-003	4.482339662507905E-001	1.6136423E+000	1.6136423E+000	4.482339662507906E-001	0	8.997661477826545E-001	0.000000000000000E+000	4.482339662507906E-001	4.482339662507906E-001	0	0.000000000000000E+000	7.0296503E-003
2	1	0	0	0	0	0	2.219999943918083E+002	1.1999763E+000	1.2005647E+000	5.8592696E+000	1.628509023639891E-003	4.498624752744304E-001	1.6195049E+000	1.6195049E+000	4.498624752744305E-001	0	8.997652982450288E-001	0.000000000000000E+000	4.498624752744305E-001	4.498624752744305E-001	0	0.000000000000000E+000	7.0344326E-003
2	1	0	0	0	0	0	2.229999943665462E+002	1.1999763E+000	1.2005455E+000	5.8592696E+000	1.624922357426749E-003	4.514873976318571E-001	1.6253546E+000	1.6253546E+000	4.514873976318572E-001	0	8.997644505784446E-001	0.000000000000000E+000	4.514873976318572E-001	4.514873976318572E-001	0	0.000000000000000E+000	7.0343199E-003
2	1	0	0	0	0	0	2.239999943412840E+002	1.1999763E+000	1.2004769E+000	5.8211226E+000	1.624740524450938E-003	4.531121381563081E-001	1.6312037E+000	1.6312037E+000	4.531121381563081E-001	0	8.997636030067163E-001	0.000000000000000E+000	4.531121381563081E-001	4.531121381563081E-001	0	0.000000000000000E+000	6.9881231E-003
2	1	0	0	0	0	0	2.249999943160219E+002	1.1999763E+000	1.2005686E+000	5.8363810E+000	1.625124324030346E-003	4.547372624803384E-001	1.6370541E+000	1.6370541E+000	4.547372624803385E-001	0	8.997627552347730E-001	0.000000000000000E+000	4.547372624803385E-001	4.547372624803385E-001	0	0.000000000000000E+000	7.0069754E-003
2	1	0	0	0	0	0	2.259999942907598E+002	1.1999763E+000	1.2004044E+000	5.8745284E+000	1.621442715326945E-003	4.563587051956653E-001	1.6428913E+000	1.6428913E+000	4.563587051956654E-001	0	8.997619093833993E-001	0.000000000000000E+000	4.563587051956654E-001	4.563587051956654E-001	0	0.000000000000000E+000	7.0518097E-003
2	1	0	0	0	0	0	2.269999942654977E+002	1.1999763E+000	1.2005647E+000	5.8401957E+000	1.621256430678897E-003	4.579799616263442E-001	1.6487279E+000	1.6487279E+000	4.579799616263443E-001	0	8.997610636292041E-001	0.000000000000000E+000	4.579799616263443E-001	4.579799616263443E-001	0	0.000000000000000E+000	7.0115328E-003
