1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1.0956e-05
21,9.7494e-06
22,9.2323e-06
23,8.8032e-06
24,8.3941e-06
25,8.004e-06
26,7.6321e-06
27,7.2607e-06
28,6.9232e-06
29,6.5863e-06
30,6.2802e-06
31,5.9884e-06
32,5.7101e-06
33,5.4447e-06
34,5.1917e-06
35,4.939e-06
36,4.7204e-06
37,4.501e-06
38,4.3017e-06
39,4.1113e-06
40,3.9292e-06
41,3.7553e-06
42,3.589e-06
43,3.4301e-06
44,3.2858e-06
45,3.1403e-06
46,3.0152e-06
47,2.895e-06
48,2.7668e-06
49,2.6565e-06
50,2.5506e-06
51,2.4433e-06
52,2.3459e-06
53,2.2524e-06
54,2.1676e-06
55,2.0812e-06
56,1.9982e-06
57,1.923e-06
58,1.8506e-06
59,1.7809e-06
60,1.7139e-06
61,1.6493e-06
62,1.5872e-06
63,1.5275e-06
64,1.4666e-06
65,1.4114e-06
66,1.3614e-06
67,1.3131e-06
68,1.2666e-06
69,1.2217e-06
70,1.1839e-06
71,1.1419e-06
72,1.1015e-06
73,1.0625e-06
74,1.0272e-06
75,9.9078e-07
76,9.5788e-07
77,9.2394e-07
78,8.9326e-07
79,8.6359e-07
80,8.3492e-07
81,8.0719e-07
82,7.8218e-07
83,7.5621e-07
84,7.311e-07
85,7.0845e-07
86,6.8492e-07
87,6.6371e-07
88,6.4167e-07
89,6.2179e-07
90,6.0253e-07
91,5.8386e-07
92,5.6577e-07
93,5.4699e-07
94,5.3126e-07
95,5.148e-07
96,4.9771e-07
97,4.834e-07
98,4.6951e-07
99,4.5496e-07
