1,2.0631e-05 
2,2.1232e-05 
3,2.1881e-05 
4,2.258e-05 
5,2.3368e-05 
6,2.4173e-05 
7,2.5076e-05 
8,2.5996e-05 
9,2.6975e-05 
10,2.8014e-05 
11,2.9117e-05 
12,3.0286e-05 
13,3.1586e-05 
14,3.2833e-05 
15,3.4217e-05 
16,3.5605e-05 
17,3.7066e-05 
18,3.8604e-05 
19,4.022e-05 
20,4.192e-05 
21,4.3705e-05 
22,4.5482e-05 
23,4.7445e-05 
24,4.9292e-05 
25,5.122e-05 
26,5.3466e-05 
27,5.5577e-05 
28,5.7781e-05 
29,6.0212e-05 
30,6.2616e-05 
31,6.5124e-05 
32,6.7588e-05 
33,7.0309e-05 
34,7.3147e-05 
35,7.5935e-05 
36,7.8834e-05 
37,8.185e-05 
38,8.4986e-05 
39,8.8247e-05 
40,9.1639e-05 
41,9.5165e-05 
42,9.9056e-05 
43,0.00010288 
44,0.00010661 
45,0.00011048 
46,0.00011449 
47,0.00011865 
48,0.00012241 
49,0.00012686 
50,0.00013148 
51,0.00013627 
52,0.00014092 
53,0.00014606 
54,0.00015104 
55,0.00015656 
56,0.0001619 
57,0.00016744 
58,0.00017316 
59,0.00017908 
60,0.00018478 
61,0.0001911 
62,0.00019764 
63,0.00020394 
64,0.00021092 
65,0.00021764 
66,0.0002251 
67,0.00023227 
68,0.00023968 
69,0.00024732 
70,0.00025521 
71,0.00026396 
72,0.00027176 
73,0.00028043 
74,0.00029004 
75,0.00029861 
76,0.00030744 
77,0.00031725 
