Ns changes	time/s	I/mA	Capacity/mA.h
0	634.7616	0.635406017	0.346504835
0	635.7616	0.637697995	0.346682101
0	636.7616	0.642282009	0.346858889
0	637.7616	0.632731974	0.347035171
0	638.7616	0.628148019	0.347210956
0	639.7616	0.628148019	0.34738622
0	640.7616	0.634259999	0.347560966
0	641.7616	0.623182058	0.347735175
0	642.7616	0.629676044	0.347908852
0	643.7616	0.619361997	0.348082077
0	644.7616	0.620508015	0.348254812
0	645.7616	0.620126009	0.348427112
0	646.7616	0.613632023	0.348598872
0	647.7616	0.616688013	0.348770117
0	648.7616	0.611721992	0.348940858
0	649.7616	0.612486005	0.349111109
0	650.7616	0.612486005	0.349280863
0	651.7616	0.61095798	0.349450111
0	652.7616	0.606756032	0.349618989
0	653.7616	0.603317976	0.349787459
0	654.7616	0.603699982	0.349955537
0	655.7616	0.604846001	0.350123173
0	656.7616	0.596059978	0.350290305
0	657.7616	0.594150007	0.35045699
0	658.7616	0.601025999	0.350623255
0	659.7616	0.598352015	0.350789028
0	660.7616	0.591858029	0.350954393
0	661.7616	0.589183986	0.351119327
0	662.7616	0.595295966	0.351283782
0	663.7616	0.593768001	0.351447868
0	664.7616	0.592622042	0.351611561
0	665.7616	0.58880198	0.351774782
0	666.7616	0.581925988	0.351937525
0	667.7616	0.587273955	0.352099894
0	668.7616	0.586510062	0.352261839
0	669.7616	0.586127996	0.352423325
0	670.7616	0.575814009	0.352584446
0	671.7616	0.57772404	0.352745148
0	672.7616	0.573139966	0.352905391
0	673.7616	0.573522031	0.353065272
0	674.7616	0.570084035	0.353224764
0	675.7616	0.57466799	0.353383817
0	676.7616	0.570083976	0.353542455
0	677.7616	0.565500021	0.353700608
0	678.7616	0.562062025	0.353858453
0	679.7616	0.570083976	0.354015818
0	680.7616	0.568938017	0.354172667
0	681.7616	0.561680019	0.354329144
0	682.7616	0.560534	0.354485237
0	683.7616	0.557860017	0.354640979
0	684.7616	0.561298013	0.354796302
0	685.7616	0.558242023	0.354951164
0	686.7616	0.556713998	0.355105624
0	687.7616	0.550220013	0.355259657
0	688.7616	0.55251199	0.355413307
0	689.7616	0.546400011	0.355566564
0	690.7616	0.550602019	0.355719384
0	691.7616	0.543726027	0.35587174
0	692.7616	0.545635998	0.356023612
0	693.7616	0.541051984	0.356175114
0	694.7616	0.540669978	0.356326296
0	695.7616	0.542198002	0.356477084
0	696.7616	0.541815996	0.356627549
0	697.7616	0.538760006	0.356777547
0	698.7616	0.531120002	0.356927229
0	699.7616	0.530737996	0.357076519
0	700.7616	0.536849976	0.357225478
0	701.7616	0.530737996	0.357374068
0	702.7616	0.530737996	0.357522311
0	703.7616	0.529209971	0.357670074
0	704.7616	0.531502008	0.357817456
0	705.7616	0.529209971	0.357964441
0	706.7616	0.529209971	0.358111042
0	707.7616	0.53341198	0.358257273
0	708.7616	0.526535988	0.358403108
0	709.7616	0.51927799	0.358548522
0	710.7616	0.52424401	0.358693509
0	711.7616	0.521188021	0.358838164
0	712.7616	0.51927799	0.358982416
0	713.7616	0.519659996	0.359126377
0	714.7616	0.513929963	0.359269925
0	715.7616	0.514693975	0.359413078
0	716.7616	0.512401998	0.359555876
0	717.7616	0.509728014	0.359698366
0	718.7616	0.512784004	0.359840494
0	719.7616	0.509346008	0.359982268
0	720.7616	0.50819999	0.360123764
0	721.7616	0.507053971	0.360264783
0	722.7616	0.505526006	0.360405368
0	723.7616	0.503997982	0.360545533
0	724.7616	0.503997982	0.360685337
0	725.7616	0.497503996	0.360824798
0	726.7616	0.501706004	0.36096398
0	727.7616	0.50208801	0.361102792
0	728.7616	0.495593965	0.361241312
0	729.7616	0.501323998	0.361379429
0	730.7616	0.495975971	0.361517249
0	731.7616	0.492155999	0.36165478
0	732.7616	0.493302017	0.36179199
0	733.7616	0.488718033	0.361928926
0	734.7616	0.494830012	0.362065532
0	735.7616	0.49101001	0.362201819
0	736.7616	0.494830012	0.362337804
0	737.7616	0.485662013	0.362473525
0	738.7616	0.487572014	0.36260892
0	739.7616	0.481842041	0.362744023
0	740.7616	0.49101001	0.362878778
0	741.7616	0.479168028	0.363013091
0	742.7616	0.485662013	0.363147009
0	743.7616	0.477640003	0.36328063
0	744.7616	0.47993201	0.363413854
0	745.7616	0.478404015	0.363546769
0	746.7616	0.481842041	0.363679375
0	747.7616	0.476493984	0.363811681
0	748.7616	0.469617993	0.363943712
0	749.7616	0.469617993	0.364075403
0	750.7616	0.470763952	0.364206736
0	751.7616	0.468089998	0.364337761
0	752.7616	0.466180027	0.364468468
0	753.7616	0.472292006	0.364598731
0	754.7616	0.470764011	0.364728637
0	755.7616	0.467707992	0.364858239
0	756.7616	0.466944039	0.36498753
0	757.7616	0.466562033	0.365116529
0	758.7616	0.460832	0.365245225
0	759.7616	0.461977988	0.36537364
0	760.7616	0.462742031	0.365501803
0	761.7616	0.465034008	0.365629658
0	762.7616	0.459685981	0.365757192
0	763.7616	0.458539963	0.36588436
0	764.7616	0.459685981	0.366011222
0	765.7616	0.460832059	0.366137779
0	766.7616	0.456629962	0.36626407
0	767.7616	0.452809989	0.366389989
0	768.7616	0.454337984	0.366515624
0	769.7616	0.445933998	0.366640961
0	770.7616	0.44669801	0.366766007
0	771.7616	0.44975403	0.366890749
0	772.7616	0.450135976	0.367015229
0	773.7616	0.444405973	0.367139395
0	774.7616	0.450518012	0.367263275
0	775.7616	0.44173196	0.367386802
0	776.7616	0.440203995	0.36751
0	777.7616	0.444406033	0.367632967
0	778.7616	0.440586001	0.3677557
0	779.7616	0.443260014	0.367878184
0	780.7616	0.441732019	0.368000327
0	781.7616	0.439821988	0.368122199
0	782.7616	0.440203995	0.368243782
0	783.7616	0.437147975	0.368365127
0	784.7616	0.436766028	0.368486233
0	785.7616	0.438676	0.368607102
0	786.7616	0.437147975	0.368727722
0	787.7616	0.440968007	0.368848045
0	788.7616	0.429507971	0.368968053
0	789.7616	0.42759797	0.369087716
0	790.7616	0.436765969	0.369207104
0	791.7616	0.42454198	0.369326222
0	792.7616	0.429889977	0.369445015
0	793.7616	0.419576019	0.369563514
0	794.7616	0.426452011	0.369681793
0	795.7616	0.425687999	0.369799814
0	796.7616	0.421868026	0.36991756
0	797.7616	0.426070005	0.370035084
0	798.7616	0.42454201	0.370152381
0	799.7616	0.426833957	0.370269273
0	800.7616	0.418430001	0.37038588
0	801.7616	0.41843003	0.370502268
0	802.7616	0.421868026	0.370618414
0	803.7616	0.413845986	0.37073435
0	804.7616	0.413081974	0.37085002
0	805.7616	0.412317961	0.370965492
0	806.7616	0.408497989	0.371080804
0	807.7616	0.411172003	0.371195856
0	808.7616	0.414992034	0.371310658
0	809.7616	0.406970024	0.371425202
0	810.7616	0.410026014	0.371539476
0	811.7616	0.409644008	0.371653472
0	812.7616	0.409262002	0.371767218
0	813.7616	0.409262002	0.371880714
0	814.7616	0.41040802	0.371993951
0	815.7616	0.413845986	0.372106939
0	816.7616	0.403914005	0.372219652
0	817.7616	0.402004004	0.372332092
0	818.7616	0.405059963	0.372444281
0	819.7616	0.400857985	0.372556252
0	820.7616	0.406205982	0.372667957
0	821.7616	0.398947984	0.372779443
0	822.7616	0.398565978	0.372890736
0	823.7616	0.402768016	0.37300171
0	824.7616	0.396274	0.373112371
0	825.7616	0.395891994	0.373222824
0	826.7616	0.391689986	0.373333111
0	827.7616	0.392835975	0.373443193
0	828.7616	0.395127982	0.373552996
0	829.7616	0.393981993	0.373662533
0	830.7616	0.395509988	0.373771819
0	831.7616	0.387106001	0.373880833
0	832.7616	0.390162021	0.373989583
0	833.7616	0.391689986	0.374098066
0	834.7616	0.390161991	0.374206379
0	835.7616	0.393981993	0.374314601
0	836.7616	0.392071962	0.374422604
0	837.7616	0.390925974	0.374530401
0	838.7616	0.38023001	0.374637976
0	839.7616	0.389016002	0.374745292
0	840.7616	0.390162021	0.374852427
0	841.7616	0.387487978	0.374959336
0	842.7616	0.383285969	0.375066007
0	843.7616	0.383667976	0.375172455
0	844.7616	0.380993962	0.375278679
0	845.7616	0.376027972	0.375384685
0	846.7616	0.378319979	0.375490468
0	847.7616	0.384049982	0.375596027
0	848.7616	0.374881983	0.375701338
0	849.7616	0.369915992	0.375806439
0	850.7616	0.377555996	0.375911308
0	851.7616	0.374499977	0.37601596
0	852.7616	0.371444017	0.376120427
0	853.7616	0.36915198	0.376224751
0	854.7616	0.375263959	0.376328843
0	855.7616	0.374881983	0.376432724
0	856.7616	0.376792014	0.376536398
0	857.7616	0.366477996	0.376639817
0	858.7616	0.375645995	0.376742939
0	859.7616	0.370297998	0.376845851
0	860.7616	0.366477996	0.376948573
0	861.7616	0.372589976	0.377051039
0	862.7616	0.361511976	0.377153267
0	863.7616	0.374881953	0.377255231
0	864.7616	0.366477996	0.377356972
0	865.7616	0.364185989	0.377458499
0	866.7616	0.368769974	0.377559863
0	867.7616	0.364949971	0.377661043
0	868.7616	0.370679975	0.377762016
0	869.7616	0.361893982	0.377862712
0	870.7616	0.363422006	0.377963121
0	871.7616	0.356545985	0.378063392
0	872.7616	0.35807398	0.378163448
0	873.7616	0.364949971	0.37826333
0	874.7616	0.361129969	0.378362991
0	875.7616	0.362657994	0.378462368
0	876.7616	0.354635984	0.378561507
0	877.7616	0.356164008	0.378660475
0	878.7616	0.351579994	0.378759255
0	879.7616	0.351579994	0.378857827
0	880.7616	0.357309997	0.378956243
0	881.7616	0.350433975	0.379054466
0	882.7616	0.356545955	0.379152516
0	883.7616	0.352725953	0.379250377
0	884.7616	0.345085949	0.379348048
0	885.7616	0.347759992	0.379445473
0	886.7616	0.346613944	0.379542644
0	887.7616	0.349287987	0.379639695
0	888.7616	0.353871971	0.379736607
0	889.7616	0.346613944	0.379833263
0	890.7616	0.353871971	0.379929779
0	891.7616	0.338973939	0.38002608
0	892.7616	0.345085979	0.380122189
0	893.7616	0.345467985	0.380218035
0	894.7616	0.350433975	0.380313797
0	895.7616	0.345467985	0.380409378
0	896.7616	0.343175977	0.380504821
0	897.7616	0.345086008	0.380600123
0	898.7616	0.342029959	0.380695243
0	899.7616	0.34088397	0.380790216
0	900.7616	0.343175977	0.380884949
0	901.7616	0.338209957	0.380979421
0	902.7616	0.346231997	0.381073719
0	903.7616	0.342029959	0.381167789
0	904.7616	0.334389955	0.381261703
0	905.7616	0.327513963	0.381355395
0	906.7616	0.341265976	0.381448994
0	907.7616	0.338591963	0.381542375
0	908.7616	0.338973969	0.381635619
0	909.7616	0.33286199	0.381728682
0	910.7616	0.330187976	0.381821591
0	911.7616	0.333243996	0.381914337
0	912.7616	0.330187976	0.382006932
0	913.7616	0.336681962	0.382099354
0	914.7616	0.328277975	0.382191546
0	915.7616	0.337063968	0.382283576
0	916.7616	0.326367974	0.382375398
0	917.7616	0.324839979	0.38246708
0	918.7616	0.325985998	0.382558536
0	919.7616	0.334389985	0.382649836
0	920.7616	0.326367974	0.382740978
0	921.7616	0.32674998	0.382832036
0	922.7616	0.322547972	0.382922927
0	923.7616	0.319109976	0.383013608
0	924.7616	0.321401983	0.383104056
0	925.7616	0.328277946	0.383194272
0	926.7616	0.326367974	0.383284327
0	927.7616	0.319873989	0.383374249
0	928.7616	0.319491982	0.383463993
0	929.7616	0.322547972	0.383553497
0	930.7616	0.318728	0.383642858
0	931.7616	0.324839979	0.38373207
0	932.7616	0.320637971	0.383821075
0	933.7616	0.319873959	0.383909938
0	934.7616	0.314907968	0.383998672
0	935.7616	0.321019977	0.384087338
0	936.7616	0.322547972	0.384175824
0	937.7616	0.32178399	0.384264248
0	938.7616	0.312233984	0.384352533
0	939.7616	0.314143986	0.38444068
0	940.7616	0.314907968	0.384528638
0	941.7616	0.31567198	0.384616389
0	942.7616	0.316817969	0.384703968
0	943.7616	0.312615961	0.384791495
0	944.7616	0.320255965	0.384878884
0	945.7616	0.311469972	0.384966129
0	946.7616	0.31376195	0.385053257
0	947.7616	0.316435963	0.385140158
0	948.7616	0.311851978	0.38522692
0	949.7616	0.304593951	0.385313558
0	950.7616	0.312997967	0.3854001
0	951.7616	0.309177965	0.385486516
0	952.7616	0.308413982	0.385572787
0	953.7616	0.306121945	0.385658897
0	954.7616	0.303829968	0.385744863
0	955.7616	0.308413953	0.38583067
0	956.7616	0.317199975	0.385916257
0	957.7616	0.308413982	0.386001668
0	958.7616	0.304593951	0.386086977
0	959.7616	0.311087966	0.386172152
0	960.7616	0.306121945	0.386257158
0	961.7616	0.308031976	0.386341991
0	962.7616	0.303447962	0.386426731
0	963.7616	0.306885958	0.386511358
0	964.7616	0.308795959	0.386595835
0	965.7616	0.301919967	0.38668018
0	966.7616	0.304211974	0.38676446
0	967.7616	0.303065956	0.386848594
0	968.7616	0.303447962	0.386932642
0	969.7616	0.301919937	0.387016579
0	970.7616	0.303829968	0.38710038
0	971.7616	0.301155955	0.387183981
0	972.7616	0.296189994	0.387267484
0	973.7616	0.300773978	0.387350811
0	974.7616	0.302301943	0.387433986
0	975.7616	0.295425951	0.387517103
0	976.7616	0.292369992	0.387600142
0	977.7616	0.299245954	0.387683069
0	978.7616	0.297717959	0.387765862
0	979.7616	0.298481941	0.387848434
0	980.7616	0.29657197	0.387930875
0	981.7616	0.298099965	0.388013229
0	982.7616	0.294279963	0.388095398
0	983.7616	0.295807958	0.388177428
0	984.7616	0.291223973	0.388259345
0	985.7616	0.290077955	0.388341017
0	986.7616	0.295807958	0.388422568
0	987.7616	0.291987956	0.388503883
0	988.7616	0.290459961	0.388585041
0	989.7616	0.298481941	0.38866615
0	990.7616	0.295425951	0.388747129
0	991.7616	0.29351598	0.388827954
0	992.7616	0.288167953	0.388908612
0	993.7616	0.291987956	0.388989135
0	994.7616	0.288931966	0.38906946
0	995.7616	0.284347951	0.389149619
0	996.7616	0.288931966	0.389229623
0	997.7616	0.292369962	0.389309502
0	998.7616	0.28854996	0.389389187
0	999.7616	0.285875976	0.389468756
0	1000.7616	0.28549397	0.389548268
0	1001.7616	0.283965975	0.389627691
0	1002.7616	0.289313972	0.389707022
0	1003.7616	0.283201963	0.389786213
0	1004.7616	0.282819986	0.389865289
0	1005.7616	0.285875976	0.389944257
0	1006.7616	0.286257982	0.390023039
0	1007.7616	0.273651958	0.390101697
0	1008.7616	0.28549397	0.390180196
0	1009.7616	0.280909956	0.390258527
0	1010.7616	0.287785947	0.390336721
0	1011.7616	0.283583969	0.390414868
0	1012.7616	0.283201963	0.390492914
0	1013.7616	0.276707947	0.390570851
0	1014.7616	0.281673998	0.39064868
0	1015.7616	0.271741956	0.390726333
0	1016.7616	0.27747196	0.39080391
0	1017.7616	0.280527949	0.390881422
0	1018.7616	0.280909956	0.390958768
0	1019.7616	0.281673998	0.391035988
0	1020.7616	0.272505969	0.391113164
0	1021.7616	0.280527949	0.391190199
0	1022.7616	0.282055974	0.391267151
0	1023.7616	0.278617978	0.391343973
0	1024.7616	0.272505969	0.391420701
0	1025.7616	0.281673968	0.391497394
0	1026.7616	0.280527949	0.391574021
0	1027.7616	0.272505939	0.391650546
0	1028.7616	0.280909956	0.391726977
0	1029.7616	0.276707977	0.391803285
0	1030.7616	0.275561959	0.391879475
0	1031.7616	0.269067943	0.391955557
0	1032.7616	0.272505969	0.392031543
0	1033.7616	0.271741956	0.392107397
0	1034.7616	0.275561959	0.392183155
0	1035.7616	0.271741956	0.392258763
0	1036.7616	0.27135995	0.392334238
0	1037.7616	0.264865935	0.392409554
0	1038.7616	0.276707947	0.392484773
0	1039.7616	0.268303961	0.392559887
0	1040.7616	0.264483958	0.39263494
0	1041.7616	0.275561959	0.392709842
0	1042.7616	0.266011953	0.392784623
0	1043.7616	0.265247941	0.392859311
0	1044.7616	0.268685967	0.392933882
0	1045.7616	0.263719946	0.393008309
0	1046.7616	0.267157972	0.393082536
0	1047.7616	0.262955964	0.393156639
0	1048.7616	0.262955964	0.39323069
0	1049.7616	0.265629947	0.393304638
0	1050.7616	0.266775966	0.393378454
0	1051.7616	0.256079942	0.39345219
0	1052.7616	0.269449949	0.393525831
0	1053.7616	0.270977974	0.393599333
0	1054.7616	0.26333797	0.393672707
0	1055.7616	0.261809945	0.393746002
0	1056.7616	0.262573957	0.393819204
0	1057.7616	0.259899974	0.393892324
0	1058.7616	0.256079942	0.393965343
0	1059.7616	0.264865965	0.394038297
0	1060.7616	0.266011953	0.394111197
0	1061.7616	0.257607967	0.394183983
0	1062.7616	0.256843954	0.394256655
0	1063.7616	0.261045963	0.394329241
0	1064.7616	0.258753955	0.394401713
0	1065.7616	0.257225931	0.394474033
0	1066.7616	0.264865965	0.394546294
0	1067.7616	0.256079942	0.394618317
0	1068.7616	0.261045963	0.394690225
0	1069.7616	0.259517968	0.39476199
0	1070.7616	0.261045963	0.394833636
0	1071.7616	0.262573957	0.394905166
0	1072.7616	0.260663956	0.394976571
0	1073.7616	0.253405958	0.395047981
0	1074.7616	0.257989943	0.395119383
0	1075.7616	0.249967977	0.395190746
0	1076.7616	0.256843954	0.395262094
0	1077.7616	0.254933953	0.395333298
0	1078.7616	0.259135962	0.395404395
0	1079.7616	0.255315959	0.395475347
0	1080.7616	0.257989943	0.395546163
0	1081.7616	0.257607967	0.395616838
0	1082.7616	0.257607967	0.395687338
0	1083.7616	0.256843984	0.395757728
0	1084.7616	0.251877964	0.395828029
0	1085.7616	0.254933953	0.395898229
0	1086.7616	0.252641976	0.395968336
0	1087.7616	0.246911988	0.39603837
0	1088.7616	0.250731945	0.39610827
0	1089.7616	0.253023952	0.396178066
0	1090.7616	0.24920395	0.39624778
0	1091.7616	0.250731945	0.396317367
0	1092.7616	0.249967977	0.396386835
0	1093.7616	0.253405929	0.396456316
0	1094.7616	0.246529952	0.39652561
0	1095.7616	0.24920398	0.396594848
0	1096.7616	0.24920395	0.396663916
0	1097.7616	0.243473962	0.396732961
0	1098.7616	0.247675955	0.39680198
0	1099.7616	0.251113981	0.39687083
0	1100.7616	0.250349939	0.396939616
0	1101.7616	0.241945952	0.39700827
0	1102.7616	0.24920395	0.397076783
0	1103.7616	0.251113981	0.397145246
0	1104.7616	0.240417957	0.397213579
0	1105.7616	0.240799978	0.397281779
0	1106.7616	0.248057976	0.397349916
0	1107.7616	0.249967992	0.397417972
0	1108.7616	0.241945952	0.397485849
0	1109.7616	0.244619966	0.397553601
0	1110.7616	0.248057961	0.397621289
0	1111.7616	0.241563946	0.397688969
0	1112.7616	0.244619966	0.397756604
0	1113.7616	0.240417972	0.397824171
0	1114.7616	0.23965396	0.397891567
0	1115.7616	0.243855953	0.397958803
0	1116.7616	0.240035966	0.398025968
0	1117.7616	0.248821974	0.398093031
0	1118.7616	0.240035966	0.398160032
0	1119.7616	0.229339957	0.398226994
0	1120.7616	0.237361968	0.398293913
0	1121.7616	0.241563976	0.398360722
0	1122.7616	0.237361968	0.398427459
0	1123.7616	0.240035966	0.398494127
0	1124.7616	0.237361968	0.39856065
0	1125.7616	0.237361968	0.398627053
0	1126.7616	0.240035966	0.398693355
0	1127.7616	0.238889977	0.398759553
0	1128.7616	0.235451981	0.39882566
0	1129.7616	0.236979961	0.398891711
0	1130.7616	0.241945952	0.398957657
0	1131.7616	0.237743974	0.399023575
0	1132.7616	0.23965396	0.399089535
0	1133.7616	0.238889977	0.399155388
0	1134.7616	0.231249958	0.399221144
0	1135.7616	0.232013956	0.399286738
0	1136.7616	0.23506996	0.399352245
0	1137.7616	0.233159959	0.399417652
0	1138.7616	0.240799963	0.399483039
0	1139.7616	0.233159959	0.399548246
0	1140.7616	0.232777953	0.399613371
0	1141.7616	0.23659797	0.399678398
0	1142.7616	0.233541965	0.39974335
0	1143.7616	0.236597955	0.399808242
0	1144.7616	0.23965396	0.399873099
0	1145.7616	0.237743974	0.399937954
0	1146.7616	0.240035966	0.400002725
0	1147.7616	0.22399196	0.400067421
0	1148.7616	0.233541965	0.400131906
0	1149.7616	0.230867952	0.400196433
0	1150.7616	0.232013956	0.400260878
0	1151.7616	0.236215964	0.4003252
0	1152.7616	0.229721963	0.400389416
0	1153.7616	0.22857596	0.40045365
0	1154.7616	0.232777968	0.400517748
0	1155.7616	0.228193954	0.400581736
0	1156.7616	0.232013956	0.400645595
0	1157.7616	0.232013956	0.40070935
0	1158.7616	0.225519955	0.400773122
0	1159.7616	0.222463965	0.400836756
0	1160.7616	0.22857596	0.400900297
0	1161.7616	0.232395962	0.400963757
0	1162.7616	0.225901961	0.401027075
0	1163.7616	0.22551997	0.401090281
0	1164.7616	0.225519955	0.401153431
0	1165.7616	0.222463965	0.401216557
0	1166.7616	0.220553949	0.401279598
0	1167.7616	0.223609954	0.401342685
0	1168.7616	0.227811962	0.401405686
0	1169.7616	0.228193954	0.401468528
0	1170.7616	0.223991945	0.401531279
0	1171.7616	0.23010397	0.401593909
0	1172.7616	0.227811962	0.401656421
0	1173.7616	0.220171943	0.401718917
0	1174.7616	0.229339972	0.401781338
0	1175.7616	0.22399196	0.401843654
0	1176.7616	0.22551997	0.401905881
0	1177.7616	0.219789952	0.401967982
0	1178.7616	0.21902594	0.402029978
0	1179.7616	0.22704795	0.402091877
0	1180.7616	0.217115954	0.402153769
0	1181.7616	0.220171943	0.402215561
0	1182.7616	0.21596995	0.402277286
0	1183.7616	0.219789952	0.402338937
0	1184.7616	0.226283967	0.402400538
0	1185.7616	0.214823961	0.402462106
0	1186.7616	0.227429956	0.402523613
0	1187.7616	0.222081959	0.402584999
0	1188.7616	0.226283967	0.402646299
0	1189.7616	0.222845972	0.402707551
0	1190.7616	0.223227948	0.402768691
0	1191.7616	0.218261957	0.402829801
0	1192.7616	0.219407946	0.402890904
0	1193.7616	0.217115954	0.402951931
0	1194.7616	0.220553949	0.403012797
0	1195.7616	0.21749796	0.403073629
0	1196.7616	0.215205938	0.403134394
0	1197.7616	0.215587944	0.403195117
0	1198.7616	0.217115954	0.403255798
0	1199.7616	0.21749796	0.403316424
0	1200.7616	0.21596995	0.403377002
0	1201.7616	0.220553949	0.403437518
0	1202.7616	0.212913945	0.40349797
0	1203.7616	0.212913945	0.403558274
0	1204.7616	0.225519955	0.403618582
0	1205.7616	0.221317962	0.403678839
0	1206.7616	0.215205938	0.40373903
0	1207.7616	0.213677928	0.403799205
0	1208.7616	0.216733962	0.403859316
0	1209.7616	0.21749796	0.403919341
0	1210.7616	0.221317962	0.403979279
0	1211.7616	0.215205938	0.40403906
0	1212.7616	0.211385965	0.404098826
0	1213.7616	0.217879951	0.404158453
0	1214.7616	0.214823961	0.404218001
0	1215.7616	0.220171958	0.404277562
0	1216.7616	0.210621953	0.404337009
0	1217.7616	0.213295951	0.404396345
0	1218.7616	0.214441955	0.40445565
0	1219.7616	0.212149948	0.40451487
0	1220.7616	0.212531954	0.404573969
0	1221.7616	0.213295951	0.404632913
0	1222.7616	0.209857956	0.404691796
0	1223.7616	0.211385965	0.4047506
0	1224.7616	0.208329976	0.404809353
0	1225.7616	0.211767942	0.404868
0	1226.7616	0.213295951	0.404926586
0	1227.7616	0.210621968	0.404985001
0	1228.7616	0.213677958	0.40504347
0	1229.7616	0.20641996	0.405101924
0	1230.7616	0.206037953	0.405160262
0	1231.7616	0.209857956	0.40521851
0	1232.7616	0.206801966	0.405276695
0	1233.7616	0.210239932	0.405334855
0	1234.7616	0.211767972	0.405392986
0	1235.7616	0.210239932	0.40545103
0	1236.7616	0.205273956	0.405509084
0	1237.7616	0.213295951	0.405567083
0	1238.7616	0.211003959	0.405625022
0	1239.7616	0.204509944	0.405682766
0	1240.7616	0.208711982	0.405740483
0	1241.7616	0.201071948	0.405798158
0	1242.7616	0.207183957	0.405855772
0	1243.7616	0.203363955	0.405913313
0	1244.7616	0.210239932	0.405970814
0	1245.7616	0.20336397	0.406028272
0	1246.7616	0.20336397	0.406085637
0	1247.7616	0.201071948	0.406142913
0	1248.7616	0.211003959	0.406200221
0	1249.7616	0.207947969	0.406257425
0	1250.7616	0.211767942	0.406314526
0	1251.7616	0.204127967	0.406371536
0	1252.7616	0.207565978	0.406428511
0	1253.7616	0.20641996	0.406485507
0	1254.7616	0.20489195	0.406542404
0	1255.7616	0.209857956	0.406599314
0	1256.7616	0.204509944	0.406656181
0	1257.7616	0.203745961	0.406712953
0	1258.7616	0.199161932	0.406769731
0	1259.7616	0.20336397	0.406826394
0	1260.7616	0.199925959	0.406883013
0	1261.7616	0.206419989	0.406939552
0	1262.7616	0.207947969	0.406996031
0	1263.7616	0.201835945	0.407052506
0	1264.7616	0.203745976	0.407108924
0	1265.7616	0.207947969	0.407165244
0	1266.7616	0.20183596	0.407221498
0	1267.7616	0.202599958	0.407277614
0	1268.7616	0.201453954	0.407333694
0	1269.7616	0.203363955	0.407389664
0	1270.7616	0.209475964	0.407445551
0	1271.7616	0.199543968	0.407501376
0	1272.7616	0.19534196	0.407557085
0	1273.7616	0.202981964	0.407612837
0	1274.7616	0.207565963	0.407668472
0	1275.7616	0.199161962	0.407724065
0	1276.7616	0.198397949	0.407779577
0	1277.7616	0.197633952	0.407834971
0	1278.7616	0.202981964	0.407890359
0	1279.7616	0.198397964	0.407945658
0	1280.7616	0.20336397	0.40800088
0	1281.7616	0.198397949	0.408056068
0	1282.7616	0.202981964	0.408111278
0	1283.7616	0.202217951	0.408166394
0	1284.7616	0.199161962	0.408221484
0	1285.7616	0.200689942	0.40827659
0	1286.7616	0.202217951	0.408331564
0	1287.7616	0.196105957	0.408386526
0	1288.7616	0.194577962	0.408441396
0	1289.7616	0.19534196	0.408496181
0	1290.7616	0.196487963	0.408551002
0	1291.7616	0.200307965	0.408605725
0	1292.7616	0.202981934	0.408660321
0	1293.7616	0.188847944	0.408714864
0	1294.7616	0.198397949	0.408769252
0	1295.7616	0.189993948	0.408823678
0	1296.7616	0.19686994	0.408878018
0	1297.7616	0.198397964	0.408932249
0	1298.7616	0.194959953	0.4089864
0	1299.7616	0.194195956	0.409040497
0	1300.7616	0.194959953	0.409094443
0	1301.7616	0.194959953	0.409148294
0	1302.7616	0.197251946	0.40920205
0	1303.7616	0.19381395	0.409255757
0	1304.7616	0.196487963	0.409309421
0	1305.7616	0.189611942	0.409363065
0	1306.7616	0.19381395	0.409416645
0	1307.7616	0.187319964	0.409470172
0	1308.7616	0.19228594	0.409523665
0	1309.7616	0.193431959	0.409577161
0	1310.7616	0.19228594	0.409630683
0	1311.7616	0.196487963	0.40968407
0	1312.7616	0.186937943	0.409737394
0	1313.7616	0.188083947	0.409790656
0	1314.7616	0.193049967	0.409843837
0	1315.7616	0.194577962	0.409896971
0	1316.7616	0.19534193	0.409950035
0	1317.7616	0.194959968	0.410003019
0	1318.7616	0.196105957	0.410056016
0	1319.7616	0.19228597	0.410108891
0	1320.7616	0.186173946	0.410161765
0	1321.7616	0.19228594	0.410214498
0	1322.7616	0.188465938	0.410267352
0	1323.7616	0.189611942	0.410320126
0	1324.7616	0.188083947	0.410372905
0	1325.7616	0.193049967	0.4104256
0	1326.7616	0.191903949	0.410478313
0	1327.7616	0.185027942	0.410530856
0	1328.7616	0.187319949	0.410583309
0	1329.7616	0.184263945	0.41063576
0	1330.7616	0.183881938	0.410688104
0	1331.7616	0.188083947	0.41074042
0	1332.7616	0.188083947	0.410792715
0	1333.7616	0.181589961	0.410844936
0	1334.7616	0.191903949	0.410897171
0	1335.7616	0.19228594	0.410949402
0	1336.7616	0.19228594	0.411001576
0	1337.7616	0.187319949	0.411053731
0	1338.7616	0.183117941	0.411105816
0	1339.7616	0.188083947	0.411157782
0	1340.7616	0.185791939	0.411209701
0	1341.7616	0.187701941	0.411261536
0	1342.7616	0.180825964	0.411313309
0	1343.7616	0.185027942	0.411365037
0	1344.7616	0.183117956	0.411416713
0	1345.7616	0.183499962	0.4114683
0	1346.7616	0.183499962	0.411519902
0	1347.7616	0.180443957	0.411571416
0	1348.7616	0.186555952	0.411622906
0	1349.7616	0.18426396	0.411674281
0	1350.7616	0.17815195	0.411725596
